"Id","Name","Jigsaw","TYPE","SHIPPINGSTREET","WEBSITE","INDUSTRY","NUMBEROFEMPLOYEES","DESCRIPTION"
"0019000000oGEQEAA4","SILVA LEAL RAFAEL","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2 Place Jussieu","www.SILVA LEAL RAFAEL.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000oGEQFAA4","TECNOLOGIA Y SELLADO INDUSTRIAL SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.TECNOLOGIA Y SELLADO INDUSTRIAL SA DE CV.com","Communications","12341","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEQGAA4","ACERO APLICADO EN TRANSMISION Y DIS TRIBUCION SA","AUTO_SAMPLE_DATA","Technology Partner","Test acc 2157","www.ACERO APLICADO EN TRANSMISION Y DIS TRIBUCION SA.com","Communications","12341","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEQHAA4","DISASCO SA DE CV","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.DISASCO SA DE CV.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000oGEQIAA4","MT CALUCI SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","1301 Hoch Drive","www.MT CALUCI SA DE CV.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000oGEQJAA4","BRINK GRAIN","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Avenue of the Americas New York, NY 10019USA","www.BRINK GRAIN.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000oGEQKAA4","All Lines Technology","AUTO_SAMPLE_DATA","Prospect","345 Shoreline ParkMountain View, CA 94043USA","www.All Lines Technology.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000nFznuAAC","Magma Power Co","AUTO_SAMPLE_DATA","Prospect","345 Shoreline ParkMountain View, CA 94043USA","www.All Lines Technology.com","Agriculture","12341","Commerical logistics and transportation company."
"0019000000oGEQLAA4","JUAN JOSE SANCHEZ REYES","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.JUAN JOSE SANCHEZ REYES.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQMAA4","COMERCIALIZADORA AZK S DE RL DE CV","AUTO_SAMPLE_DATA","Customer - Direct","1301 Avenue of the Americas New York, NY 10019USA","www.COMERCIALIZADORA AZK S DE RL DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQNAA4","Kaiser International Sales Services Limited","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Kaiser International Sales Services Limited.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQOAA4","PROCINTAS SA DE CV","AUTO_SAMPLE_DATA","Other","DHE010828K6A","www.PROCINTAS SA DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQPAA4","AllergyZone LLC","AUTO_SAMPLE_DATA","Customer - Channel","CES081007NE0","www.AllergyZone LLC.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQQAA4","Double D Foods Inc","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.Double D Foods Inc.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQRAA4","COMERCIALIZADORA UNION SA DE CV","AUTO_SAMPLE_DATA","Prospect","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.COMERCIALIZADORA UNION SA DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQSAA4","ESCOBEDO TELLEZ ALFREDO","AUTO_SAMPLE_DATA","Other","DHE010828K6A","www.ESCOBEDO TELLEZ ALFREDO.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQTAA4","GERINNOV CORPORATION","AUTO_SAMPLE_DATA","Customer - Channel","1301 Hoch Drive","www.GERINNOV CORPORATION.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQUAA4","IDEE CONSULTING GROUP SC","AUTO_SAMPLE_DATA","Channel Partner / Reseller","DHE010828K6A","www.IDEE CONSULTING GROUP SC.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQVAA4","LOPEZ ZAVALA RAFAEL","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.LOPEZ ZAVALA RAFAEL.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQWAA4","MATERIAS PRIMAS ATOYANALCO SA DE CV","AUTO_SAMPLE_DATA","Prospect","1301 Avenue of the Americas New York, NY 10019USA","www.MATERIAS PRIMAS ATOYANALCO SA DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQXAA4","PARADORES GOLFO SUR S.A. DE C.V.","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.PARADORES GOLFO SUR S.A. DE C.V..com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQYAA4","TIPISA SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","1301 Avenue of the Americas New York, NY 10019USA","www.TIPISA SA DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQZAA4","TEAM MARKETING ALLIANCE","AUTO_SAMPLE_DATA","Other","1301 Avenue of the Americas New York, NY 10019USA","www.TEAM MARKETING ALLIANCE.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQaAAO","ACONDICIONAMIENTOS Y SERVICIOS SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.ACONDICIONAMIENTOS Y SERVICIOS SA DE CV.com","Communications","12300","Commerical logistics and transportation company."
"0019000000nMl9RAAS","Express Logistics and Transport","AUTO_SAMPLE_DATA","Other","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.Express Logistics and Transport.com","Communications","12300","Commerical logistics and transportation company."
"0019000000oGEQbAAO","MA GABRIELA SANCHEZ LARRAGUIVEL","AUTO_SAMPLE_DATA","Other","DHE010828K6A","www.MA GABRIELA SANCHEZ LARRAGUIVEL.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQcAAO","Cendris Print Management BV","AUTO_SAMPLE_DATA","Customer - Direct","DHE010828K6A","www.Cendris Print Management BV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nFznyAAC","ImageTek Corp","AUTO_SAMPLE_DATA","Customer - Direct","DHE010828K6A","www.Cendris Print Management BV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQdAAO","INDUSTRIAS BOTANERAS RICAS S DE RL MI DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.INDUSTRIAS BOTANERAS RICAS S DE RL MI DE CV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nFzniAAC","Daisy of California","AUTO_SAMPLE_DATA","Technology Partner","1301 Hoch Drive","www.Dawson Public Power District.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQeAAO","Dawson Public Power District","AUTO_SAMPLE_DATA","Technology Partner","1301 Hoch Drive","www.Dawson Public Power District.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQfAAO","ALMACENES REFRIGERADOS CONSOLIDADOS","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.ALMACENES REFRIGERADOS CONSOLIDADOS.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQgAAO","CASTRO SALDIVAR NYDIA","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.CASTRO SALDIVAR NYDIA.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQhAAO","CONSTRUCCIONES EN TUBERIA Y PAILERI","AUTO_SAMPLE_DATA","Prospect","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.CONSTRUCCIONES EN TUBERIA Y PAILERI.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQiAAO","EVEREADY DE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.EVEREADY DE MEXICO SA DE CV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQjAAO","GALASS BODAS SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Hoch Drive","www.GALASS BODAS SA DE CV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQkAAO","HELVIO RICARDO MOLLINEDO PON","AUTO_SAMPLE_DATA","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.HELVIO RICARDO MOLLINEDO PON.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQlAAO","LOPEZ POLANCO ALBERTO","AUTO_SAMPLE_DATA","Technology Partner","1301 Hoch Drive","www.LOPEZ POLANCO ALBERTO.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQmAAO","PEREZ VAZQUEZ JOSE LUIS","AUTO_SAMPLE_DATA","Prospect","DHE010828K6A","www.PEREZ VAZQUEZ JOSE LUIS.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQnAAO","TRANS FRIO DEL MAYAB SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","345 Shoreline ParkMountain View, CA 94043USA","www.TRANS FRIO DEL MAYAB SA DE CV.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQoAAO","KARCE COMPANY LIMITED","AUTO_SAMPLE_DATA","Customer - Channel","1301 Avenue of the Americas New York, NY 10019USA","www.KARCE COMPANY LIMITED.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQpAAO","WENZHOU INTL ECO AND TEC COOPERATION CO LTD","AUTO_SAMPLE_DATA","Customer - Direct","1301 Avenue of the Americas New York, NY 10019USA","www.WENZHOU INTL ECO AND TEC COOPERATION CO LTD.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQqAAO","ELTEK INTERNATIONAL LAB","AUTO_SAMPLE_DATA","Installation Partner","2 Place Jussieu","www.ELTEK INTERNATIONAL LAB.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nFzn9AAC","Raceway Engines","AUTO_SAMPLE_DATA","Installation Partner","2 Place Jussieu","www.ELTEK INTERNATIONAL LAB.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nMl9NAAS","Burlington Textiles Corp of America","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.Burlington Textiles Corp of America.com","Biotechnology","9000","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEQrAAO","Swiss Valley Farms","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Swiss Valley Farms.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQsAAO","HANDER LINGERIE LIMITED","AUTO_SAMPLE_DATA","Technology Partner","1301 Avenue of the Americas New York, NY 10019USA","www.HANDER LINGERIE LIMITED.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQtAAO","Central Mining America Group Corp","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.Central Mining America Group Corp.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQuAAO","AST SERVICIO EN CALDERAS SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.AST SERVICIO EN CALDERAS SA DE CV.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQvAAO","CRUZ MOLINA JOSE DEL CARMEN","AUTO_SAMPLE_DATA","Other","345 Shoreline ParkMountain View, CA 94043USA","www.CRUZ MOLINA JOSE DEL CARMEN.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQwAAO","ECOCAMIONES DEL NOROESTE SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Avenue of the Americas New York, NY 10019USA","www.ECOCAMIONES DEL NOROESTE SA DE CV.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQxAAO","GRUPO CONFIRMA INVESTIGACIONES","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.GRUPO CONFIRMA INVESTIGACIONES.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQyAAO","LOPEZ ULLOA TOMAS","AUTO_SAMPLE_DATA","Prospect","345 Shoreline ParkMountain View, CA 94043USA","www.LOPEZ ULLOA TOMAS.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEQzAAO","MONTANO VENEGAS CHRISTIAN","AUTO_SAMPLE_DATA","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.MONTANO VENEGAS CHRISTIAN.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER0AAO","PROCATEX S.A. DE C.V.","AUTO_SAMPLE_DATA","Technology Partner","345 Shoreline ParkMountain View, CA 94043USA","www.PROCATEX S.A. DE C.V..com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER1AAO","PROVEEDORES FRONTERIZOS DE","AUTO_SAMPLE_DATA","Prospect","CES081007NE0","www.PROVEEDORES FRONTERIZOS DE.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER2AAO","SABORES Y ANALISIS SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.SABORES Y ANALISIS SA DE CV.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER3AAO","TORNILLOS GONZALEZ SA DE CV","AUTO_SAMPLE_DATA","Other","1301 Hoch Drive","www.TORNILLOS GONZALEZ SA DE CV.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER4AAO","INTERNATIONAL CLEAN SA DE CV","AUTO_SAMPLE_DATA","Other","Test acc 2157","www.INTERNATIONAL CLEAN SA DE CV.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER5AAO","Wide Spark Limited","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.Wide Spark Limited.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER6AAO","MARTIN CARMONA VALLEJO","AUTO_SAMPLE_DATA","Customer - Channel","1301 Hoch Drive","www.MARTIN CARMONA VALLEJO.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000nMl9QAAS","Grand Hotels & Resorts Ltd","AUTO_SAMPLE_DATA","Customer - Direct","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Grand Hotels & Resorts Ltd.com","Banking","5600","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGER7AAO","POP MANUFACTURING SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.POP MANUFACTURING SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGER8AAO","Fujian Reida Precision Co LTD","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Fujian Reida Precision Co LTD.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGER9AAO","EXPRAL SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.EXPRAL SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERAAA4","Control Fluid Power","AUTO_SAMPLE_DATA","Customer - Direct","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.Control Fluid Power.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERBAA4","Triumph Tool Inc","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.Triumph Tool Inc.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERCAA4","MARTINEZ LINARES LORENA","AUTO_SAMPLE_DATA","Prospect","Test acc 2157","www.MARTINEZ LINARES LORENA.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERDAA4","MASSIMO ZANETTI BEVERAGE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.MASSIMO ZANETTI BEVERAGE MEXICO SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGEREAA4","CM ELECTRICA COMERCIAL SA DE CV","AUTO_SAMPLE_DATA","Prospect","DHE010828K6A","www.CM ELECTRICA COMERCIAL SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERFAA4","DHANA COSMETICS SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.DHANA COSMETICS SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERGAA4","GRUPO INDUSTRIAL MODELO S.A. DE C.V","AUTO_SAMPLE_DATA","Installation Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.GRUPO INDUSTRIAL MODELO S.A. DE C.V.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERHAA4","INMOBILIARIA HOTELERA DE QUERETARO","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.INMOBILIARIA HOTELERA DE QUERETARO.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERIAA4","PUMS SUPPLY COMPANY SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.PUMS SUPPLY COMPANY SA DE CV.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERJAA4","SOPORTE DINAMICO INDUSTRIAL SA DE C","AUTO_SAMPLE_DATA","Installation Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.SOPORTE DINAMICO INDUSTRIAL SA DE C.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERKAA4","TORREBLANCA MONTANO DELIA EDITH","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Hoch Drive","www.TORREBLANCA MONTANO DELIA EDITH.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERLAA4","Lee's Pottery Inc","AUTO_SAMPLE_DATA","Customer - Channel","1301 Hoch Drive","www.Lee's Pottery Inc.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERMAA4","EuroChem Trading GmbH","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.EuroChem Trading GmbH.com","Machinery","5234","World's third largest oil and gas company."
"0019000000oGERNAA4","BIORGANIMEX SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.BIORGANIMEX SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEROAA4","P S TRANSPORTATION","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.P S TRANSPORTATION.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERPAA4","OSCAR FERNANDO SILVA OJEDA","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2 Place Jussieu","www.OSCAR FERNANDO SILVA OJEDA.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERQAA4","Maverick Manufacturing Limited","AUTO_SAMPLE_DATA","Channel Partner / Reseller","DHE010828K6A","www.Maverick Manufacturing Limited.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERRAA4","A B COMUNICACION SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.A B COMUNICACION SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERSAA4","CISCOMANI FREANER LEONARDO","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.CISCOMANI FREANER LEONARDO.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERTAA4","DISTRIBUCION DE MADERA SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Hoch Drive","www.DISTRIBUCION DE MADERA SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERUAA4","FILTRALUB SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.FILTRALUB SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERVAA4","GASTRONOMICA PATAGONIA SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","DHE010828K6A","www.GASTRONOMICA PATAGONIA SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERWAA4","INSTRUMENTACION Y SERVICIOS DE","AUTO_SAMPLE_DATA","Customer - Channel","1301 Hoch Drive","www.INSTRUMENTACION Y SERVICIOS DE.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERXAA4","MANGUERAS CONEXIONES Y BANDAS","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.MANGUERAS CONEXIONES Y BANDAS.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERYAA4","NEW YORK DELI SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.NEW YORK DELI SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERZAA4","PROVEEDORA QUIMICA Y TECNOSCIENTIFI","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.PROVEEDORA QUIMICA Y TECNOSCIENTIFI.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERaAAO","REDSOLUTIONS SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","DHE010828K6A","www.REDSOLUTIONS SA DE CV.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERbAAO","CADELEC","AUTO_SAMPLE_DATA","Installation Partner","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.CADELEC.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERcAAO","Delice de France Limited","AUTO_SAMPLE_DATA","Technology Partner","1301 Hoch Drive","www.Delice de France Limited.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERdAAO","MAPEI FRANCE","AUTO_SAMPLE_DATA","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.MAPEI FRANCE.com","Transportation","5134","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEReAAO","PRODUCCIONES AGRICOLA DE TABASCO SA CV","AUTO_SAMPLE_DATA","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.PRODUCCIONES AGRICOLA DE TABASCO SA CV.com","Retail","4634","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nFzmdAAC","Back Stage Magazine","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.JOSE ANTONIO GARCIA HERNANDEZ.com","Retail","4634","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERfAAO","JOSE ANTONIO GARCIA HERNANDEZ","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.JOSE ANTONIO GARCIA HERNANDEZ.com","Retail","4634","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGERgAAO","MEGADISTRIBUIDORA MEXICANA DE ILUMINACION SA DE CV","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.MEGADISTRIBUIDORA MEXICANA DE ILUMINACION SA DE CV.com","Retail","4634","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
