JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 71,ACCOUNTLEVEL,-20,54,49,106,31,132,41,133,1735,7877
Adoption Test - Account 72,ACCOUNTLEVEL,-20,14,43,85,108,200,23,253,5094,1549
Adoption Test - Account 73,ACCOUNTLEVEL,-20,55,48,148,55,170,49,869,7713,2951
Adoption Test - Account 74,ACCOUNTLEVEL,-20,26,43,61,100,202,53,834,5772,11371
Adoption Test - Account 75,ACCOUNTLEVEL,-20,36,10,92,80,127,30,739,5602,18358
Adoption Test - Account 76,ACCOUNTLEVEL,-20,99,44,93,72,124,31,321,3113,14290
Adoption Test - Account 77,ACCOUNTLEVEL,-20,78,35,197,9,197,51,70,5650,1510
Adoption Test - Account 78,ACCOUNTLEVEL,-20,80,18,153,72,197,51,264,8514,15920
Adoption Test - Account 79,ACCOUNTLEVEL,-20,29,27,200,67,109,9,908,551,5587
Adoption Test - Account 80,ACCOUNTLEVEL,-20,39,29,200,143,239,51,433,7413,13961
Adoption Test - Account 81,ACCOUNTLEVEL,-20,3,11,133,144,105,51,565,9048,19256
Adoption Test - Account 82,ACCOUNTLEVEL,-20,74,27,130,74,161,34,650,8688,14268
Adoption Test - Account 83,ACCOUNTLEVEL,-20,40,29,137,41,147,47,200,8540,6111
Adoption Test - Account 84,ACCOUNTLEVEL,-20,27,28,137,150,222,60,388,6095,10273
Adoption Test - Account 85,ACCOUNTLEVEL,-20,36,10,131,112,162,56,461,4330,13718
Adoption Test - Account 86,ACCOUNTLEVEL,-20,51,46,71,109,159,28,990,5760,18313
Adoption Test - Account 87,ACCOUNTLEVEL,-20,98,15,113,14,194,32,457,3102,4254
Adoption Test - Account 88,ACCOUNTLEVEL,-20,48,23,116,144,102,9,826,8478,5606
Adoption Test - Account 89,ACCOUNTLEVEL,-20,57,30,185,127,143,28,709,1302,12624
Adoption Test - Account 90,ACCOUNTLEVEL,-20,29,28,103,90,222,33,940,4393,12937
Adoption Test - Account 91,ACCOUNTLEVEL,-20,48,38,158,54,184,40,28,4555,634
Adoption Test - Account 92,ACCOUNTLEVEL,-20,54,45,181,129,136,16,841,3155,19763
Adoption Test - Account 93,ACCOUNTLEVEL,-20,10,32,54,50,116,12,349,5333,8135
Adoption Test - Account 94,ACCOUNTLEVEL,-20,89,47,137,13,250,20,675,5068,17557
Adoption Test - Account 95,ACCOUNTLEVEL,-20,6,28,138,88,113,60,779,7962,16379
Adoption Test - Account 96,ACCOUNTLEVEL,-20,4,12,184,69,114,24,76,2131,11230
Adoption Test - Account 97,ACCOUNTLEVEL,-20,84,10,58,128,130,8,721,7288,12269
Adoption Test - Account 98,ACCOUNTLEVEL,-20,71,14,157,17,240,27,345,5770,6527
Adoption Test - Account 99,ACCOUNTLEVEL,-20,6,14,80,64,188,10,470,9086,17107
Adoption Test - Account 100,ACCOUNTLEVEL,-20,26,21,51,65,152,4,363,5696,19706
Adoption Test - Account 101,ACCOUNTLEVEL,-20,8,26,57,54,104,2,621,2140,15687
Adoption Test - Account 102,ACCOUNTLEVEL,-20,32,37,142,91,159,38,112,8381,15151
Adoption Test - Account 103,ACCOUNTLEVEL,-20,70,47,136,62,160,17,991,4805,1022
Adoption Test - Account 104,ACCOUNTLEVEL,-20,99,48,120,90,111,53,843,313,17522
Adoption Test - Account 105,ACCOUNTLEVEL,-20,7,26,130,54,194,13,425,2110,3289
Adoption Test - Account 106,ACCOUNTLEVEL,-20,22,44,113,62,114,30,603,1127,8163
Adoption Test - Account 107,ACCOUNTLEVEL,-20,72,12,127,63,147,15,742,8211,11844
Adoption Test - Account 108,ACCOUNTLEVEL,-20,73,11,71,145,132,20,286,3894,11303
Adoption Test - Account 109,ACCOUNTLEVEL,-20,92,11,145,115,234,56,468,9606,161
Adoption Test - Account 110,ACCOUNTLEVEL,-20,56,10,138,18,233,15,52,8307,17474
Adoption Test - Account 111,ACCOUNTLEVEL,-20,59,48,133,53,171,36,469,3481,7112
Adoption Test - Account 112,ACCOUNTLEVEL,-20,93,22,148,83,244,14,535,5656,6474
Adoption Test - Account 113,ACCOUNTLEVEL,-20,65,12,118,120,193,43,66,1022,769
Adoption Test - Account 114,ACCOUNTLEVEL,-20,71,42,79,52,203,8,407,5490,4434
Adoption Test - Account 115,ACCOUNTLEVEL,-20,86,36,54,138,154,19,621,230,3192
Adoption Test - Account 116,ACCOUNTLEVEL,-20,24,17,97,80,101,45,361,517,14255
Adoption Test - Account 117,ACCOUNTLEVEL,-20,47,20,133,12,248,31,594,9169,11202
Adoption Test - Account 118,ACCOUNTLEVEL,-20,5,30,91,0,162,27,371,2613,15059
Adoption Test - Account 1,ACCOUNTLEVEL,-19,9,32,99,142,193,45,61,4902,11157
Adoption Test - Account 2,ACCOUNTLEVEL,-19,82,43,76,141,111,3,318,4057,19959
Adoption Test - Account 3,ACCOUNTLEVEL,-19,83,13,184,37,171,19,420,7579,12117
Adoption Test - Account 4,ACCOUNTLEVEL,-19,10,23,154,66,135,46,2,7163,12645
Adoption Test - Account 5,ACCOUNTLEVEL,-19,91,44,69,138,151,18,625,1409,5386
Adoption Test - Account 6,ACCOUNTLEVEL,-19,57,43,170,33,199,39,259,6366,4013
Adoption Test - Account 7,ACCOUNTLEVEL,-19,70,32,199,17,188,24,483,5615,5872
Adoption Test - Account 8,ACCOUNTLEVEL,-19,71,15,89,58,230,46,179,4762,6094
Adoption Test - Account 9,ACCOUNTLEVEL,-19,13,38,161,23,135,30,381,6834,9052
Adoption Test - Account 10,ACCOUNTLEVEL,-19,5,14,150,38,245,34,110,205,7154
Adoption Test - Account 11,ACCOUNTLEVEL,-19,35,11,111,25,112,16,791,5571,1028
Adoption Test - Account 12,ACCOUNTLEVEL,-19,53,48,126,142,241,2,729,6215,12528
Adoption Test - Account 13,ACCOUNTLEVEL,-19,63,31,162,33,107,25,882,3246,1920
Adoption Test - Account 14,ACCOUNTLEVEL,-19,36,50,82,50,148,31,474,4452,15254
Adoption Test - Account 15,ACCOUNTLEVEL,-19,71,18,118,15,206,28,86,5768,18747
Adoption Test - Account 16,ACCOUNTLEVEL,-19,5,13,127,99,128,34,864,4440,6911
Adoption Test - Account 17,ACCOUNTLEVEL,-19,76,37,154,136,189,40,431,4561,5727
Adoption Test - Account 18,ACCOUNTLEVEL,-19,21,35,74,26,197,36,510,4989,12449
Adoption Test - Account 19,ACCOUNTLEVEL,-19,62,39,59,132,131,27,341,3100,10044
Adoption Test - Account 20,ACCOUNTLEVEL,-19,4,33,72,16,141,3,821,8118,19891
Adoption Test - Account 21,ACCOUNTLEVEL,-19,78,46,176,44,111,59,987,5935,13446
Adoption Test - Account 22,ACCOUNTLEVEL,-19,34,22,57,79,160,18,908,2752,8309
Adoption Test - Account 23,ACCOUNTLEVEL,-19,54,14,200,29,157,11,739,9025,13986
Adoption Test - Account 24,ACCOUNTLEVEL,-19,64,46,55,58,196,15,432,8830,14208
Adoption Test - Account 25,ACCOUNTLEVEL,-19,89,33,121,109,143,25,800,1780,11992
Adoption Test - Account 26,ACCOUNTLEVEL,-19,44,50,70,91,247,42,882,1180,6359
Adoption Test - Account 27,ACCOUNTLEVEL,-19,78,27,192,75,242,37,205,6855,8053
Adoption Test - Account 28,ACCOUNTLEVEL,-19,84,21,155,115,207,33,72,1079,12860
Adoption Test - Account 29,ACCOUNTLEVEL,-19,10,20,88,78,234,37,912,2402,2722
Adoption Test - Account 30,ACCOUNTLEVEL,-19,43,40,195,4,122,3,452,4666,18364
Adoption Test - Account 31,ACCOUNTLEVEL,-19,25,19,51,102,104,60,628,8368,18589
Adoption Test - Account 32,ACCOUNTLEVEL,-19,43,40,135,64,206,52,904,7354,14625
Adoption Test - Account 33,ACCOUNTLEVEL,-19,77,15,150,96,184,24,42,6606,13826
Adoption Test - Account 34,ACCOUNTLEVEL,-19,83,47,122,111,139,38,244,6490,10499
Adoption Test - Account 35,ACCOUNTLEVEL,-19,13,29,146,102,104,30,476,7774,17151
Adoption Test - Account 36,ACCOUNTLEVEL,-19,3,26,144,64,107,6,319,5526,7685
Adoption Test - Account 37,ACCOUNTLEVEL,-19,65,21,195,3,126,27,352,2214,19248
Adoption Test - Account 38,ACCOUNTLEVEL,-19,86,31,195,35,240,38,277,3782,3723
Adoption Test - Account 39,ACCOUNTLEVEL,-19,32,27,154,140,130,39,961,8911,18984
Adoption Test - Account 40,ACCOUNTLEVEL,-19,83,24,78,138,207,1,898,6050,8685
Adoption Test - Account 41,ACCOUNTLEVEL,-19,78,31,135,74,135,42,698,7789,12255
Adoption Test - Account 42,ACCOUNTLEVEL,-19,52,43,111,10,202,34,706,8864,1982
Adoption Test - Account 43,ACCOUNTLEVEL,-19,78,11,189,126,122,22,774,4611,14687
Adoption Test - Account 44,ACCOUNTLEVEL,-19,40,29,180,13,153,31,675,8698,16148
Adoption Test - Account 45,ACCOUNTLEVEL,-19,75,19,150,124,164,10,162,8,9612
Adoption Test - Account 46,ACCOUNTLEVEL,-19,9,41,118,8,221,40,855,3002,16311
Adoption Test - Account 47,ACCOUNTLEVEL,-19,78,40,118,4,248,9,457,3513,15603
Adoption Test - Account 48,ACCOUNTLEVEL,-19,64,30,177,86,228,15,228,7216,4064
Adoption Test - Account 49,ACCOUNTLEVEL,-19,11,25,166,149,113,59,195,9600,5550
Adoption Test - Account 50,ACCOUNTLEVEL,-19,65,40,162,69,215,57,585,3480,2291
Adoption Test - Account 51,ACCOUNTLEVEL,-19,9,30,70,143,227,28,835,2636,14816
Adoption Test - Account 52,ACCOUNTLEVEL,-19,57,38,174,92,234,9,196,2577,176
Adoption Test - Account 53,ACCOUNTLEVEL,-19,7,20,86,53,191,38,795,9824,11997
Adoption Test - Account 54,ACCOUNTLEVEL,-19,39,17,73,146,196,5,241,7389,14304
Adoption Test - Account 55,ACCOUNTLEVEL,-19,28,24,177,79,125,28,22,2706,2354
Adoption Test - Account 56,ACCOUNTLEVEL,-19,5,31,121,34,241,49,994,907,1744
Adoption Test - Account 57,ACCOUNTLEVEL,-19,53,19,114,40,109,24,933,7772,12594
Adoption Test - Account 58,ACCOUNTLEVEL,-19,17,25,141,80,211,34,19,5325,11835
Adoption Test - Account 59,ACCOUNTLEVEL,-19,39,25,72,147,156,2,946,5275,9510
Adoption Test - Account 60,ACCOUNTLEVEL,-19,76,24,103,135,234,10,237,4008,1463
Adoption Test - Account 61,ACCOUNTLEVEL,-19,17,27,178,27,118,7,324,9357,15708
Adoption Test - Account 62,ACCOUNTLEVEL,-19,93,43,108,7,108,13,372,5399,12855
Adoption Test - Account 63,ACCOUNTLEVEL,-19,4,27,96,64,181,22,304,7779,8432
Adoption Test - Account 64,ACCOUNTLEVEL,-19,88,39,134,129,202,47,332,3268,19487
Adoption Test - Account 65,ACCOUNTLEVEL,-19,16,37,74,115,205,20,676,6222,15295
Adoption Test - Account 66,ACCOUNTLEVEL,-19,70,19,96,64,239,25,778,4300,9998
Adoption Test - Account 67,ACCOUNTLEVEL,-19,86,32,157,36,168,59,223,3892,15444
Adoption Test - Account 68,ACCOUNTLEVEL,-19,48,38,136,20,244,13,361,1229,19317
Adoption Test - Account 69,ACCOUNTLEVEL,-19,42,33,73,10,210,27,629,8976,4829
Adoption Test - Account 70,ACCOUNTLEVEL,-19,100,27,195,107,131,46,330,8517,2424
Adoption Test - Account 71,ACCOUNTLEVEL,-19,15,29,77,23,186,37,266,8892,10115
Adoption Test - Account 72,ACCOUNTLEVEL,-19,82,19,174,125,223,7,715,4896,6425
Adoption Test - Account 73,ACCOUNTLEVEL,-19,25,21,138,105,104,21,652,2919,7372
Adoption Test - Account 74,ACCOUNTLEVEL,-19,63,15,175,38,135,4,196,4209,414
Adoption Test - Account 75,ACCOUNTLEVEL,-19,12,48,200,81,150,4,668,3655,8878
Adoption Test - Account 76,ACCOUNTLEVEL,-19,53,43,105,145,139,33,895,369,11978
Adoption Test - Account 77,ACCOUNTLEVEL,-19,44,47,161,42,228,36,629,7582,7112
Adoption Test - Account 78,ACCOUNTLEVEL,-19,99,27,166,17,100,11,662,4255,1108
Adoption Test - Account 79,ACCOUNTLEVEL,-19,48,18,191,24,130,55,450,5366,3834
Adoption Test - Account 80,ACCOUNTLEVEL,-19,76,13,105,61,235,52,549,0,7307
Adoption Test - Account 81,ACCOUNTLEVEL,-19,19,26,99,7,134,18,672,5012,4783
Adoption Test - Account 82,ACCOUNTLEVEL,-19,96,44,175,38,107,4,477,2812,5961
Adoption Test - Account 83,ACCOUNTLEVEL,-19,76,24,101,129,208,12,565,8288,13927
Adoption Test - Account 84,ACCOUNTLEVEL,-19,76,26,177,135,137,1,399,4168,9678
Adoption Test - Account 85,ACCOUNTLEVEL,-19,54,17,145,74,224,58,313,4639,3947
Adoption Test - Account 86,ACCOUNTLEVEL,-19,90,37,74,19,116,41,118,2289,19236
Adoption Test - Account 87,ACCOUNTLEVEL,-19,27,50,106,66,163,51,716,3476,13684
Adoption Test - Account 88,ACCOUNTLEVEL,-19,50,24,166,93,202,29,735,1553,1506
Adoption Test - Account 89,ACCOUNTLEVEL,-19,53,10,88,145,195,38,601,8308,12339
Adoption Test - Account 90,ACCOUNTLEVEL,-19,74,12,172,101,106,39,257,7171,3697
Adoption Test - Account 91,ACCOUNTLEVEL,-19,16,19,150,21,181,2,276,8052,16766
Adoption Test - Account 92,ACCOUNTLEVEL,-19,29,31,130,126,145,18,597,1753,9532
Adoption Test - Account 93,ACCOUNTLEVEL,-19,62,36,113,122,183,1,61,7698,2721
Adoption Test - Account 94,ACCOUNTLEVEL,-19,69,50,107,147,169,5,222,920,19759
Adoption Test - Account 95,ACCOUNTLEVEL,-19,21,27,168,30,130,42,383,7913,11282
Adoption Test - Account 96,ACCOUNTLEVEL,-19,90,31,166,117,185,10,120,1212,11200
Adoption Test - Account 97,ACCOUNTLEVEL,-19,90,32,103,48,129,14,597,2743,6937
Adoption Test - Account 98,ACCOUNTLEVEL,-19,92,40,144,39,112,10,255,105,6589
Adoption Test - Account 99,ACCOUNTLEVEL,-19,26,42,118,5,144,14,511,4760,13635
Adoption Test - Account 100,ACCOUNTLEVEL,-19,10,50,128,15,154,18,839,688,8374
Adoption Test - Account 101,ACCOUNTLEVEL,-19,12,35,131,66,185,3,775,2158,7654
Adoption Test - Account 102,ACCOUNTLEVEL,-19,62,35,173,4,173,35,929,9301,12945
Adoption Test - Account 103,ACCOUNTLEVEL,-19,85,31,149,113,102,54,82,9955,2363
Adoption Test - Account 104,ACCOUNTLEVEL,-19,44,24,168,23,233,54,199,2121,9720
Adoption Test - Account 105,ACCOUNTLEVEL,-19,99,43,116,52,120,10,156,2484,8737
Adoption Test - Account 106,ACCOUNTLEVEL,-19,66,24,105,141,225,30,23,6886,15939
Adoption Test - Account 107,ACCOUNTLEVEL,-19,68,17,63,67,156,54,522,615,8240
Adoption Test - Account 108,ACCOUNTLEVEL,-19,30,21,123,12,189,31,62,7982,1167
Adoption Test - Account 109,ACCOUNTLEVEL,-19,87,47,112,63,190,60,99,4001,16405
Adoption Test - Account 110,ACCOUNTLEVEL,-19,79,11,158,43,169,36,876,7207,17120
Adoption Test - Account 111,ACCOUNTLEVEL,-19,61,41,168,90,124,16,766,1672,18425
Adoption Test - Account 112,ACCOUNTLEVEL,-19,51,39,164,13,220,43,985,2022,8609
Adoption Test - Account 113,ACCOUNTLEVEL,-19,27,36,54,36,150,9,711,4654,10472
Adoption Test - Account 114,ACCOUNTLEVEL,-19,22,12,182,52,203,26,121,1702,10212
Adoption Test - Account 115,ACCOUNTLEVEL,-19,69,19,110,96,130,54,371,6452,13384
Adoption Test - Account 116,ACCOUNTLEVEL,-19,49,46,101,28,199,19,302,5021,7313
Adoption Test - Account 117,ACCOUNTLEVEL,-19,94,14,113,48,221,47,311,9585,8565
Adoption Test - Account 118,ACCOUNTLEVEL,-19,30,14,117,104,236,25,154,4320,12118
Adoption Test - Account 1,ACCOUNTLEVEL,-18,84,45,160,53,189,30,698,2029,18033
Adoption Test - Account 2,ACCOUNTLEVEL,-18,48,13,96,39,111,40,458,3818,16467
Adoption Test - Account 3,ACCOUNTLEVEL,-18,72,31,192,20,237,6,307,909,2976
Adoption Test - Account 4,ACCOUNTLEVEL,-18,18,37,91,115,165,45,372,5336,12419
Adoption Test - Account 5,ACCOUNTLEVEL,-18,28,42,169,85,157,37,204,8103,5713
Adoption Test - Account 6,ACCOUNTLEVEL,-18,68,21,59,63,190,31,718,8500,9770
Adoption Test - Account 7,ACCOUNTLEVEL,-18,79,12,119,130,233,26,692,5006,6499
Adoption Test - Account 8,ACCOUNTLEVEL,-18,40,13,107,17,192,29,884,6244,6476
Adoption Test - Account 9,ACCOUNTLEVEL,-18,86,50,140,78,121,51,567,1178,11471
Adoption Test - Account 10,ACCOUNTLEVEL,-18,93,25,53,71,116,25,157,5959,6463
Adoption Test - Account 11,ACCOUNTLEVEL,-18,93,17,171,40,119,19,30,1730,15213
Adoption Test - Account 12,ACCOUNTLEVEL,-18,24,33,57,16,133,14,858,7343,5703
Adoption Test - Account 13,ACCOUNTLEVEL,-18,49,38,176,109,162,36,630,2646,14786
Adoption Test - Account 14,ACCOUNTLEVEL,-18,2,25,68,86,221,6,813,3742,8662
Adoption Test - Account 15,ACCOUNTLEVEL,-18,12,48,180,11,219,12,830,675,5712
Adoption Test - Account 16,ACCOUNTLEVEL,-18,44,50,76,117,246,26,330,6041,15621
Adoption Test - Account 17,ACCOUNTLEVEL,-18,72,44,164,144,188,60,291,8238,17125
Adoption Test - Account 18,ACCOUNTLEVEL,-18,84,41,195,78,233,14,434,8108,3680
Adoption Test - Account 19,ACCOUNTLEVEL,-18,78,36,156,60,172,48,675,4654,16394
Adoption Test - Account 20,ACCOUNTLEVEL,-18,10,36,77,94,163,30,84,1117,4679
Adoption Test - Account 21,ACCOUNTLEVEL,-18,55,49,76,137,212,13,27,6021,14561
Adoption Test - Account 22,ACCOUNTLEVEL,-18,94,31,94,25,158,40,588,1201,13869
Adoption Test - Account 23,ACCOUNTLEVEL,-18,68,12,179,21,208,11,458,6963,2983
Adoption Test - Account 24,ACCOUNTLEVEL,-18,74,46,170,148,162,2,86,3995,18269
Adoption Test - Account 25,ACCOUNTLEVEL,-18,84,43,173,76,248,19,611,930,9145
Adoption Test - Account 26,ACCOUNTLEVEL,-18,32,36,81,63,204,43,71,2416,19406
Adoption Test - Account 27,ACCOUNTLEVEL,-18,50,36,130,39,179,39,248,2078,19160
Adoption Test - Account 28,ACCOUNTLEVEL,-18,85,38,115,68,216,12,918,5752,15679
Adoption Test - Account 29,ACCOUNTLEVEL,-18,39,46,173,30,198,15,973,7918,16558
Adoption Test - Account 30,ACCOUNTLEVEL,-18,50,50,58,41,194,56,225,766,7442
Adoption Test - Account 31,ACCOUNTLEVEL,-18,52,24,111,126,155,15,708,7073,1122
Adoption Test - Account 32,ACCOUNTLEVEL,-18,77,27,175,42,118,32,161,5702,771
Adoption Test - Account 33,ACCOUNTLEVEL,-18,26,23,82,51,163,34,660,3065,1625
Adoption Test - Account 34,ACCOUNTLEVEL,-18,24,10,192,97,138,8,239,4018,11601
Adoption Test - Account 35,ACCOUNTLEVEL,-18,5,12,122,39,139,14,110,3540,4260
Adoption Test - Account 36,ACCOUNTLEVEL,-18,97,27,178,139,150,29,390,3351,9185
Adoption Test - Account 37,ACCOUNTLEVEL,-18,56,16,55,124,149,30,348,3791,15440
Adoption Test - Account 38,ACCOUNTLEVEL,-18,39,35,131,65,200,14,348,2704,4290
Adoption Test - Account 39,ACCOUNTLEVEL,-18,37,46,155,41,187,5,397,4851,3159
Adoption Test - Account 40,ACCOUNTLEVEL,-18,58,37,112,59,152,31,307,7487,4050
Adoption Test - Account 41,ACCOUNTLEVEL,-18,6,23,138,28,124,36,512,5209,8820
Adoption Test - Account 42,ACCOUNTLEVEL,-18,47,37,72,56,168,36,86,2693,673
Adoption Test - Account 43,ACCOUNTLEVEL,-18,31,26,163,114,201,53,283,3710,2872
Adoption Test - Account 44,ACCOUNTLEVEL,-18,26,28,173,28,104,35,956,3565,859
Adoption Test - Account 45,ACCOUNTLEVEL,-18,28,39,173,70,216,34,947,3274,12188
Adoption Test - Account 46,ACCOUNTLEVEL,-18,25,17,96,72,113,23,790,5546,6067
Adoption Test - Account 47,ACCOUNTLEVEL,-18,24,31,151,67,152,42,114,4221,2007
Adoption Test - Account 48,ACCOUNTLEVEL,-18,49,39,115,115,128,53,434,7275,7561
Adoption Test - Account 49,ACCOUNTLEVEL,-18,7,38,135,144,176,28,590,5399,18158
Adoption Test - Account 50,ACCOUNTLEVEL,-18,25,11,104,139,173,10,566,8637,876
Adoption Test - Account 51,ACCOUNTLEVEL,-18,21,37,155,107,102,17,699,1643,18068
Adoption Test - Account 52,ACCOUNTLEVEL,-18,87,48,173,142,156,56,69,4582,9977
Adoption Test - Account 53,ACCOUNTLEVEL,-18,58,16,90,5,168,54,690,7448,10799
Adoption Test - Account 54,ACCOUNTLEVEL,-18,43,48,100,48,239,41,717,9340,12527
Adoption Test - Account 55,ACCOUNTLEVEL,-18,71,22,94,72,162,51,286,6802,8607
Adoption Test - Account 56,ACCOUNTLEVEL,-18,30,27,50,36,109,2,573,2534,17593
Adoption Test - Account 57,ACCOUNTLEVEL,-18,97,31,174,133,132,58,295,4964,12012
Adoption Test - Account 58,ACCOUNTLEVEL,-18,7,13,57,41,214,33,277,9938,12266
Adoption Test - Account 59,ACCOUNTLEVEL,-18,14,34,144,42,249,18,860,8295,12046
Adoption Test - Account 60,ACCOUNTLEVEL,-18,0,45,66,48,194,41,496,607,10562
Adoption Test - Account 61,ACCOUNTLEVEL,-18,97,25,131,121,179,13,988,4636,17632
Adoption Test - Account 62,ACCOUNTLEVEL,-18,36,37,125,129,177,42,873,7567,13857
Adoption Test - Account 63,ACCOUNTLEVEL,-18,57,18,160,95,164,14,684,3989,9613
Adoption Test - Account 64,ACCOUNTLEVEL,-18,55,15,193,15,188,1,1000,4758,7964
Adoption Test - Account 65,ACCOUNTLEVEL,-18,82,45,161,59,135,33,147,2597,13061
Adoption Test - Account 66,ACCOUNTLEVEL,-18,33,43,66,134,223,59,785,5010,3293
Adoption Test - Account 67,ACCOUNTLEVEL,-18,21,40,195,83,160,45,695,5059,18463
Adoption Test - Account 68,ACCOUNTLEVEL,-18,18,33,144,57,155,41,93,974,16093
Adoption Test - Account 69,ACCOUNTLEVEL,-18,2,47,181,131,193,25,860,9781,17057
Adoption Test - Account 70,ACCOUNTLEVEL,-18,37,41,122,122,160,27,656,5896,8641
Adoption Test - Account 71,ACCOUNTLEVEL,-18,27,11,89,75,163,3,596,6091,8708
Adoption Test - Account 72,ACCOUNTLEVEL,-18,93,48,139,40,234,26,267,7146,12689
Adoption Test - Account 73,ACCOUNTLEVEL,-18,28,46,51,19,178,34,756,3626,19370
Adoption Test - Account 74,ACCOUNTLEVEL,-18,18,13,88,33,188,5,744,4069,11971
Adoption Test - Account 75,ACCOUNTLEVEL,-18,79,31,178,86,248,23,135,8316,12811
Adoption Test - Account 76,ACCOUNTLEVEL,-18,17,42,176,35,249,40,236,1617,15767
Adoption Test - Account 77,ACCOUNTLEVEL,-18,77,13,84,45,151,29,380,842,19566
Adoption Test - Account 78,ACCOUNTLEVEL,-18,81,16,159,8,165,6,991,4732,12702
Adoption Test - Account 79,ACCOUNTLEVEL,-18,75,12,95,15,111,11,727,5444,1133
Adoption Test - Account 80,ACCOUNTLEVEL,-18,94,48,133,121,164,30,945,473,7070
Adoption Test - Account 81,ACCOUNTLEVEL,-18,99,10,170,54,147,18,394,2241,8864
Adoption Test - Account 82,ACCOUNTLEVEL,-18,36,21,164,29,148,42,112,6947,13552
Adoption Test - Account 83,ACCOUNTLEVEL,-18,14,29,185,34,232,49,232,6640,11332
Adoption Test - Account 84,ACCOUNTLEVEL,-18,33,41,104,10,227,51,969,1469,19600
Adoption Test - Account 85,ACCOUNTLEVEL,-18,73,48,108,20,167,35,72,7223,12538
Adoption Test - Account 86,ACCOUNTLEVEL,-18,18,14,131,83,179,48,477,8526,18556
Adoption Test - Account 87,ACCOUNTLEVEL,-18,31,39,153,47,239,29,812,2894,12145
Adoption Test - Account 88,ACCOUNTLEVEL,-18,29,50,50,124,244,40,682,6656,8631
Adoption Test - Account 89,ACCOUNTLEVEL,-18,97,47,71,96,248,30,374,1299,1798
Adoption Test - Account 90,ACCOUNTLEVEL,-18,9,41,165,135,159,21,358,4783,11286
Adoption Test - Account 91,ACCOUNTLEVEL,-18,87,13,145,5,214,15,869,9943,14145
Adoption Test - Account 92,ACCOUNTLEVEL,-18,58,25,117,66,128,30,253,9971,7336
Adoption Test - Account 93,ACCOUNTLEVEL,-18,64,31,153,59,183,10,565,637,19841
Adoption Test - Account 94,ACCOUNTLEVEL,-18,72,34,118,23,113,16,386,3190,6008
Adoption Test - Account 95,ACCOUNTLEVEL,-18,57,40,94,59,114,17,310,9849,10234
Adoption Test - Account 96,ACCOUNTLEVEL,-18,30,25,74,122,138,32,835,3818,18116
Adoption Test - Account 97,ACCOUNTLEVEL,-18,57,10,66,25,109,42,433,8094,17167
Adoption Test - Account 98,ACCOUNTLEVEL,-18,41,48,162,79,157,18,962,1137,16750
Adoption Test - Account 99,ACCOUNTLEVEL,-18,33,15,83,65,171,2,939,5691,5035
Adoption Test - Account 100,ACCOUNTLEVEL,-18,14,25,54,126,137,59,95,2844,14080
Adoption Test - Account 101,ACCOUNTLEVEL,-18,27,25,180,144,210,49,158,9548,2781
Adoption Test - Account 102,ACCOUNTLEVEL,-18,4,17,70,69,168,36,455,7331,11209
Adoption Test - Account 103,ACCOUNTLEVEL,-18,83,12,64,104,173,25,629,1740,5092
Adoption Test - Account 104,ACCOUNTLEVEL,-18,71,41,136,74,171,4,977,877,4941
Adoption Test - Account 105,ACCOUNTLEVEL,-18,54,18,81,113,117,8,415,417,15614
Adoption Test - Account 106,ACCOUNTLEVEL,-18,29,33,72,130,133,37,931,3165,17191
Adoption Test - Account 107,ACCOUNTLEVEL,-18,94,32,141,108,100,13,10,4270,10966
Adoption Test - Account 108,ACCOUNTLEVEL,-18,38,25,59,122,242,7,657,9084,9711
Adoption Test - Account 109,ACCOUNTLEVEL,-18,19,20,178,116,246,44,824,9658,8755
Adoption Test - Account 110,ACCOUNTLEVEL,-18,56,19,166,127,204,52,207,4316,6213
Adoption Test - Account 111,ACCOUNTLEVEL,-18,58,38,185,112,150,40,407,5416,9469
Adoption Test - Account 112,ACCOUNTLEVEL,-18,21,31,77,122,217,49,575,6463,236
Adoption Test - Account 113,ACCOUNTLEVEL,-18,33,39,190,30,227,30,813,4543,6239
Adoption Test - Account 114,ACCOUNTLEVEL,-18,77,45,93,138,189,55,609,7577,14578
Adoption Test - Account 115,ACCOUNTLEVEL,-18,92,44,78,70,197,23,181,3856,4699
Adoption Test - Account 116,ACCOUNTLEVEL,-18,52,48,123,123,123,4,118,4682,11903
Adoption Test - Account 117,ACCOUNTLEVEL,-18,42,29,108,59,154,56,771,5728,5188
Adoption Test - Account 118,ACCOUNTLEVEL,-18,50,20,136,33,203,7,375,5947,5638
Adoption Test - Account 1,ACCOUNTLEVEL,-17,67,14,70,38,148,43,93,4937,2425
Adoption Test - Account 2,ACCOUNTLEVEL,-17,3,17,114,142,217,8,332,8259,5979
Adoption Test - Account 3,ACCOUNTLEVEL,-17,1,27,118,76,129,2,376,3136,4963
Adoption Test - Account 4,ACCOUNTLEVEL,-17,42,47,84,4,139,50,415,7907,7881
Adoption Test - Account 5,ACCOUNTLEVEL,-17,45,31,126,84,152,29,305,322,8572
