JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 106,USERLEVEL,-7,User 2,2,18,170,101,140,6,93,1591,10505
Adoption Test - Account 107,USERLEVEL,-7,User 2,83,41,155,44,185,60,320,2784,16141
Adoption Test - Account 108,USERLEVEL,-7,User 2,38,15,109,44,221,5,557,1404,14012
Adoption Test - Account 109,USERLEVEL,-7,User 2,17,40,126,120,100,5,856,3673,5922
Adoption Test - Account 110,USERLEVEL,-7,User 2,5,16,123,37,209,58,696,8127,13590
Adoption Test - Account 111,USERLEVEL,-7,User 2,72,43,96,119,212,49,269,210,7419
Adoption Test - Account 112,USERLEVEL,-7,User 2,22,42,117,117,197,15,14,936,5735
Adoption Test - Account 113,USERLEVEL,-7,User 2,24,47,170,111,240,13,599,7249,14279
Adoption Test - Account 114,USERLEVEL,-7,User 2,83,18,65,21,159,18,951,3940,12897
Adoption Test - Account 115,USERLEVEL,-7,User 2,12,11,175,24,165,14,62,2870,9457
Adoption Test - Account 116,USERLEVEL,-7,User 2,11,32,102,68,196,9,337,4803,19494
Adoption Test - Account 117,USERLEVEL,-7,User 2,33,47,150,28,124,9,924,7742,4470
Adoption Test - Account 118,USERLEVEL,-7,User 2,38,47,68,76,146,51,304,8222,8350
Adoption Test - Account 1,USERLEVEL,-6,User 2,33,21,142,126,242,28,897,5200,11133
Adoption Test - Account 2,USERLEVEL,-6,User 2,32,45,71,122,167,20,52,6618,16729
Adoption Test - Account 3,USERLEVEL,-6,User 2,27,41,153,142,129,54,204,7359,8370
Adoption Test - Account 4,USERLEVEL,-6,User 2,100,16,99,24,118,55,475,4709,2533
Adoption Test - Account 5,USERLEVEL,-6,User 2,70,16,55,100,244,1,500,6355,12314
Adoption Test - Account 6,USERLEVEL,-6,User 2,92,24,151,109,174,51,746,2554,5132
Adoption Test - Account 7,USERLEVEL,-6,User 2,15,23,155,147,197,50,950,9415,17143
Adoption Test - Account 8,USERLEVEL,-6,User 2,32,33,123,137,190,14,139,6896,1574
Adoption Test - Account 9,USERLEVEL,-6,User 2,20,24,131,140,227,34,396,592,3722
Adoption Test - Account 10,USERLEVEL,-6,User 2,27,23,80,81,197,44,316,369,12931
Adoption Test - Account 11,USERLEVEL,-6,User 2,10,16,56,50,172,33,375,4651,17699
Adoption Test - Account 12,USERLEVEL,-6,User 2,93,14,121,61,220,53,989,8995,8508
Adoption Test - Account 13,USERLEVEL,-6,User 2,45,23,149,5,168,41,127,6888,17907
Adoption Test - Account 14,USERLEVEL,-6,User 2,31,16,142,149,115,47,48,2156,12683
Adoption Test - Account 15,USERLEVEL,-6,User 2,2,49,193,122,215,37,558,4922,8380
Adoption Test - Account 16,USERLEVEL,-6,User 2,26,24,197,25,201,17,553,6478,1820
Adoption Test - Account 17,USERLEVEL,-6,User 2,50,33,116,30,114,59,572,4061,11164
Adoption Test - Account 18,USERLEVEL,-6,User 2,4,36,133,4,140,45,815,6207,19266
Adoption Test - Account 19,USERLEVEL,-6,User 2,50,17,177,49,240,22,234,7286,4668
Adoption Test - Account 20,USERLEVEL,-6,User 2,12,34,79,147,170,34,743,497,10776
Adoption Test - Account 21,USERLEVEL,-6,User 2,97,30,125,8,242,47,402,7772,6012
Adoption Test - Account 22,USERLEVEL,-6,User 2,25,16,80,29,132,3,417,4395,19557
Adoption Test - Account 23,USERLEVEL,-6,User 2,61,14,92,71,126,6,257,887,7528
Adoption Test - Account 24,USERLEVEL,-6,User 2,85,28,125,82,200,48,222,1431,592
Adoption Test - Account 25,USERLEVEL,-6,User 2,3,25,135,26,162,12,254,1224,15365
Adoption Test - Account 26,USERLEVEL,-6,User 2,41,22,72,34,136,18,254,4688,5160
Adoption Test - Account 27,USERLEVEL,-6,User 2,65,44,99,66,177,54,664,2127,4329
Adoption Test - Account 28,USERLEVEL,-6,User 2,66,23,177,7,182,22,975,6067,4145
Adoption Test - Account 29,USERLEVEL,-6,User 2,56,21,145,63,237,24,403,2543,16034
Adoption Test - Account 30,USERLEVEL,-6,User 2,52,49,164,28,149,53,583,5312,2856
Adoption Test - Account 31,USERLEVEL,-6,User 2,58,11,151,78,169,17,930,8787,10431
Adoption Test - Account 32,USERLEVEL,-6,User 2,98,44,86,0,181,56,33,7708,14979
Adoption Test - Account 33,USERLEVEL,-6,User 2,78,33,96,97,103,25,497,6073,8362
Adoption Test - Account 34,USERLEVEL,-6,User 2,74,20,50,122,175,2,2,7179,16590
Adoption Test - Account 35,USERLEVEL,-6,User 2,67,17,147,60,101,18,693,2059,6841
Adoption Test - Account 36,USERLEVEL,-6,User 2,35,17,194,120,118,22,676,3387,7692
Adoption Test - Account 37,USERLEVEL,-6,User 2,31,38,79,112,105,39,959,2850,3762
Adoption Test - Account 38,USERLEVEL,-6,User 2,89,37,143,145,172,11,359,2712,8411
Adoption Test - Account 39,USERLEVEL,-6,User 2,59,31,102,12,165,5,249,5861,15877
Adoption Test - Account 40,USERLEVEL,-6,User 2,60,35,63,61,129,26,947,7816,142
Adoption Test - Account 41,USERLEVEL,-6,User 2,30,45,73,101,214,55,875,9610,8970
Adoption Test - Account 42,USERLEVEL,-6,User 2,45,40,195,19,225,9,579,540,9980
Adoption Test - Account 43,USERLEVEL,-6,User 2,1,33,140,60,137,32,26,9320,4242
Adoption Test - Account 44,USERLEVEL,-6,User 2,49,41,72,96,140,22,730,9986,12265
Adoption Test - Account 45,USERLEVEL,-6,User 2,85,32,97,79,132,5,897,2934,19665
Adoption Test - Account 46,USERLEVEL,-6,User 2,43,27,94,53,150,51,740,655,5497
Adoption Test - Account 47,USERLEVEL,-6,User 2,25,35,167,117,242,19,150,8043,19233
Adoption Test - Account 48,USERLEVEL,-6,User 2,68,10,146,54,215,24,497,34,10697
Adoption Test - Account 49,USERLEVEL,-6,User 2,56,23,154,138,226,4,522,5981,3835
Adoption Test - Account 50,USERLEVEL,-6,User 2,43,50,86,66,105,29,513,2168,16208
Adoption Test - Account 51,USERLEVEL,-6,User 2,95,31,138,40,210,21,632,7336,17507
Adoption Test - Account 52,USERLEVEL,-6,User 2,60,43,143,75,205,15,78,3856,6735
Adoption Test - Account 53,USERLEVEL,-6,User 2,26,33,173,52,211,11,148,1459,19931
Adoption Test - Account 54,USERLEVEL,-6,User 2,37,49,128,6,245,57,418,2020,15432
Adoption Test - Account 55,USERLEVEL,-6,User 2,8,23,59,91,103,55,205,2993,10264
Adoption Test - Account 56,USERLEVEL,-6,User 2,38,20,192,93,169,20,621,2039,7167
Adoption Test - Account 57,USERLEVEL,-6,User 2,96,46,114,99,194,36,200,4509,2832
Adoption Test - Account 58,USERLEVEL,-6,User 2,27,27,157,78,101,23,382,6447,6886
Adoption Test - Account 59,USERLEVEL,-6,User 2,77,36,131,109,248,55,306,4498,2286
Adoption Test - Account 60,USERLEVEL,-6,User 2,83,13,115,77,237,15,166,751,5427
Adoption Test - Account 61,USERLEVEL,-6,User 2,33,39,173,8,223,27,858,9479,11800
Adoption Test - Account 62,USERLEVEL,-6,User 2,1,16,72,130,136,42,287,2041,6672
Adoption Test - Account 63,USERLEVEL,-6,User 2,34,30,157,51,217,34,363,6328,15759
Adoption Test - Account 64,USERLEVEL,-6,User 2,73,35,148,103,143,42,631,8324,18284
Adoption Test - Account 65,USERLEVEL,-6,User 2,30,37,85,8,159,15,552,5383,19574
Adoption Test - Account 66,USERLEVEL,-6,User 2,97,41,144,43,159,37,173,7303,1793
Adoption Test - Account 67,USERLEVEL,-6,User 2,96,27,105,53,126,53,640,8930,6005
Adoption Test - Account 68,USERLEVEL,-6,User 2,63,22,198,30,198,25,429,9286,4338
Adoption Test - Account 69,USERLEVEL,-6,User 2,12,30,78,30,229,32,37,88,7623
Adoption Test - Account 70,USERLEVEL,-6,User 2,81,46,181,1,171,26,497,6595,7604
Adoption Test - Account 71,USERLEVEL,-6,User 2,88,37,101,108,209,22,850,6777,18784
Adoption Test - Account 72,USERLEVEL,-6,User 2,4,18,98,103,198,11,411,2940,5908
Adoption Test - Account 73,USERLEVEL,-6,User 2,79,43,145,69,160,19,198,9306,13176
Adoption Test - Account 74,USERLEVEL,-6,User 2,61,20,95,35,165,27,767,7122,5689
Adoption Test - Account 75,USERLEVEL,-6,User 2,65,15,133,36,135,7,876,4564,18067
Adoption Test - Account 76,USERLEVEL,-6,User 2,55,27,173,62,125,10,533,5615,16812
Adoption Test - Account 77,USERLEVEL,-6,User 2,9,32,196,109,195,5,378,4658,2192
Adoption Test - Account 78,USERLEVEL,-6,User 2,48,34,169,116,188,40,905,4486,18243
Adoption Test - Account 79,USERLEVEL,-6,User 2,47,37,174,71,181,25,893,8252,3532
Adoption Test - Account 80,USERLEVEL,-6,User 2,96,10,76,101,126,24,855,7005,11875
Adoption Test - Account 81,USERLEVEL,-6,User 2,100,26,91,67,112,50,831,6425,18679
Adoption Test - Account 82,USERLEVEL,-6,User 2,10,36,89,16,132,21,769,7142,16307
Adoption Test - Account 83,USERLEVEL,-6,User 2,38,41,186,85,117,58,804,956,18523
Adoption Test - Account 84,USERLEVEL,-6,User 2,25,50,62,18,182,52,298,4244,18084
Adoption Test - Account 85,USERLEVEL,-6,User 2,96,50,151,110,239,1,918,2022,7849
Adoption Test - Account 86,USERLEVEL,-6,User 2,62,16,115,105,247,7,91,732,9906
Adoption Test - Account 87,USERLEVEL,-6,User 2,79,31,86,100,235,49,186,8172,9528
Adoption Test - Account 88,USERLEVEL,-6,User 2,39,45,101,98,113,12,322,2013,18946
Adoption Test - Account 89,USERLEVEL,-6,User 2,51,34,148,28,179,51,184,6101,7205
Adoption Test - Account 90,USERLEVEL,-6,User 2,23,32,163,51,154,44,78,7930,9355
Adoption Test - Account 91,USERLEVEL,-6,User 2,86,44,133,52,113,18,119,1036,18684
Adoption Test - Account 92,USERLEVEL,-6,User 2,97,10,160,146,234,42,979,4830,10610
Adoption Test - Account 93,USERLEVEL,-6,User 2,40,50,173,77,106,54,615,4285,6531
Adoption Test - Account 94,USERLEVEL,-6,User 2,15,24,191,131,233,14,874,8832,134
Adoption Test - Account 95,USERLEVEL,-6,User 2,26,40,183,30,217,58,337,7817,11931
Adoption Test - Account 96,USERLEVEL,-6,User 2,99,24,92,35,159,19,484,9185,17846
Adoption Test - Account 97,USERLEVEL,-6,User 2,61,29,171,12,213,56,229,6672,18231
Adoption Test - Account 98,USERLEVEL,-6,User 2,96,48,125,105,243,2,70,5132,7153
Adoption Test - Account 99,USERLEVEL,-6,User 2,5,38,98,66,101,59,585,2745,5003
Adoption Test - Account 100,USERLEVEL,-6,User 2,22,33,137,52,247,56,140,1803,9750
Adoption Test - Account 101,USERLEVEL,-6,User 2,85,46,180,77,238,44,406,4946,5349
Adoption Test - Account 102,USERLEVEL,-6,User 2,16,41,199,94,211,18,274,4239,11412
Adoption Test - Account 103,USERLEVEL,-6,User 2,18,40,96,121,219,36,817,7223,16387
Adoption Test - Account 104,USERLEVEL,-6,User 2,47,29,83,22,136,15,132,5890,2717
Adoption Test - Account 105,USERLEVEL,-6,User 2,62,36,97,60,187,53,378,174,12131
Adoption Test - Account 106,USERLEVEL,-6,User 2,6,50,150,56,221,51,194,8643,11716
Adoption Test - Account 107,USERLEVEL,-6,User 2,29,36,74,88,198,41,441,1547,13229
Adoption Test - Account 108,USERLEVEL,-6,User 2,32,33,137,57,219,37,282,7916,19907
Adoption Test - Account 109,USERLEVEL,-6,User 2,68,27,124,15,155,29,327,455,6782
Adoption Test - Account 110,USERLEVEL,-6,User 2,87,34,107,83,186,17,411,1336,5707
Adoption Test - Account 111,USERLEVEL,-6,User 2,61,15,164,9,218,33,912,3936,15269
Adoption Test - Account 112,USERLEVEL,-6,User 2,80,39,117,13,195,46,868,5237,8865
Adoption Test - Account 113,USERLEVEL,-6,User 2,89,35,55,48,227,1,535,6834,1690
Adoption Test - Account 114,USERLEVEL,-6,User 2,13,24,71,101,205,48,28,619,13943
Adoption Test - Account 115,USERLEVEL,-6,User 2,15,23,195,137,137,40,731,7288,8309
Adoption Test - Account 116,USERLEVEL,-6,User 2,4,36,144,68,240,51,74,3820,2841
Adoption Test - Account 117,USERLEVEL,-6,User 2,11,49,151,3,122,8,860,9451,1587
Adoption Test - Account 118,USERLEVEL,-6,User 2,18,13,131,134,197,26,923,4273,16392
Adoption Test - Account 1,USERLEVEL,-5,User 2,12,22,184,41,175,37,639,1791,18913
Adoption Test - Account 2,USERLEVEL,-5,User 2,9,31,155,61,150,59,678,7007,13220
Adoption Test - Account 3,USERLEVEL,-5,User 2,22,41,85,143,227,53,536,6680,10667
Adoption Test - Account 4,USERLEVEL,-5,User 2,55,12,152,144,198,13,647,178,11488
Adoption Test - Account 5,USERLEVEL,-5,User 2,60,37,89,117,183,26,944,1659,17816
Adoption Test - Account 6,USERLEVEL,-5,User 2,6,46,112,31,181,21,627,831,11677
Adoption Test - Account 7,USERLEVEL,-5,User 2,11,22,93,26,110,16,49,3704,15250
Adoption Test - Account 8,USERLEVEL,-5,User 2,80,11,171,93,223,5,941,777,9143
Adoption Test - Account 9,USERLEVEL,-5,User 2,22,12,171,101,133,16,745,4944,9519
Adoption Test - Account 10,USERLEVEL,-5,User 2,58,33,159,80,245,43,585,3196,16139
Adoption Test - Account 11,USERLEVEL,-5,User 2,5,34,98,77,189,44,212,2358,13074
Adoption Test - Account 12,USERLEVEL,-5,User 2,80,41,152,88,169,23,624,6805,14120
Adoption Test - Account 13,USERLEVEL,-5,User 2,67,19,173,60,201,5,977,9184,11294
Adoption Test - Account 14,USERLEVEL,-5,User 2,8,37,148,134,116,16,253,6688,16688
Adoption Test - Account 15,USERLEVEL,-5,User 2,11,35,124,134,248,32,368,2775,5647
Adoption Test - Account 16,USERLEVEL,-5,User 2,84,18,133,145,235,60,765,9117,19258
Adoption Test - Account 17,USERLEVEL,-5,User 2,94,33,142,49,134,16,532,4800,15786
Adoption Test - Account 18,USERLEVEL,-5,User 2,67,17,148,0,162,11,116,4140,7183
Adoption Test - Account 19,USERLEVEL,-5,User 2,58,10,187,35,159,39,694,173,10826
Adoption Test - Account 20,USERLEVEL,-5,User 2,37,24,87,58,112,52,177,6067,13714
Adoption Test - Account 21,USERLEVEL,-5,User 2,32,29,120,96,165,44,618,3679,3877
Adoption Test - Account 22,USERLEVEL,-5,User 2,17,32,70,8,158,55,517,5339,9666
Adoption Test - Account 23,USERLEVEL,-5,User 2,71,21,198,110,230,42,349,6999,12467
Adoption Test - Account 24,USERLEVEL,-5,User 2,2,48,134,71,207,25,645,9611,13788
Adoption Test - Account 25,USERLEVEL,-5,User 2,75,15,91,83,108,43,114,3537,1589
Adoption Test - Account 26,USERLEVEL,-5,User 2,30,16,51,147,215,32,571,5835,7382
Adoption Test - Account 27,USERLEVEL,-5,User 2,51,43,184,66,218,18,168,1332,10180
Adoption Test - Account 28,USERLEVEL,-5,User 2,39,49,142,114,183,26,403,8328,9349
Adoption Test - Account 29,USERLEVEL,-5,User 2,15,46,139,133,167,15,489,7667,7920
Adoption Test - Account 30,USERLEVEL,-5,User 2,81,19,184,149,243,19,408,3834,4566
Adoption Test - Account 31,USERLEVEL,-5,User 2,26,16,194,110,195,14,789,5414,11874
Adoption Test - Account 32,USERLEVEL,-5,User 2,29,20,89,93,173,15,49,4159,13255
Adoption Test - Account 33,USERLEVEL,-5,User 2,27,40,119,143,190,7,627,8982,17307
Adoption Test - Account 34,USERLEVEL,-5,User 2,2,10,154,103,154,6,953,6691,16859
Adoption Test - Account 35,USERLEVEL,-5,User 2,75,49,199,11,241,28,502,928,13379
Adoption Test - Account 36,USERLEVEL,-5,User 2,2,10,86,143,113,27,963,1259,9056
Adoption Test - Account 37,USERLEVEL,-5,User 2,45,11,59,100,240,37,128,9080,7114
Adoption Test - Account 38,USERLEVEL,-5,User 2,6,46,55,147,184,57,800,1657,6643
Adoption Test - Account 39,USERLEVEL,-5,User 2,26,31,60,78,215,57,651,3946,662
Adoption Test - Account 40,USERLEVEL,-5,User 2,15,41,125,126,118,43,737,8546,926
Adoption Test - Account 41,USERLEVEL,-5,User 2,100,26,142,43,143,25,53,4073,19424
Adoption Test - Account 42,USERLEVEL,-5,User 2,51,44,78,118,105,35,586,7997,11401
Adoption Test - Account 43,USERLEVEL,-5,User 2,74,48,140,137,187,15,922,2848,6562
Adoption Test - Account 44,USERLEVEL,-5,User 2,58,23,162,106,136,2,560,1369,13335
Adoption Test - Account 45,USERLEVEL,-5,User 2,95,20,138,136,196,51,536,4089,18897
Adoption Test - Account 46,USERLEVEL,-5,User 2,95,50,155,81,182,10,881,9434,17062
Adoption Test - Account 47,USERLEVEL,-5,User 2,93,31,169,115,243,1,788,8631,7052
Adoption Test - Account 48,USERLEVEL,-5,User 2,58,18,149,100,118,16,182,2341,15688
Adoption Test - Account 49,USERLEVEL,-5,User 2,29,19,180,54,196,56,605,4548,8691
Adoption Test - Account 50,USERLEVEL,-5,User 2,22,32,187,84,101,7,894,7652,8146
Adoption Test - Account 51,USERLEVEL,-5,User 2,77,15,182,10,197,25,288,2035,11291
Adoption Test - Account 52,USERLEVEL,-5,User 2,98,27,177,52,250,35,188,9310,19485
Adoption Test - Account 53,USERLEVEL,-5,User 2,72,16,112,120,120,55,834,5306,19610
Adoption Test - Account 54,USERLEVEL,-5,User 2,98,17,193,79,230,43,11,6592,17392
Adoption Test - Account 55,USERLEVEL,-5,User 2,81,41,145,98,203,54,285,1174,17618
Adoption Test - Account 56,USERLEVEL,-5,User 2,35,44,133,84,184,58,222,4418,9989
Adoption Test - Account 57,USERLEVEL,-5,User 2,86,17,98,2,108,2,469,4823,14312
Adoption Test - Account 58,USERLEVEL,-5,User 2,87,22,182,31,168,17,841,2116,1666
Adoption Test - Account 59,USERLEVEL,-5,User 2,35,43,92,77,156,29,26,3858,18058
Adoption Test - Account 60,USERLEVEL,-5,User 2,97,12,75,25,164,52,929,9551,15404
Adoption Test - Account 61,USERLEVEL,-5,User 2,56,31,56,41,146,48,192,2399,17468
Adoption Test - Account 62,USERLEVEL,-5,User 2,44,21,53,53,142,51,796,6224,4186
Adoption Test - Account 63,USERLEVEL,-5,User 2,17,43,120,2,143,52,365,7788,3558
Adoption Test - Account 64,USERLEVEL,-5,User 2,51,31,164,19,166,8,210,9820,17719
Adoption Test - Account 65,USERLEVEL,-5,User 2,61,40,75,50,115,6,289,4435,11209
Adoption Test - Account 66,USERLEVEL,-5,User 2,100,33,112,7,226,13,299,184,16318
Adoption Test - Account 67,USERLEVEL,-5,User 2,89,25,159,119,151,39,593,8020,6022
Adoption Test - Account 68,USERLEVEL,-5,User 2,98,45,80,100,206,6,204,4841,11032
Adoption Test - Account 69,USERLEVEL,-5,User 2,10,10,108,13,147,31,693,1201,10182
Adoption Test - Account 70,USERLEVEL,-5,User 2,22,38,103,130,128,35,548,3277,9709
Adoption Test - Account 71,USERLEVEL,-5,User 2,66,16,177,8,214,14,795,1154,10971
Adoption Test - Account 72,USERLEVEL,-5,User 2,47,49,132,106,187,11,705,2890,15332
Adoption Test - Account 73,USERLEVEL,-5,User 2,100,35,64,92,101,3,833,2813,8842
Adoption Test - Account 74,USERLEVEL,-5,User 2,69,40,88,71,234,51,332,957,18080
Adoption Test - Account 75,USERLEVEL,-5,User 2,35,34,124,61,192,58,889,8959,3992
Adoption Test - Account 76,USERLEVEL,-5,User 2,20,28,175,61,102,54,827,4281,2460
Adoption Test - Account 77,USERLEVEL,-5,User 2,3,46,130,13,173,48,372,1377,19261
Adoption Test - Account 78,USERLEVEL,-5,User 2,49,26,93,67,128,40,395,8542,14542
Adoption Test - Account 79,USERLEVEL,-5,User 2,77,50,182,72,160,46,202,4176,10795
Adoption Test - Account 80,USERLEVEL,-5,User 2,69,17,91,19,108,54,491,5591,9931
Adoption Test - Account 81,USERLEVEL,-5,User 2,51,28,65,99,140,46,267,2102,10616
Adoption Test - Account 82,USERLEVEL,-5,User 2,48,37,108,17,186,28,335,8565,605
Adoption Test - Account 83,USERLEVEL,-5,User 2,5,21,52,100,221,31,475,5927,12789
Adoption Test - Account 84,USERLEVEL,-5,User 2,34,34,194,28,242,49,601,897,1156
Adoption Test - Account 85,USERLEVEL,-5,User 2,7,28,152,25,117,32,509,8981,8821
Adoption Test - Account 86,USERLEVEL,-5,User 2,67,14,107,99,232,16,352,4749,8320
Adoption Test - Account 87,USERLEVEL,-5,User 2,50,32,77,146,172,36,407,7404,17823
Adoption Test - Account 88,USERLEVEL,-5,User 2,39,36,138,95,171,13,617,838,19489
Adoption Test - Account 89,USERLEVEL,-5,User 2,5,42,84,29,199,44,7,5941,10172
Adoption Test - Account 90,USERLEVEL,-5,User 2,46,11,58,89,106,59,401,8571,2013
Adoption Test - Account 91,USERLEVEL,-5,User 2,36,48,186,142,156,20,45,1677,17473
Adoption Test - Account 92,USERLEVEL,-5,User 2,98,19,59,74,158,59,860,225,11414
Adoption Test - Account 93,USERLEVEL,-5,User 2,84,27,96,74,222,37,777,4777,6293
Adoption Test - Account 94,USERLEVEL,-5,User 2,66,12,121,20,167,36,621,5675,19978
Adoption Test - Account 95,USERLEVEL,-5,User 2,16,28,73,77,225,5,468,4317,4630
Adoption Test - Account 96,USERLEVEL,-5,User 2,18,13,200,47,124,32,562,8527,2634
Adoption Test - Account 97,USERLEVEL,-5,User 2,36,40,70,45,230,6,894,5847,6191
Adoption Test - Account 98,USERLEVEL,-5,User 2,12,18,114,107,136,60,391,2829,10611
Adoption Test - Account 99,USERLEVEL,-5,User 2,15,47,92,64,111,42,665,9965,9557
Adoption Test - Account 100,USERLEVEL,-5,User 2,30,37,169,9,153,56,814,3355,10431
Adoption Test - Account 101,USERLEVEL,-5,User 2,8,37,97,25,212,3,133,9868,7138
Adoption Test - Account 102,USERLEVEL,-5,User 2,40,33,55,146,130,47,667,2580,13196
Adoption Test - Account 103,USERLEVEL,-5,User 2,46,34,158,12,222,22,337,8516,2236
Adoption Test - Account 104,USERLEVEL,-5,User 2,7,48,56,47,247,18,870,329,2292
Adoption Test - Account 105,USERLEVEL,-5,User 2,13,20,177,131,128,28,349,3284,13386
Adoption Test - Account 106,USERLEVEL,-5,User 2,5,48,165,0,140,24,232,9834,19281
Adoption Test - Account 107,USERLEVEL,-5,User 2,80,30,166,147,105,6,828,9651,15908
Adoption Test - Account 108,USERLEVEL,-5,User 2,42,20,133,110,151,42,268,9691,19946
Adoption Test - Account 109,USERLEVEL,-5,User 2,57,32,189,49,198,15,569,8439,8272
Adoption Test - Account 110,USERLEVEL,-5,User 2,87,10,105,13,132,15,10,3587,5269
Adoption Test - Account 111,USERLEVEL,-5,User 2,80,30,166,124,110,21,134,1442,16382
Adoption Test - Account 112,USERLEVEL,-5,User 2,8,48,196,62,104,40,171,9947,16525
Adoption Test - Account 113,USERLEVEL,-5,User 2,28,35,181,23,230,17,821,1559,12704
Adoption Test - Account 114,USERLEVEL,-5,User 2,83,13,179,125,158,12,165,4821,3271
Adoption Test - Account 115,USERLEVEL,-5,User 2,68,14,132,10,194,36,491,5114,1151
Adoption Test - Account 116,USERLEVEL,-5,User 2,35,27,76,24,123,53,261,9846,19717
Adoption Test - Account 117,USERLEVEL,-5,User 2,99,24,188,77,164,3,935,6296,4226
Adoption Test - Account 118,USERLEVEL,-5,User 2,77,50,189,125,245,38,847,2917,6669
Adoption Test - Account 1,USERLEVEL,-4,User 2,68,11,138,106,140,3,694,2973,10453
Adoption Test - Account 2,USERLEVEL,-4,User 2,57,17,166,148,215,17,484,9760,15022
Adoption Test - Account 3,USERLEVEL,-4,User 2,57,42,88,75,212,60,335,6441,5696
Adoption Test - Account 4,USERLEVEL,-4,User 2,58,23,162,60,194,20,756,5191,8401
Adoption Test - Account 5,USERLEVEL,-4,User 2,73,46,168,3,130,23,359,1689,7913
Adoption Test - Account 6,USERLEVEL,-4,User 2,24,26,50,102,233,55,19,9477,17075
Adoption Test - Account 7,USERLEVEL,-4,User 2,50,41,112,12,232,36,481,5690,10137
Adoption Test - Account 8,USERLEVEL,-4,User 2,55,15,72,53,111,28,231,1553,9486
Adoption Test - Account 9,USERLEVEL,-4,User 2,29,30,104,135,202,35,807,8661,16336
Adoption Test - Account 10,USERLEVEL,-4,User 2,58,18,94,33,181,21,388,6210,19334
Adoption Test - Account 11,USERLEVEL,-4,User 2,65,49,72,149,136,38,504,7296,11719
Adoption Test - Account 12,USERLEVEL,-4,User 2,49,20,120,46,132,51,7,3071,360
Adoption Test - Account 13,USERLEVEL,-4,User 2,68,35,180,66,242,18,38,7905,18824
Adoption Test - Account 14,USERLEVEL,-4,User 2,100,42,199,37,213,32,185,306,9421
Adoption Test - Account 15,USERLEVEL,-4,User 2,93,27,173,70,139,7,812,1442,16352
Adoption Test - Account 16,USERLEVEL,-4,User 2,83,23,184,75,137,40,584,9889,14642
Adoption Test - Account 17,USERLEVEL,-4,User 2,65,11,75,117,232,7,638,7961,1387
Adoption Test - Account 18,USERLEVEL,-4,User 2,100,15,114,97,185,48,959,2395,5076
Adoption Test - Account 19,USERLEVEL,-4,User 2,100,38,157,64,206,56,837,7432,11566
Adoption Test - Account 20,USERLEVEL,-4,User 2,68,48,181,33,211,56,396,791,16525
Adoption Test - Account 21,USERLEVEL,-4,User 2,26,19,52,89,207,10,298,8617,13903
Adoption Test - Account 22,USERLEVEL,-4,User 2,91,34,185,108,216,36,461,6890,5257
Adoption Test - Account 23,USERLEVEL,-4,User 2,34,25,144,28,100,14,650,1277,19206
Adoption Test - Account 24,USERLEVEL,-4,User 2,41,27,179,101,152,33,545,5126,17731
Adoption Test - Account 25,USERLEVEL,-4,User 2,49,45,108,36,121,17,712,7356,7773
Adoption Test - Account 26,USERLEVEL,-4,User 2,57,30,167,140,247,48,690,8881,2583
Adoption Test - Account 27,USERLEVEL,-4,User 2,68,42,136,91,189,50,454,9275,18332
Adoption Test - Account 28,USERLEVEL,-4,User 2,21,18,51,26,106,9,44,4006,8907
Adoption Test - Account 29,USERLEVEL,-4,User 2,20,21,141,53,146,21,60,659,2128
Adoption Test - Account 30,USERLEVEL,-4,User 2,92,21,58,107,209,59,77,7463,11527
Adoption Test - Account 31,USERLEVEL,-4,User 2,52,17,181,62,110,55,326,3136,19981
Adoption Test - Account 32,USERLEVEL,-4,User 2,72,22,174,111,201,41,589,5775,5449
Adoption Test - Account 33,USERLEVEL,-4,User 2,81,10,157,76,229,17,507,8895,11384
Adoption Test - Account 34,USERLEVEL,-4,User 2,7,40,152,141,225,40,495,6817,17220
Adoption Test - Account 35,USERLEVEL,-4,User 2,35,43,122,115,202,22,554,2328,6265
Adoption Test - Account 36,USERLEVEL,-4,User 2,77,43,186,69,249,25,117,4097,18011
Adoption Test - Account 37,USERLEVEL,-4,User 2,49,42,117,24,171,7,732,2544,18934
Adoption Test - Account 38,USERLEVEL,-4,User 2,71,44,69,109,183,36,325,1069,9715
Adoption Test - Account 39,USERLEVEL,-4,User 2,83,39,124,103,108,52,126,3113,3601
Adoption Test - Account 40,USERLEVEL,-4,User 2,81,24,160,105,110,19,355,1675,9061
Adoption Test - Account 41,USERLEVEL,-4,User 2,74,45,91,47,145,36,322,1689,13414
Adoption Test - Account 42,USERLEVEL,-4,User 2,60,43,171,57,138,24,755,1599,16798
Adoption Test - Account 43,USERLEVEL,-4,User 2,89,21,183,38,208,41,150,5781,5872
Adoption Test - Account 44,USERLEVEL,-4,User 2,26,41,143,92,141,47,313,6348,9953
Adoption Test - Account 45,USERLEVEL,-4,User 2,21,25,170,92,222,18,787,948,357
Adoption Test - Account 46,USERLEVEL,-4,User 2,23,50,96,29,173,10,856,1689,2485
