TransHeader_ExternalId__c,JBCXM__ACCOUNT__R.Data_ExternalId__c,JBCXM__ORDERTYPE__r.JBCXM__SystemName__c,JBCXM__CHURNREASON__r.JBCXM__SystemName__c,JBCXM__PARENTTRANSACTION__r.TransHeader_ExternalId__c,JBCXM__RENEWALTRANSACTION__r.TransHeader_ExternalId__c,JBCXM__ASVTOTAL__C,JBCXM__ASV__C,JBCXM__COMMENT__C,JBCXM__FCSTASV__C,JBCXM__FCSTMRR__C,JBCXM__FCSTUSER__C,JBCXM__MRRTOTAL__C,JBCXM__MRR__C,JBCXM__MAIN__C,JBCXM__ONETIMEREVENUE__C,JBCXM__ORIGINALCONTRACT__C,JBCXM__RENEWABLE__C,JBCXM__RENEWALSTATUS__C,JBCXM__DATE__C,JBCXM__FCSTBOOKINGDATE__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__SALESREP__C,JBCXM__TERM_FRACTIONAL__C,JBCXM__TERM__C,JBCXM__USERSTOTAL__C,JBCXM__USERS__C
a0Ni0000000KVa8EAG,001i0000007PEnnAAG,Renewal with Upsell,,,,15000,0,,15000,1250,30,1250,0,TRUE,0,,TRUE,Open,2013-03-26,2013-09-26,2014-03-26,2014-03-25,2013-03-26,,12,0,30,5
a0Ni0000000KVaBEAW,001i0000007PEnuAAG,Renewal with Downsell,,,,45600,0,,45600,3800,38,3800,0,TRUE,0,,TRUE,Open,2013-05-30,2014-05-30,2015-05-30,2015-05-29,2013-05-30,,24,0,35,-3
a0Ni0000000KVaCEAW,001i0000007PEnYAAW,Renewal,,,,68400,0,,68400,5700,38,5700,0,TRUE,0,,TRUE,Open,2013-06-20,2014-06-21,2014-06-21,2014-06-20,2013-06-21,,12,0,38,0
a0Ni0000000KVZjEAO,001i0000007PEmoAAG,Renewal,,,,96000,0,,96000,8000,40,8000,0,TRUE,0,,TRUE,Open,2013-04-17,2014-07-07,2014-07-07,2014-07-06,2013-07-07,,12,0,40,0
a0Ni0000000KVZkEAO,001i0000007PEnCAAW,Renewal with Upsell,,,,26400,2400,,26400,2200,44,2200,200,TRUE,0,,TRUE,Open,2013-08-14,2014-08-14,2014-08-14,2014-08-13,2013-08-14,,12,0,44,4
a0Ni0000000KVZlEAO,001i0000007PEmkAAG,Renewal with Downsell,,,a0Ni0000003dXdWEAU,108000,-12000,,108000,9000,50,9000,-1000,TRUE,0,,TRUE,Closed - Renewed,2012-05-15,2015-05-15,2013-05-15,2013-05-14,2012-05-15,,12,0,50,0
a0Ni0000000KVZmEAO,001i0000007PEmKAAW,Renewal with Downsell,,,a0Ni0000000KVYsEAO,120000,-2400,,120000,10000,34,10000,-200,TRUE,0,,TRUE,Closed - Renewed,2013-04-10,2014-07-10,2014-07-10,2014-07-09,2013-07-10,,12,0,34,0
a0Ni0000000KVaLEAW,001i0000007PEnZAAW,New Business,,,,48000,48000,"New Business closed with the Following Products: ABC, DEF",48000,4000,40,4000,4000,TRUE,5760,,TRUE,Open,2013-11-03,2011-11-03,2014-07-03,2014-07-02,2013-11-03,,8,0,40,40
a0Ni0000000rcLvEAI,001i000000Ji1QyAAJ,New Business,,,a0Ni0000003dXhsEAE,240000,240000,,,,,20000,20000,TRUE,0,,TRUE,Closed - Renewed,2013-07-22,,2013-10-03,2013-10-02,2013-07-22,,2.3984,0,32,32
a0Ni0000000qW3AEAU,001i0000007PEmPAAW,Renewal with Downsell,,,a0Ni0000004cKCjEAM,216000,-24000,,,,,18000,-2000,TRUE,0,,TRUE,Closed - Renewed,2013-06-27,,2013-12-20,2013-12-19,2013-06-27,,5.7838,0,100,-50
a0Ni0000000sT6QEAU,001i000000KvuZEAAZ,New Business,,,a0Ni0000003dXVrEAM,120000,120000,,,,,10000,10000,TRUE,0,,TRUE,Closed - Renewed,2012-08-16,,2013-08-17,2013-08-16,2012-08-16,,12.0249,0,30,30
a0Ni0000000sTwhEAE,001i000000KvzDJAAZ,New Business,,,,84000,84000,,,,,7000,7000,TRUE,0,,TRUE,Open,2011-12-01,,2012-12-02,2012-12-01,2011-12-01,,12.0577,0,20,20
a0Ni0000000sT67EAE,001i000000Kvvs9AAB,Downsell,,a0Ni0000000sT6uEAE,,-80000.04,-80000.04,,,,,-6666.67,-6666.67,FALSE,0,,FALSE,Not renewable,2013-07-08,,,,2013-07-08,,,0,-10,-10
a0Ni0000000sT6pEAE,001i000000KvvsNAAR,Churn,churnreason5,,,-60000,-60000,,,,,-5000,-5000,FALSE,0,,FALSE,Not renewable,2013-05-12,,,,2013-05-12,,,0,-15,-15
a0Ni0000000sT8vEAE,001i000000KvvswAAB,New Business,,,,72000,72000,,,,,6000,6000,TRUE,0,,TRUE,Open,2012-05-05,,2013-05-06,2013-05-05,2012-05-05,,12.0249,0,15,15
a0Ni0000000sTvoEAE,001i000000KvzB2AAJ,Churn,churnreason3,,,-96000,-96000,,,,,-8000,-8000,FALSE,0,,FALSE,Not renewable,2012-09-01,,,,2012-09-01,,,0,-15,-15
a0Ni0000000sTvpEAE,001i000000KvvVbAAJ,New Business,,,,108000,108000,,,,,9000,9000,TRUE,0,,TRUE,Open,2011-03-01,,2012-03-02,2012-03-01,2011-03-01,,12.0577,0,12,12
a0Ni0000000sTubEAE,001i000000KvzAYAAZ,New Business,,,,120000,120000,,,,,10000,10000,TRUE,0,,TRUE,Open,2011-09-01,,2012-09-02,2012-09-01,2011-09-01,,12.0577,0,20,20
a0Ni0000000sT6GEAU,001i000000KvvVNAAZ,New Business,,,,15600,15600,,,,,1300,1300,TRUE,0,,TRUE,Open,2013-04-15,,2013-10-13,2013-10-12,2013-04-08,,6.1767,0,13,13
a0Ni0000000sTuOEAU,001i000000KvzA7AAJ,Churn,churnreason3,,,-180000,-180000,,,,,-15000,-15000,FALSE,0,,FALSE,Not renewable,2012-08-01,,,,2012-08-01,,,0,-30,-30
a0Ni0000000sTvFEAU,001i000000KvzC0AAJ,New Business,,,,132000,132000,,,,,11000,11000,TRUE,0,,TRUE,Open,2012-03-01,,2013-03-02,2013-03-01,2012-03-01,,12.0249,0,22,22
a0Ni0000000sTuREAU,001i000000KvzA7AAJ,New Business,,,,180000,180000,,,,,15000,15000,TRUE,0,,TRUE,Open,2011-08-01,,2012-08-02,2012-08-01,2011-08-01,,12.0577,0,30,30
a0Ni0000000sTxQEAU,001i000000KvvsXAAR,New Business,,,,96000,96000,,,,,8000,8000,TRUE,0,,TRUE,Open,2012-04-01,,2013-04-02,2013-04-01,2012-04-01,,12.0249,0,40,40
a0Ni0000000sT95EAE,001i000000KvvswAAB,Churn,churnreason5,,,-72000,-72000,,,,,-6000,-6000,FALSE,0,,FALSE,Not renewable,2013-05-05,,,,2013-05-05,,,0,-15,-15
a0Ni0000000sT6uEAE,001i000000Kvvs9AAB,New Business,,,a0Ni0000003dXdqEAE,99999.96,99999.96,,,,,8333.33,8333.33,TRUE,0,,TRUE,Closed - Renewed,2012-07-08,,2013-07-09,2013-07-08,2012-07-08,,12.0249,0,20,20
a0Ni0000000sTvKEAU,001i000000KvzC0AAJ,Churn,churnreason2,,,-132000,-132000,,,,,-11000,-11000,FALSE,0,,FALSE,Not renewable,2013-03-01,,,,2013-03-01,,,0,-22,-22
a0Ni0000000sT6aEAE,001i000000KvvsNAAR,New Business,,,,60000,60000,,,,,5000,5000,TRUE,0,,TRUE,Open,2012-05-11,,2013-05-13,2013-05-12,2012-05-12,,12.0249,0,15,15
a0Ni0000000sTxGEAU,001i000000KvzAYAAZ,Churn,churnreason5,,,-120000,-120000,,,,,-10000,-10000,FALSE,0,,FALSE,Not renewable,2013-06-01,,,,2013-06-01,,,0,-20,-20
a0Ni0000000sTv5EAE,001i000000KvzBRAAZ,New Business,,,,108000,108000,,,,,9000,9000,TRUE,0,,TRUE,Open,2012-01-01,,2013-01-02,2013-01-01,2012-01-01,,12.0577,0,15,15
a0Ni0000000sT0bEAE,001i000000KvzB2AAJ,New Business,,,,96000,96000,,,,,8000,8000,TRUE,0,,TRUE,Open,2011-12-01,,2013-12-02,2013-12-01,2012-12-01,,12.0249,0,15,15
a0Ni0000000sTwwEAE,001i000000KvzE1AAJ,New Business,,,,144000,144000,,,,,12000,12000,TRUE,0,,TRUE,Open,2012-07-01,,2013-07-02,2013-07-01,2012-07-01,,12.0249,0,25,25
a0Ni0000000sTxVEAU,001i000000KvvsXAAR,Churn,churnreason5,,,-96000,-96000,,,,,-8000,-8000,FALSE,0,,FALSE,Not renewable,2013-04-01,,,,2013-04-01,,,0,-40,-40
a0Ni0000000sTvAEAU,001i000000KvzBRAAZ,Churn,churnreason5,,,-108000,-108000,,,,,-9000,-9000,FALSE,0,,FALSE,Not renewable,2013-01-01,,,,2013-01-01,,,0,-15,-15
a0Ni0000000sTx1EAE,001i000000KvzE1AAJ,Churn,churnreason2,,,-144000,-144000,,,,,-12000,-12000,FALSE,0,,FALSE,Not renewable,2013-07-01,,,,2013-07-01,,,0,-25,-25
a0Ni0000000sTwmEAE,001i000000KvzDJAAZ,Churn,churnreason3,,,-84000,-84000,,,,,-7000,-7000,FALSE,0,,FALSE,Not renewable,2012-12-01,,,,2012-12-01,,,0,-20,-20
a0Ni0000000sJ1FEAU,001i0000007PEnoAAG,Downsell,,a0Ni0000000KVYtEAO,,-67200,-67200,,,,,-5600,-5600,FALSE,0,,FALSE,Not renewable,2013-01-01,,,,2013-01-30,,,0,-20,-20
a0Ni00000030crZEAQ,001i0000007PEnLAAW,Churn,churnreason4,,,-15000,-15000,,,,,-1250,-1250,FALSE,0,,FALSE,Not renewable,2013-11-11,,,,2013-11-11,,,0,-25,-25
a0Ni0000002bBkmEAE,001i000000KvvVbAAJ,Upsell,,,,120000,120000,,,,,10000,10000,FALSE,0,,TRUE,Open,2012-03-01,,2013-03-02,2013-03-01,2012-03-01,,12.0249,0,15,15
a0Ni00000030crFEAQ,001i000000KvvVNAAZ,Churn,churnreason2,,,-15600,-15600,,,,,-1300,-1300,FALSE,0,,FALSE,Not renewable,2013-10-13,,,,2013-10-13,,,0,-13,-13
a0Ni0000004bZGCEA2,001i0000007PEmZAAW,Renewal with Upsell,,,,264000,198000,,,,,22000,16500,TRUE,0,,TRUE,Open,2013-04-14,,2014-06-01,2014-05-31,2013-06-01,,12,0,100,58
a0Ni00000030dRdEAI,001i0000007PEnMAAW,Renewal with Upsell,,,,144000,24000,,,,,12000,2000,TRUE,0,,TRUE,Open,2013-11-07,,2014-11-13,2014-11-12,2013-11-07,,12.1892,0,55,5
a0Ni0000004brK6EAI,001i000000KvvroAAB,New Business,,,,87000,87000,,,,,7250,7250,TRUE,0,,TRUE,Open,2011-06-21,,2013-06-22,2013-06-21,2011-06-21,,24.0498,0,50,50
a0Ni0000004brHCEAY,001i000000KvvpLAAR,Churn,churnreason5,,,-350000.04,-350000.04,,,,,-29166.67,-29166.67,FALSE,0,,FALSE,Not renewable,2013-02-13,,,,2013-02-20,,,0,-20,-20
a0Ni0000004brIjEAI,001i0000007PEm6AAG,New Business,,,,34500,34500,,,,,2875,2875,TRUE,0,,TRUE,Open,2012-04-13,,2014-04-14,2014-04-13,2012-04-13,,24.0169,0,100,100
a0Ni0000004brHMEAY,001i000000KvtutAAB,New Business,,,,99999.96,99999.96,,,,,8333.33,8333.33,TRUE,0,,TRUE,Open,2012-07-06,,2014-07-07,2014-07-06,2012-07-06,,24.0169,0,45,45
a0Ni0000004brIoEAI,001i0000007PEm6AAG,Churn,churnreason2,,,-34500,-34500,,,,,-2875,-2875,FALSE,0,,FALSE,Not renewable,2013-12-11,,,,2013-12-11,,,0,-100,-100
a0Ni0000004brKLEAY,001i0000007PElwAAG,Churn,churnreason4,,,-54000,-54000,,,,,-4500,-4500,FALSE,0,,FALSE,Not renewable,2013-09-21,,,,2013-09-21,,,0,-40,-40
a0Ni0000004brJ8EAI,001i000000Kvz2GAAR,New Business,,,,60000,60000,,,,,5000,5000,TRUE,0,,TRUE,Open,2012-03-21,,2014-03-22,2014-03-21,2012-03-21,,24.0169,0,40,40
a0Ni0000004brJ3EAI,001i0000007PEm1AAG,Churn,churnreason4,,,-66999.96,-66999.96,,,,,-5583.33,-5583.33,FALSE,0,,FALSE,Not renewable,2013-10-21,,,,2013-10-21,,,0,-100,-100
a0Ni0000004brIeEAI,001i0000007FbsxAAC,Churn,churnreason3,,,-98000.04,-98000.04,,,,,-8166.67,-8166.67,FALSE,0,,FALSE,Not renewable,2013-09-20,,,,2013-09-20,,,0,-100,-100
a0Ni0000004brIyEAI,001i0000007PEm1AAG,New Business,,,,66999.96,66999.96,,,,,5583.33,5583.33,TRUE,0,,TRUE,Open,2011-01-09,,2013-01-10,2013-01-09,2011-01-09,,24.0498,0,100,100
a0Ni0000004brHREAY,001i000000KvtutAAB,Churn,churnreason2,,,-99999.96,-99999.96,,,,,-8333.33,-8333.33,FALSE,0,,FALSE,Not renewable,2013-04-03,,,,2013-04-03,,,0,-45,-45
a0Ni0000004brIZEAY,001i0000007FbsxAAC,New Business,,,,98000.04,98000.04,,,,,8166.67,8166.67,TRUE,0,,TRUE,Open,2012-07-13,,2014-07-14,2014-07-13,2012-07-13,,24.0169,0,100,100
a0Ni0000004bzxdEAA,001i0000007PEnBAAW,Churn,churnreason2,,,-91200,-91200,,,,,-7600,-7600,FALSE,0,,FALSE,Not renewable,2013-11-30,,,,2013-11-30,,,0,-38,-38
a0Ni0000004brJNEAY,001i000000Kvvs3AAB,Churn,churnreason4,,,-54000,-54000,,,,,-4500,-4500,FALSE,0,,FALSE,Not renewable,2013-11-30,,,,2013-11-30,,,0,-56,-56
a0Ni0000004c04hEAA,001i0000007PEmlAAG,Churn,churnreason3,,,-18000,-18000,,,,,-1500,-1500,FALSE,0,,FALSE,Not renewable,2014-01-02,,,,2014-01-02,,,0,-30,-30
a0Ni0000004c04cEAA,001i0000007PEmQAAW,Churn,churnreason5,,,-84000,-84000,,,,,-7000,-7000,FALSE,0,,FALSE,Not renewable,2014-03-03,,,,2014-03-03,,,0,-35,-35
a0Ni0000004brH7EAI,001i000000KvvpLAAR,New Business,,,,350000.04,350000.04,,,,,29166.67,29166.67,TRUE,0,,TRUE,Open,2011-01-20,,2014-01-21,2014-01-20,2011-01-20,,36.0418,0,20,20
a0Ni0000004brJDEAY,001i000000Kvz2GAAR,Churn,churnreason1,,,-60000,-60000,,,,,-5000,-5000,FALSE,0,,FALSE,Not renewable,2013-01-21,,,,2013-01-21,,,0,-40,-40
a0Ni0000004brJIEAY,001i000000Kvvs3AAB,New Business,,,,54000,54000,,,,,4500,4500,TRUE,0,,TRUE,Open,2012-01-21,,2012-01-22,2012-01-21,2012-01-21,,0.0329,0,56,56
a0Ni0000004brKBEAY,001i000000KvvroAAB,Churn,churnreason5,,,-87000,-87000,,,,,-7250,-7250,FALSE,0,,FALSE,Not renewable,2013-04-21,,,,2013-04-21,,,0,-50,-50
a0Ni0000004brIKEAY,001i000000KvvoXAAR,New Business,,,,123000,123000,,,,,10250,10250,TRUE,0,,TRUE,Open,2012-08-25,,2013-08-26,2013-08-25,2012-08-25,,12.0249,0,200,200
a0Ni0000004brH2EAI,001i000000KvvVbAAJ,Churn,churnreason4,,,-336000,-336000,,,,,-28000,-28000,FALSE,0,,FALSE,Not renewable,2013-01-20,,,,2013-01-20,,,0,-39,-39
a0Ni0000004brKGEAY,001i0000007PElwAAG,New Business,,,,54000,54000,,,,,4500,4500,TRUE,0,,TRUE,Open,2011-11-04,,2011-11-05,2011-11-04,2011-11-04,,0.0329,0,40,40
a0Ni0000004c0ImEAI,001i0000007PEn5AAG,Churn,churnreason5,,,-18000,-18000,,,,,-1500,-1500,FALSE,0,,FALSE,Not renewable,2014-04-23,,,,2014-04-23,,,0,-30,-30
a0Ni0000004bzwJEAQ,001i0000007PEmBAAW,Churn,churnreason3,,,-15000,-15000,,,,,-1250,-1250,FALSE,0,,FALSE,Not renewable,2014-01-14,,,,2014-01-14,,,0,-25,-25
a0Ni0000004c04NEAQ,001i0000007PEnkAAG,Churn,churnreason4,,,-15000,-15000,,,,,-1250,-1250,FALSE,0,,FALSE,Not renewable,2014-02-05,,,,2014-02-05,,,0,-25,-25
a0Ni0000004c0IVEAY,001i0000007PEnZAAW,Churn,churnreason1,,,-48000,-48000,,,,,-4000,-4000,FALSE,0,,FALSE,Not renewable,2013-11-30,,,,2013-11-30,,,0,-40,-40
a0Ni0000004c4epEAA,001i0000007PEnsAAG,Churn,churnreason2,,,-123000,-123000,,,,,-10250,-10250,FALSE,0,,FALSE,Not renewable,2013-03-19,,,,2013-03-19,,,0,-200,-200
a0Ni0000004c4euEAA,001i000000KvvoXAAR,Downsell,,a0Ni0000004brIKEAY,,-120000,-120000,,,,,-10000,-10000,FALSE,0,,FALSE,Not renewable,2013-08-24,,,,2013-08-24,,,0,-190,-190
a0Ni0000003ePOgEAM,001i000000Kvvs9AAB,New Business,,,,120,120,,,,,10,10,TRUE,123,,TRUE,Open,2014-01-08,,2014-01-09,2014-01-08,2014-01-08,,0.0329,0,10,10
a0Ni0000003dXh9EAE,001i0000007PEn1AAG,Renewal,,,,120000,0,,,,,10000,0,TRUE,0,,TRUE,Open,2013-09-13,,2014-09-14,2014-09-13,2013-09-13,,12.0249,0,50,0
a0Ni0000003dXdWEAU,001i0000007PEmkAAG,Renewal,,,,108000,0,,,,,9000,0,TRUE,0,,TRUE,Open,2013-05-13,,2014-02-14,2014-02-13,2013-05-13,,9.1022,0,50,0
a0Ni0000003dXcdEAE,001i0000007PElyAAG,New Business,,,,60000,60000,,,,,5000,5000,TRUE,0,,TRUE,Open,2012-12-12,,2014-02-14,2014-02-13,2012-12-12,,14.0947,0,10,10
a0Ni0000003dXh4EAE,001i0000007PEnVAAW,Renewal,,,,42000,0,,,,,3500,0,TRUE,0,,TRUE,Open,2013-09-11,,2014-09-12,2014-09-11,2013-09-11,,12.0249,0,35,0
a0Ni0000003dXjPEAU,001i0000007PEmSAAW,Renewal,,,,216000,0,,,,,18000,0,TRUE,0,,TRUE,Open,2013-12-22,,2014-12-23,2014-12-22,2013-12-22,,12.0249,0,162,0
a0Ni0000003dXi2EAE,001i0000007PEnKAAW,Renewal,,,,72000,0,,,,,6000,0,TRUE,0,,TRUE,Open,2013-10-09,,2014-10-10,2014-10-09,2013-10-09,,12.0249,0,40,0
a0Ni0000003dXiCEAU,001i0000007PEnxAAG,Renewal,,,,30000,0,,,,,2500,0,TRUE,0,,TRUE,Open,2013-11-11,,2014-11-12,2014-11-11,2013-11-11,,12.0249,0,50,0
a0Ni0000003dXcsEAE,001i000000KvutMAAR,New Business,,,,30000,30000,,,,,2500,2500,TRUE,0,,TRUE,Open,2012-12-12,,2014-02-06,2014-02-05,2012-12-12,,13.8319,0,5,5
a0Ni0000003dXgzEAE,001i0000007PEnlAAG,Renewal,,,,168000,0,,,,,14000,0,TRUE,0,,TRUE,Open,2013-09-10,,2014-09-11,2014-09-10,2013-09-10,,12.0249,0,50,0
a0Ni0000003dXiHEAU,001i0000007PEmrAAG,Renewal with Upsell,,,,39999.96,3999.96,,,,,3333.33,333.33,TRUE,0,,TRUE,Open,2013-11-13,,2014-11-14,2014-11-13,2013-11-13,,12.0249,0,32,2
a0Ni0000003dXjjEAE,001i0000007PEnhAAG,Renewal,,,,205200,0,,,,,17100,0,TRUE,0,,TRUE,Open,2013-12-24,,2014-12-25,2014-12-24,2013-12-24,,12.0249,0,150,0
a0Ni0000003dXhsEAE,001i000000Ji1QyAAJ,Renewal,,,,240000,0,,,,,20000,0,TRUE,0,,TRUE,Open,2013-10-02,,2014-10-03,2014-10-02,2013-10-02,,12.0249,0,32,0
a0Ni0000003dXilEAE,001i0000007PEmuAAG,Renewal with Upsell,,,,99999.96,3999.96,,,,,8333.33,333.33,TRUE,0,,TRUE,Open,2013-12-09,,2014-12-10,2014-12-09,2013-12-09,,12.0249,0,43,3
a0Ni0000003dXgkEAE,001i0000007PEmgAAG,Renewal,,,,30000,0,,,,,2500,0,TRUE,0,,TRUE,Open,2013-09-01,,2014-09-02,2014-09-01,2013-09-01,,12.0249,0,50,0
a0Ni0000003dXguEAE,001i0000007PEmMAAW,Renewal,,,,54000,0,,,,,4500,0,TRUE,0,,TRUE,Open,2013-09-09,,2014-09-10,2014-09-09,2013-09-09,,12.0249,0,30,0
a0Ni0000003dXjUEAU,001i0000007PEmHAAW,Renewal with Upsell,,,,24999.96,999.96,,,,,2083.33,83.33,TRUE,0,,TRUE,Open,2013-12-23,,2014-12-24,2014-12-23,2013-12-23,,12.0249,0,41,1
a0Ni0000003dXiREAU,001i0000007PEmtAAG,Renewal with Upsell,,,,20000.04,5000.04,,,,,1666.67,416.67,TRUE,0,,TRUE,Open,2013-11-24,,2014-11-25,2014-11-24,2013-11-24,,12.0249,0,27,2
a0Ni0000003dXiWEAU,001i0000007PEnUAAW,Renewal with Upsell,,,,81999.96,2799.96,,,,,6833.33,233.33,TRUE,0,,TRUE,Open,2013-12-05,,2014-12-06,2014-12-05,2013-12-05,,12.0249,0,35,2
a0Ni0000003dXj0EAE,001i0000007PEnHAAW,Renewal with Downsell,,,,80000.04,-3999.96,,,,,6666.67,-333.33,TRUE,0,,TRUE,Open,2013-12-17,,2014-12-18,2014-12-17,2013-12-17,,12.0249,0,37,-3
a0Ni0000003dXibEAE,001i0000007PEnwAAG,Renewal with Upsell,,,,90000,4500,,,,,7500,375,TRUE,0,,TRUE,Open,2013-12-07,,2014-12-08,2014-12-07,2013-12-07,,12.0249,0,40,2
a0Ni0000003dXiMEAU,001i0000007PEmdAAG,Renewal with Upsell,,,,99999.96,3999.96,,,,,8333.33,333.33,TRUE,0,,TRUE,Open,2013-11-13,,2014-11-14,2014-11-13,2013-11-13,,12.0249,0,80,40
a0Ni0000003dXdqEAE,001i000000Kvvs9AAB,Renewal with Upsell,,,,19999.92,0,,,,,1666.66,1.00E-13,TRUE,0,,TRUE,Open,2013-07-09,,2014-03-08,2014-03-07,2013-07-09,,7.9523,0,10,0
a0Ni0000003dXVrEAM,001i000000KvuZEAAZ,Renewal with Downsell,,,,108000,-132000,,,,,9000,-11000,TRUE,0,,TRUE,Open,2013-08-15,,2014-05-16,2014-05-15,2013-08-15,,9.0022,0,25,-35
a0Ni0000003dXkXEAU,001i0000007PEnFAAW,Renewal with Upsell,,,,65000.04,3800.04,,,,,5416.67,316.67,TRUE,0,,TRUE,Open,2013-12-25,,2014-12-26,2014-12-25,2013-12-25,,12.0249,0,40,1
a0Ni0000003dXkhEAE,001i0000007PEmNAAW,Renewal,,,,113400,0,,,,,9450,0,TRUE,0,,TRUE,Open,2013-12-28,,2014-12-29,2014-12-28,2013-12-28,,12.0249,0,42,0
a0Ni0000003dXe5EAE,001i0000007PEnNAAW,Renewal,,,,15000,0,,,,,1250,0,TRUE,0,,TRUE,Open,2013-08-24,,2014-04-25,2014-04-24,2013-08-24,,8.0166,0,25,0
a0Ni0000004cIGHEA2,001i0000007PEn6AAG,Downsell,,a0Ni0000000KVXnEAO,,-60000,-60000,,,,,-5000,-5000,FALSE,0,,FALSE,Not renewable,2014-01-08,,,,2014-01-08,,,0,-20,-20
a0Ni0000004cKLcEAM,001i0000007PEmRAAW,Renewal with Downsell,,,,36000,-6000,,,,,3000,-500,TRUE,0,,TRUE,Open,2013-05-07,,2014-02-08,2014-02-07,2013-05-07,,9.1022,0,30,-5
a0Ni0000004cKLhEAM,001i0000007PEo1AAG,Renewal with Downsell,,,,9999.96,-2000.04,,,,,833.33,-166.67,TRUE,0,,TRUE,Open,2013-05-28,,2014-03-01,2014-02-28,2013-05-28,,9.1022,0,8,-2
a0Ni0000004cKJbEAM,001i0000007PEnzAAG,Renewal with Downsell,,,,84999.96,-6200.04,,,,,7083.33,-516.67,TRUE,0,,TRUE,Open,2012-09-09,,2013-03-10,2013-03-09,2012-09-09,,5.981,0,35,-3
a0Ni0000004cKIxEAM,001i0000007PEniAAG,Renewal with Downsell,,,,50000.04,-3999.96,,,,,4166.67,-333.33,TRUE,0,,TRUE,Open,2013-03-09,,2014-01-10,2014-01-09,2013-03-09,,10.0864,0,25,-5
a0Ni0000004cKMuEAM,001i0000007PEmWAAW,Renewal with Upsell,,,,24000,6000,,,,,2000,500,TRUE,0,,TRUE,Open,2013-06-09,,2014-02-10,2014-02-09,2013-06-09,,8.0837,0,33,3
a0Ni0000004cKOlEAM,001i0000007PEm8AAG,Renewal with Upsell,,,a0Ni0000004cKOqEAM,24000,12000,,,,,2000,1000,TRUE,0,,TRUE,Closed - Renewed,2012-05-08,,2013-05-09,2013-05-08,2012-05-08,,12.0249,0,30,10
a0Ni0000004cKMBEA2,001i0000007PEmJAAW,Renewal with Upsell,,,,180000,30000,,,,,15000,2500,TRUE,0,,TRUE,Open,2013-06-26,,2014-06-27,2014-06-26,2013-06-26,,12.0249,0,55,5
a0Ni0000004cKCjEAM,001i0000007PEmPAAW,Renewal with Downsell,,,,200000.04,-15999.96,,,,,16666.67,-1333.33,TRUE,0,,TRUE,Open,2014-01-29,,2014-06-19,2014-06-18,2014-01-29,,4.6312,0,90,-10
a0Ni0000004cKF5EAM,001i0000007PEmOAAW,Renewal,,,a0Ni0000004cKFFEA2,68400,0,,,,,5700,0,TRUE,0,,TRUE,Closed - Renewed,2013-03-09,,2013-12-10,2013-12-09,2013-03-09,,9.0679,0,38,0
a0Ni0000004cKJMEA2,001i0000007PEnzAAG,Renewal,,,a0Ni0000004cKJbEAM,91200,0,,,,,7600,0,TRUE,0,,TRUE,Closed - Renewed,2012-03-09,,2012-09-10,2012-09-09,2012-03-09,,6.0768,0,38,0
a0Ni0000004cKNTEA2,001i0000007PEm9AAG,Renewal with Upsell,,,,72000,48000,,,,,6000,4000,TRUE,0,,TRUE,Open,2012-12-08,,2014-12-09,2014-12-08,2012-12-08,,24.0169,0,50,10
a0Ni0000004cKO7EAM,001i0000007PEmvAAG,Renewal with Upsell,,,,90000,66000,,,,,7500,5500,TRUE,0,,TRUE,Open,2012-04-17,,2014-04-18,2014-04-17,2012-04-17,,24.0169,0,42,2
a0Ni0000004cKM1EAM,001i0000007PEo5AAG,Upsell,,,,12000,12000,,,,,1000,1000,FALSE,0,,TRUE,Open,2013-12-31,,2014-12-18,2014-12-17,2013-12-31,,11.5649,0,12,12
a0Ni0000004cKOqEAM,001i0000007PEm8AAG,Renewal,,,,24000,0,,,,,2000,0,TRUE,0,,TRUE,Open,2013-05-08,,2014-05-09,2014-05-08,2013-05-08,,12.0249,0,30,0
a0Ni0000004cKLrEAM,001i0000007PEmwAAG,Renewal with Downsell,,,,50000.04,-3999.96,,,,,4166.67,-333.33,TRUE,0,,TRUE,Open,2013-04-10,,2014-04-11,2014-04-10,2013-04-10,,12.0249,0,25,-5
a0Ni0000004cKFFEA2,001i0000007PEmOAAW,Renewal with Downsell,,,,60999.96,-7400.04,,,,,5083.33,-616.67,TRUE,0,,TRUE,Open,2013-12-09,,2014-06-10,2014-06-09,2013-12-09,,6.0111,0,35,-3
