JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__ONETIMEREVENUE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__DATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__USERS__C
a0Ni0000000KVY5EAO,a0Ri0000000I3XTEA0,0,40,0,0,2013-03-12,2012-03-12,2013-03-11,2012-03-12,40
a0Ni0000000KVY5EAO,a0Ri0000000I3XSEA0,0,2880,2880,0,2013-03-12,2012-03-12,2013-03-11,2012-03-12,0
a0Ni0000000KVY5EAO,a0Ri0000000I3XVEA0,96000,8000,0,8000,2013-03-12,2012-03-12,2013-03-11,2012-03-12,0
a0Ni0000000KVXWEA4,a0Ri0000000I3XTEA0,0,45,0,0,2014-06-22,2011-06-22,2014-06-21,2011-06-22,45
a0Ni0000000KVXWEA4,a0Ri0000000I3XSEA0,0,9720,9720,0,2014-06-22,2011-06-22,2014-06-21,2011-06-22,0
a0Ni0000000KVXWEA4,a0Ri0000000I3XVEA0,54000,4500,0,4500,2014-06-22,2011-06-22,2014-06-21,2011-06-22,0
a0Ni0000000KVWxEAO,a0Ri0000000I3XTEA0,0,20,0,0,2012-03-18,2011-03-18,2012-03-17,2011-03-18,20
a0Ni0000000KVWxEAO,a0Ri0000000I3XSEA0,0,1440,1440,0,2012-03-18,2011-03-18,2012-03-17,2011-03-18,0
a0Ni0000000KVWxEAO,a0Ri0000000I3XVEA0,12000,1000,0,1000,2012-03-18,2011-03-18,2012-03-17,2011-03-18,0
a0Ni0000000KVXxEAO,a0Ri0000000I3XTEA0,0,40,0,0,2013-08-14,2011-08-14,2013-08-13,2011-08-14,40
a0Ni0000000KVXxEAO,a0Ri0000000I3XSEA0,0,5760,5760,0,2013-08-14,2011-08-14,2013-08-13,2011-08-14,0
a0Ni0000000KVXxEAO,a0Ri0000000I3XVEA0,24000,2000,0,2000,2013-08-14,2011-08-14,2013-08-13,2011-08-14,0
a0Ni0000000KVXrEAO,a0Ri0000000I3XTEA0,0,30,0,0,2014-02-15,2013-08-16,2014-02-14,2013-08-16,30
a0Ni0000000KVXrEAO,a0Ri0000000I3XSEA0,0,6480,6480,0,2014-02-15,2013-08-16,2014-02-14,2013-08-16,0
a0Ni0000000KVX7EAO,a0Ri0000000I3XTEA0,0,30,0,0,2012-05-19,2011-05-19,2012-05-18,2011-05-19,30
a0Ni0000000KVX7EAO,a0Ri0000000I3XSEA0,0,2160,2160,0,2012-05-19,2011-05-19,2012-05-18,2011-05-19,0
a0Ni0000000KVX7EAO,a0Ri0000000I3XVEA0,18000,1500,0,1500,2012-05-19,2011-05-19,2012-05-18,2011-05-19,0
a0Ni0000000KVXnEAO,a0Ri0000000I3XSEA0,0,6300,6300,0,2014-03-14,2013-03-14,2014-03-13,2013-03-14,0
a0Ni0000000KVXnEAO,a0Ri0000000I3XTEA0,0,35,0,0,2014-03-14,2013-03-14,2014-03-13,2013-03-14,35
a0Ni0000000KVXwEAO,a0Ri0000000I3XTEA0,0,35,0,0,2014-02-15,2012-02-15,2014-02-14,2012-02-15,35
a0Ni0000000KVXnEAO,a0Ri0000000I3XVEA0,105000,8750,0,8750,2014-03-14,2013-03-14,2014-03-13,2013-03-14,0
a0Ni0000000KVXqEAO,a0Ri0000000I3XTEA0,0,35,0,0,2014-10-18,2013-10-17,2014-10-17,2013-10-17,35
a0Ni0000000KVXqEAO,a0Ri0000000I3XSEA0,0,6300,6300,0,2014-10-18,2013-10-17,2014-10-17,2013-10-17,0
a0Ni0000000KVXqEAO,a0Ri0000000I3XVEA0,42000,3500,0,3500,2014-10-18,2013-10-17,2014-10-17,2013-10-17,0
a0Ni0000000KVYKEA4,a0Ri0000000I3XTEA0,0,30,0,0,2012-06-30,2011-06-30,2012-06-29,2011-06-30,30
a0Ni0000000KVXwEAO,a0Ri0000000I3XSEA0,0,5040,5040,0,2014-02-15,2012-02-15,2014-02-14,2012-02-15,0
a0Ni0000000KVX5EAO,a0Ri0000000I3XTEA0,0,38,0,0,2014-06-22,2013-06-22,2014-06-21,2013-06-22,38
a0Ni0000000KVXwEAO,a0Ri0000000I3XVEA0,42000,3500,0,3500,2014-02-15,2012-02-15,2014-02-14,2012-02-15,0
a0Ni0000000KVX5EAO,a0Ri0000000I3XSEA0,0,5472,5472,0,2014-06-22,2013-06-22,2014-06-21,2013-06-22,0
a0Ni0000000KVX5EAO,a0Ri0000000I3XVEA0,91200,7600,0,7600,2014-06-22,2013-06-22,2014-06-21,2013-06-22,0
a0Ni0000000KVYKEA4,a0Ri0000000I3XSEA0,0,1080,1080,0,2012-06-30,2011-06-30,2012-06-29,2011-06-30,0
a0Ni0000000KVYKEA4,a0Ri0000000I3XVEA0,18000,1500,0,1500,2012-06-30,2011-06-30,2012-06-29,2011-06-30,0
a0Ni0000000KVYaEAO,a0Ri0000000I3XTEA0,0,42,0,0,2013-09-16,2012-09-16,2013-09-15,2012-09-16,42
a0Ni0000000KVYaEAO,a0Ri0000000I3XSEA0,0,3024,3024,0,2013-09-16,2012-09-16,2013-09-15,2012-09-16,0
a0Ni0000000KVYaEAO,a0Ri0000000I3XVEA0,75600,6300,0,6300,2013-09-16,2012-09-16,2013-09-15,2012-09-16,0
a0Ni0000000KVXrEAO,a0Ri0000000I3XVEA0,36000,3000,0,3000,2014-02-15,2013-08-16,2014-02-14,2013-08-16,0
a0Ni0000000KVWyEAO,a0Ri0000000I3XTEA0,0,20,0,0,2012-03-14,2011-09-14,2012-03-13,2011-09-14,20
a0Ni0000000KVWyEAO,a0Ri0000000I3XSEA0,0,720,720,0,2012-03-14,2011-09-14,2012-03-13,2011-09-14,0
a0Ni0000000KVWyEAO,a0Ri0000000I3XVEA0,12000,1000,0,1000,2012-03-14,2011-09-14,2012-03-13,2011-09-14,0
a0Ni0000000KVXCEA4,a0Ri0000000I3XSEA0,0,1440,1440,0,2012-12-18,2012-06-18,2012-12-17,2012-06-18,0
a0Ni0000000KVWzEAO,a0Ri0000000I3XVEA0,48000,4000,0,4000,2012-08-22,2011-02-22,2012-08-21,2011-02-22,0
a0Ni0000000KVXCEA4,a0Ri0000000I3XTEA0,0,50,0,0,2012-12-18,2012-06-18,2012-12-17,2012-06-18,50
a0Ni0000000KVXCEA4,a0Ri0000000I3XVEA0,96000,8000,0,8000,2012-12-18,2012-06-18,2012-12-17,2012-06-18,0
a0Ni0000000KVYqEAO,a0Ri0000000I3XTEA0,0,40,0,0,2013-12-18,2012-12-18,2013-12-17,2012-12-18,0
a0Ni0000000KVY1EAO,a0Ri0000000I3XTEA0,0,34,0,0,2012-12-26,2010-12-26,2012-12-25,2010-12-26,34
a0Ni0000000KVY1EAO,a0Ri0000000I3XSEA0,0,4896,4896,0,2012-12-26,2010-12-26,2012-12-25,2010-12-26,0
a0Ni0000000KVY1EAO,a0Ri0000000I3XVEA0,61200,5100,0,5100,2012-12-26,2010-12-26,2012-12-25,2010-12-26,0
a0Ni0000000KVWzEAO,a0Ri0000000I3XTEA0,0,40,0,0,2012-08-22,2011-02-22,2012-08-21,2011-02-22,40
a0Ni0000000KVWzEAO,a0Ri0000000I3XSEA0,0,4320,4320,0,2012-08-22,2011-02-22,2012-08-21,2011-02-22,0
a0Ni0000000KVYqEAO,a0Ri0000000I3XVEA0,-12000,7000,0,-1000,2013-12-18,2012-12-18,2013-12-17,2012-12-18,0
a0Ni0000000KVYqEAO,a0Ri0000000I3XUEA0,0,1440,1440,0,2013-12-18,2012-12-18,2013-12-17,2012-12-18,0
a0Ni0000000KVYfEAO,a0Ri0000000I3XTEA0,0,34,0,0,2014-12-22,2012-06-22,2014-12-21,2012-06-22,34
a0Ni0000000KVYfEAO,a0Ri0000000I3XSEA0,0,6120,6120,0,2014-12-22,2012-06-22,2014-12-21,2012-06-22,0
a0Ni0000000KVYfEAO,a0Ri0000000I3XVEA0,61200,5100,0,5100,2014-12-22,2012-06-22,2014-12-21,2012-06-22,0
a0Ni0000000KVY0EAO,a0Ri0000000I3XTEA0,0,38,0,0,2013-03-31,2012-03-31,2013-03-30,2012-03-31,38
a0Ni0000000KVY0EAO,a0Ri0000000I3XSEA0,0,5472,5472,0,2013-03-31,2012-03-31,2013-03-30,2012-03-31,0
a0Ni0000000KVY0EAO,a0Ri0000000I3XVEA0,136800,11400,0,11400,2013-03-31,2012-03-31,2013-03-30,2012-03-31,0
a0Ni0000000KVXJEA4,a0Ri0000000I3XTEA0,0,40,0,0,2013-10-10,2011-04-10,2013-10-09,2011-04-10,40
a0Ni0000000KVXJEA4,a0Ri0000000I3XSEA0,0,7200,7200,0,2013-10-10,2011-04-10,2013-10-09,2011-04-10,0
a0Ni0000000KVXzEAO,a0Ri0000000I3XSEA0,0,4320,4320,0,2013-08-15,2012-02-15,2013-08-14,2012-02-15,0
a0Ni0000000KVXzEAO,a0Ri0000000I3XVEA0,72000,6000,0,6000,2013-08-15,2012-02-15,2013-08-14,2012-02-15,0
a0Ni0000000KVXYEA4,a0Ri0000000I3XTEA0,0,38,0,0,2014-12-12,2011-12-12,2014-12-11,2011-12-12,38
a0Ni0000000KVXYEA4,a0Ri0000000I3XSEA0,0,8208,8208,0,2014-12-12,2011-12-12,2014-12-11,2011-12-12,0
a0Ni0000000KVXYEA4,a0Ri0000000I3XVEA0,91200,7600,0,7600,2014-12-12,2011-12-12,2014-12-11,2011-12-12,0
a0Ni0000000KVYYEA4,a0Ri0000000I3XTEA0,0,38,0,0,2014-08-10,2012-08-10,2014-08-09,2012-08-10,38
a0Ni0000000KVYYEA4,a0Ri0000000I3XSEA0,0,5472,5472,0,2014-08-10,2012-08-10,2014-08-09,2012-08-10,0
a0Ni0000000KVYYEA4,a0Ri0000000I3XVEA0,45600,3800,0,3800,2014-08-10,2012-08-10,2014-08-09,2012-08-10,0
a0Ni0000000KVYOEA4,a0Ri0000000I3XTEA0,0,33,0,0,2011-06-06,2010-12-06,2011-06-05,2010-12-06,33
a0Ni0000000KVYOEA4,a0Ri0000000I3XSEA0,0,1188,1188,0,2011-06-06,2010-12-06,2011-06-05,2010-12-06,0
a0Ni0000000KVYOEA4,a0Ri0000000I3XVEA0,79200,6600,0,6600,2011-06-06,2010-12-06,2011-06-05,2010-12-06,0
a0Ni0000000KVY8EAO,a0Ri0000000I3XTEA0,0,35,0,0,2013-09-12,2012-03-12,2013-09-11,2012-03-12,35
a0Ni0000000KVY8EAO,a0Ri0000000I3XSEA0,0,3780,3780,0,2013-09-12,2012-03-12,2013-09-11,2012-03-12,0
a0Ni0000000KVY8EAO,a0Ri0000000I3XVEA0,42000,3500,0,3500,2013-09-12,2012-03-12,2013-09-11,2012-03-12,0
a0Ni0000000KVY3EAO,a0Ri0000000I3XTEA0,0,30,0,0,2013-02-24,2011-08-24,2013-02-23,2011-08-24,30
a0Ni0000000KVY3EAO,a0Ri0000000I3XSEA0,0,3240,3240,0,2013-02-24,2011-08-24,2013-02-23,2011-08-24,0
a0Ni0000000KVY3EAO,a0Ri0000000I3XVEA0,18000,1500,0,1500,2013-02-24,2011-08-24,2013-02-23,2011-08-24,0
a0Ni0000000KVYVEA4,a0Ri0000000I3XTEA0,0,38,0,0,2015-01-24,2012-07-24,2015-01-23,2012-07-24,38
a0Ni0000000KVYnEAO,a0Ri0000000I3XVEA0,205200,17100,0,17100,2013-12-25,2012-12-25,2013-12-24,2012-12-25,0
a0Ni0000000KVYXEA4,a0Ri0000000I3XTEA0,0,30,0,0,2013-03-10,2012-09-10,2013-03-09,2012-09-10,30
a0Ni0000000KVYXEA4,a0Ri0000000I3XSEA0,0,1080,1080,0,2013-03-10,2012-09-10,2013-03-09,2012-09-10,0
a0Ni0000000KVYXEA4,a0Ri0000000I3XVEA0,54000,4500,0,4500,2013-03-10,2012-09-10,2013-03-09,2012-09-10,0
a0Ni0000000KVXdEAO,a0Ri0000000I3XTEA0,0,34,0,0,2012-12-10,2011-06-10,2012-12-09,2011-06-10,34
a0Ni0000000KVXdEAO,a0Ri0000000I3XSEA0,0,3672,3672,0,2012-12-10,2011-06-10,2012-12-09,2011-06-10,0
a0Ni0000000KVXdEAO,a0Ri0000000I3XVEA0,61200,5100,0,5100,2012-12-10,2011-06-10,2012-12-09,2011-06-10,0
a0Ni0000000KVX9EAO,a0Ri0000000I3XTEA0,0,25,0,0,2014-07-11,2013-02-11,2014-07-10,2013-02-11,25
a0Ni0000000KVX9EAO,a0Ri0000000I3XSEA0,0,900,900,0,2014-07-11,2013-02-11,2014-07-10,2013-02-11,0
a0Ni0000000KVX9EAO,a0Ri0000000I3XVEA0,15000,1250,0,1250,2014-07-11,2013-02-11,2014-07-10,2013-02-11,0
a0Ni0000000KVYMEA4,a0Ri0000000I3XTEA0,0,35,0,0,2013-04-11,2012-10-11,2013-04-10,2012-10-11,35
a0Ni0000000KVYMEA4,a0Ri0000000I3XSEA0,0,2520,2520,0,2013-04-11,2012-10-11,2013-04-10,2012-10-11,0
a0Ni0000000KVXJEA4,a0Ri0000000I3XVEA0,72000,6000,0,6000,2013-10-10,2011-04-10,2013-10-09,2011-04-10,0
a0Ni0000000KVX4EAO,a0Ri0000000I3XTEA0,0,25,0,0,2013-11-12,2013-05-12,2013-11-11,2013-05-12,25
a0Ni0000000KVX4EAO,a0Ri0000000I3XSEA0,0,1800,1800,0,2013-11-12,2013-05-12,2013-11-11,2013-05-12,0
a0Ni0000000KVX4EAO,a0Ri0000000I3XVEA0,15000,1250,0,1250,2013-11-12,2013-05-12,2013-11-11,2013-05-12,0
a0Ni0000000KVYVEA4,a0Ri0000000I3XSEA0,0,6840,6840,0,2015-01-24,2012-07-24,2015-01-23,2012-07-24,0
a0Ni0000000KVYVEA4,a0Ri0000000I3XVEA0,45600,3800,0,3800,2015-01-24,2012-07-24,2015-01-23,2012-07-24,0
a0Ni0000000KVYcEAO,a0Ri0000000I3XTEA0,0,38,0,0,2013-06-21,2012-06-21,2013-06-20,2012-06-21,38
a0Ni0000000KVXREA4,a0Ri0000000I3XSEA0,0,2448,2448,0,2012-10-18,2011-10-18,2012-10-17,2011-10-18,0
a0Ni0000000KVXREA4,a0Ri0000000I3XVEA0,61200,5100,0,5100,2012-10-18,2011-10-18,2012-10-17,2011-10-18,0
a0Ni0000000KVYcEAO,a0Ri0000000I3XSEA0,0,2736,2736,0,2013-06-21,2012-06-21,2013-06-20,2012-06-21,0
a0Ni0000000KVYcEAO,a0Ri0000000I3XVEA0,68400,5700,0,5700,2013-06-21,2012-06-21,2013-06-20,2012-06-21,0
a0Ni0000000KVXREA4,a0Ri0000000I3XTEA0,0,34,0,0,2012-10-18,2011-10-18,2012-10-17,2011-10-18,34
a0Ni0000000KVYWEA4,a0Ri0000000I3XTEA0,0,75,0,0,2014-11-26,2013-11-07,2014-11-25,2013-11-07,75
a0Ni0000000KVYWEA4,a0Ri0000000I3XSEA0,0,1800,1800,0,2014-11-26,2013-11-07,2014-11-25,2013-11-07,0
a0Ni0000000KVYWEA4,a0Ri0000000I3XVEA0,150000,12500,0,12500,2014-11-26,2013-11-07,2014-11-25,2013-11-07,0
a0Ni0000000KVYeEAO,a0Ri0000000I3XTEA0,0,33,0,0,2015-06-22,2012-12-22,2015-06-21,2012-12-22,33
a0Ni0000000KVYeEAO,a0Ri0000000I3XSEA0,0,5940,5940,0,2015-06-22,2012-12-22,2015-06-21,2012-12-22,0
a0Ni0000000KVYeEAO,a0Ri0000000I3XVEA0,79200,6600,0,6600,2015-06-22,2012-12-22,2015-06-21,2012-12-22,0
a0Ni0000000KVXEEA4,a0Ri0000000I3XTEA0,0,40,0,0,2013-05-10,2010-05-10,2013-05-09,2010-05-10,40
a0Ni0000000KVYnEAO,a0Ri0000000I3XTEA0,0,150,0,0,2013-12-25,2012-12-25,2013-12-24,2012-12-25,150
a0Ni0000000KVYnEAO,a0Ri0000000I3XSEA0,0,8208,8208,0,2013-12-25,2012-12-25,2013-12-24,2012-12-25,0
a0Ni0000000KVXlEAO,a0Ri0000000I3XTEA0,0,35,0,0,2012-05-19,2011-11-19,2012-05-18,2011-11-19,35
a0Ni0000000KVXlEAO,a0Ri0000000I3XSEA0,0,1260,1260,0,2012-05-19,2011-11-19,2012-05-18,2011-11-19,0
a0Ni0000000KVXlEAO,a0Ri0000000I3XVEA0,42000,3500,0,3500,2012-05-19,2011-11-19,2012-05-18,2011-11-19,0
a0Ni0000000KVYMEA4,a0Ri0000000I3XVEA0,84000,7000,0,7000,2013-04-11,2012-10-11,2013-04-10,2012-10-11,0
a0Ni0000000KVYbEAO,a0Ri0000000I3XTEA0,0,25,0,0,2013-03-26,2012-09-26,2013-03-25,2012-09-26,25
a0Ni0000000KVXEEA4,a0Ri0000000I3XVEA0,48000,4000,0,4000,2013-05-10,2010-05-10,2013-05-09,2010-05-10,0
a0Ni0000000KVXfEAO,a0Ri0000000I3XTEA0,0,33,0,0,2014-12-24,2011-12-24,2014-12-23,2011-12-24,33
a0Ni0000000KVXfEAO,a0Ri0000000I3XSEA0,0,7128,7128,0,2014-12-24,2011-12-24,2014-12-23,2011-12-24,0
a0Ni0000000KVXfEAO,a0Ri0000000I3XVEA0,79200,6600,0,6600,2014-12-24,2011-12-24,2014-12-23,2011-12-24,0
a0Ni0000000KVXPEA4,a0Ri0000000I3XTEA0,0,30,0,0,2014-11-12,2013-12-14,2014-11-11,2013-12-14,30
a0Ni0000000KVXPEA4,a0Ri0000000I3XSEA0,0,3240,3240,0,2014-11-12,2013-12-14,2014-11-11,2013-12-14,0
a0Ni0000000KVXPEA4,a0Ri0000000I3XVEA0,36000,3000,0,3000,2014-11-12,2013-12-14,2014-11-11,2013-12-14,0
a0Ni0000000KVXEEA4,a0Ri0000000I3XSEA0,0,8640,8640,0,2013-05-10,2010-05-10,2013-05-09,2010-05-10,0
a0Ni0000000KVXLEA4,a0Ri0000000I3XTEA0,0,38,0,0,2012-09-24,2011-09-24,2012-09-23,2011-09-24,38
a0Ni0000000KVXNEA4,a0Ri0000000I3XTEA0,0,50,0,0,2013-11-08,2012-03-15,2013-11-07,2012-03-15,50
a0Ni0000000KVXNEA4,a0Ri0000000I3XSEA0,0,7200,7200,0,2013-11-08,2012-03-15,2013-11-07,2012-03-15,0
a0Ni0000000KVXNEA4,a0Ri0000000I3XVEA0,120000,10000,0,10000,2013-11-08,2012-03-15,2013-11-07,2012-03-15,0
a0Ni0000000KVYZEA4,a0Ri0000000I3XTEA0,0,25,0,0,2013-08-25,2012-08-25,2013-08-24,2012-08-25,25
a0Ni0000000KVYZEA4,a0Ri0000000I3XSEA0,0,1800,1800,0,2013-08-25,2012-08-25,2013-08-24,2012-08-25,0
a0Ni0000000KVYZEA4,a0Ri0000000I3XVEA0,15000,1250,0,1250,2013-08-25,2012-08-25,2013-08-24,2012-08-25,0
a0Ni0000000KVXsEAO,a0Ri0000000I3XTEA0,0,25,0,0,2013-09-17,2010-09-17,2013-09-16,2010-09-17,25
a0Ni0000000KVXLEA4,a0Ri0000000I3XSEA0,0,2736,2736,0,2012-09-24,2011-09-24,2012-09-23,2011-09-24,0
a0Ni0000000KVXLEA4,a0Ri0000000I3XVEA0,91200,7600,0,7600,2012-09-24,2011-09-24,2012-09-23,2011-09-24,0
a0Ni0000000KVYuEAO,a0Ri0000000I3XUEA0,0,2736,2736,0,2014-09-24,2012-09-24,2014-09-23,2012-09-24,0
a0Ni0000000KVYuEAO,a0Ri0000000I3XTEA0,0,138,0,0,2014-09-24,2012-09-24,2014-09-23,2012-09-24,100
a0Ni0000000KVYuEAO,a0Ri0000000I3XVEA0,240000,27600,0,20000,2014-09-24,2012-09-24,2014-09-23,2012-09-24,0
a0Ni0000000KVXsEAO,a0Ri0000000I3XVEA0,30000,2500,0,2500,2013-09-17,2010-09-17,2013-09-16,2010-09-17,0
a0Ni0000000KVXMEA4,a0Ri0000000I3XTEA0,0,40,0,0,2014-07-17,2012-01-17,2014-07-16,2012-01-17,40
a0Ni0000000KVXMEA4,a0Ri0000000I3XSEA0,0,7200,7200,0,2014-07-17,2012-01-17,2014-07-16,2012-01-17,0
a0Ni0000000KVXMEA4,a0Ri0000000I3XVEA0,48000,4000,0,4000,2014-07-17,2012-01-17,2014-07-16,2012-01-17,0
a0Ni0000000KVXsEAO,a0Ri0000000I3XSEA0,0,5400,5400,0,2013-09-17,2010-09-17,2013-09-16,2010-09-17,0
a0Ni0000000KVY6EAO,a0Ri0000000I3XTEA0,0,42,0,0,2014-03-12,2012-03-12,2014-03-11,2012-03-12,42
a0Ni0000000KVY6EAO,a0Ri0000000I3XSEA0,0,6048,6048,0,2014-03-12,2012-03-12,2014-03-11,2012-03-12,0
a0Ni0000000KVY6EAO,a0Ri0000000I3XVEA0,75600,6300,0,6300,2014-03-12,2012-03-12,2014-03-11,2012-03-12,0
a0Ni0000000KVXzEAO,a0Ri0000000I3XTEA0,0,40,0,0,2013-08-15,2012-02-15,2013-08-14,2012-02-15,40
a0Ni0000000KVXaEAO,a0Ri0000000I3XSEA0,0,3600,3600,0,2013-03-22,2012-03-22,2013-03-21,2012-03-22,0
a0Ni0000000KVXaEAO,a0Ri0000000I3XVEA0,108000,9000,0,9000,2013-03-22,2012-03-22,2013-03-21,2012-03-22,0
a0Ni0000000KVXpEAO,a0Ri0000000I3XTEA0,0,38,0,0,2013-12-08,2011-12-08,2013-12-07,2011-12-08,38
a0Ni0000000KVXpEAO,a0Ri0000000I3XSEA0,0,6840,6840,0,2013-12-08,2011-12-08,2013-12-07,2011-12-08,0
a0Ni0000000KVXpEAO,a0Ri0000000I3XVEA0,85500,7125,0,7125,2013-12-08,2011-12-08,2013-12-07,2011-12-08,0
a0Ni0000000KVXTEA4,a0Ri0000000I3XTEA0,0,50,0,0,2013-11-12,2011-05-12,2013-11-11,2011-05-12,50
a0Ni0000000KVXTEA4,a0Ri0000000I3XSEA0,0,9000,9000,0,2013-11-12,2011-05-12,2013-11-11,2011-05-12,0
a0Ni0000000KVXTEA4,a0Ri0000000I3XVEA0,30000,2500,0,2500,2013-11-12,2011-05-12,2013-11-11,2011-05-12,0
a0Ni0000000KVXyEAO,a0Ri0000000I3XTEA0,0,20,0,0,2013-02-15,2012-02-15,2013-02-14,2012-02-15,20
a0Ni0000000KVXyEAO,a0Ri0000000I3XSEA0,0,1440,1440,0,2013-02-15,2012-02-15,2013-02-14,2012-02-15,0
a0Ni0000000KVXyEAO,a0Ri0000000I3XVEA0,12000,1000,0,1000,2013-02-15,2012-02-15,2013-02-14,2012-02-15,0
a0Ni0000000KVZREA4,a0Ri0000000I3XUEA0,0,5000,5000,0,2013-09-11,2013-04-11,2013-09-10,2013-04-11,0
a0Ni0000000KVZQEA4,a0Ri0000000I3XVEA0,84000,21000,0,7000,2014-03-31,2013-03-31,2014-03-30,2013-03-31,0
a0Ni0000000KVZQEA4,a0Ri0000000I3XTEA0,0,50,0,0,2014-03-31,2013-03-31,2014-03-30,2013-03-31,15
a0Ni0000000KVZQEA4,a0Ri0000000I3XUEA0,0,2000,2000,0,2014-03-31,2013-03-31,2014-03-30,2013-03-31,0
a0Ni0000000KVZSEA4,a0Ri0000000I3XVEA0,6000,4500,0,500,2014-04-11,2013-04-11,2014-04-10,2013-04-11,0
a0Ni0000000KVZPEA4,a0Ri0000000I3XTEA0,0,39,0,0,2013-12-26,2012-12-26,2013-12-25,2012-12-26,5
a0Ni0000000KVZPEA4,a0Ri0000000I3XVEA0,0,5100,0,0,2013-12-26,2012-12-26,2013-12-25,2012-12-26,0
a0Ni0000000KVZbEAO,a0Ri0000000I3XVEA0,12000,1000,0,1000,2014-02-01,2013-01-31,2014-01-31,2013-02-01,
a0Ni0000000KVZbEAO,a0Ri0000000I3XTEA0,,30,0,,2014-02-01,2013-01-31,2014-01-31,2013-02-01,30
a0Ni0000000KVZPEA4,a0Ri0000000I3XUEA0,0,4000,4000,0,2013-12-26,2012-12-26,2013-12-25,2012-12-26,0
a0Ni0000000KVZcEAO,a0Ri0000000I3XTEA0,,0,0,0,2015-05-01,2014-05-01,2015-04-30,2014-05-01,0
a0Ni0000000KVZbEAO,a0Ri0000000I3XSEA0,,0,0,,2014-02-01,2013-01-31,2014-01-31,2013-02-01,
a0Ni0000000KVZcEAO,a0Ri0000000I3XUEA0,,0,0,0,2015-05-01,2014-05-01,2015-04-30,2014-05-01,0
a0Ni0000000KVZcEAO,a0Ri0000000I3XVEA0,0,1000,0,0,2015-05-01,2014-05-01,2015-04-30,2014-05-01,0
a0Ni0000000KVZcEAO,a0Ri0000000I3XWEA0,0,0,0,0,2015-05-01,2014-05-01,2015-04-30,2014-05-01,0
a0Ni0000000KVYyEAO,a0Ri0000000I3XUEA0,,0,0,,2012-12-06,2011-06-06,2012-12-05,2011-06-06,
a0Ni0000000KVXKEA4,a0Ri0000000I3XTEA0,0,33,0,0,2011-09-27,2010-09-27,2011-09-26,2010-09-27,33
a0Ni0000000KVXKEA4,a0Ri0000000I3XSEA0,0,2376,2376,0,2011-09-27,2010-09-27,2011-09-26,2010-09-27,0
a0Ni0000000KVXKEA4,a0Ri0000000I3XVEA0,79200,6600,0,6600,2011-09-27,2010-09-27,2011-09-26,2010-09-27,0
a0Ni0000000KVYTEA4,a0Ri0000000I3XTEA0,0,20,0,0,2013-06-27,2012-06-27,2013-06-26,2012-06-27,20
a0Ni0000000KVYTEA4,a0Ri0000000I3XSEA0,0,1440,1440,0,2013-06-27,2012-06-27,2013-06-26,2012-06-27,0
a0Ni0000000KVYTEA4,a0Ri0000000I3XVEA0,120000,10000,0,10000,2013-06-27,2012-06-27,2013-06-26,2012-06-27,0
a0Ni0000000KVYbEAO,a0Ri0000000I3XSEA0,0,900,900,0,2013-03-26,2012-09-26,2013-03-25,2012-09-26,0
a0Ni0000000KVYbEAO,a0Ri0000000I3XVEA0,15000,1250,0,1250,2013-03-26,2012-09-26,2013-03-25,2012-09-26,0
a0Ni0000000KVXcEAO,a0Ri0000000I3XTEA0,0,38,0,0,2013-06-24,2011-12-24,2013-06-23,2011-12-24,38
a0Ni0000000KVXcEAO,a0Ri0000000I3XVEA0,68400,5700,0,5700,2013-06-24,2011-12-24,2013-06-23,2011-12-24,0
a0Ni0000000KVYkEAO,a0Ri0000000I3XTEA0,0,40,0,0,2013-06-05,2012-12-05,2013-06-04,2012-12-05,40
a0Ni0000000KVYkEAO,a0Ri0000000I3XSEA0,0,1440,1440,0,2013-06-05,2012-12-05,2013-06-04,2012-12-05,0
a0Ni0000000KVXcEAO,a0Ri0000000I3XSEA0,0,4104,4104,0,2013-06-24,2011-12-24,2013-06-23,2011-12-24,0
a0Ni0000000KVYkEAO,a0Ri0000000I3XVEA0,72000,6000,0,6000,2013-06-05,2012-12-05,2013-06-04,2012-12-05,0
a0Ni0000000KVXhEAO,a0Ri0000000I3XTEA0,0,200,0,0,2013-08-25,2012-08-24,2013-08-24,2012-08-24,200
a0Ni0000000KVXGEA4,a0Ri0000000I3XTEA0,0,38,0,0,2012-03-09,2011-09-09,2012-03-08,2011-09-09,38
a0Ni0000000KVXGEA4,a0Ri0000000I3XSEA0,0,1368,1368,0,2012-03-09,2011-09-09,2012-03-08,2011-09-09,0
a0Ni0000000KVXGEA4,a0Ri0000000I3XVEA0,91200,7600,0,7600,2012-03-09,2011-09-09,2012-03-08,2011-09-09,0
a0Ni0000000KVYdEAO,a0Ri0000000I3XTEA0,0,50,0,0,2013-04-22,2012-04-22,2013-04-21,2012-04-22,50
a0Ni0000000KVYdEAO,a0Ri0000000I3XSEA0,0,3600,3600,0,2013-04-22,2012-04-22,2013-04-21,2012-04-22,0
