"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","JBCXM__ACCOUNT__C","JBCXM__ASVTOTAL__C","JBCXM__ASV__C","JBCXM__ASSOCIATEDOBJECTDISPLAYVALUE__C","JBCXM__ASSOCIATEDOBJECTRECORDID__C","JBCXM__ASSOCIATEDOBJECTRECORDVALUE__C","JBCXM__BOOKINGNUMBER__C","JBCXM__CHURNREASON__C","JBCXM__COMMENT__C","JBCXM__CUSTOMERNAME__C","JBCXM__DATE__C","JBCXM__FCSTASV__C","JBCXM__FCSTBOOKINGDATE__C","JBCXM__FCSTMRR__C","JBCXM__FCSTUSER__C","JBCXM__MRRTOTAL__C","JBCXM__MRR__C","JBCXM__MAIN__C","JBCXM__NAME__C","JBCXM__NEXTRENEWALDATE__C","JBCXM__ONETIMEREVENUE__C","JBCXM__OPPORTUNITY__C","JBCXM__ORDERTYPE__C","JBCXM__ORIGINALCONTRACT__C","JBCXM__PARENTTRANSACTION__C","JBCXM__RENEWABLE__C","JBCXM__RENEWALOPPORTUNITY__C","JBCXM__RENEWALSTATUS__C","JBCXM__RENEWALTRANSACTION__C","JBCXM__REVRECENDDATE__C","JBCXM__REVRECSTARTDATE__C","JBCXM__SALESREP__C","JBCXM__TERM_FRACTIONAL__C","JBCXM__TERM__C","JBCXM__USERSTOTAL__C","JBCXM__USERS__C","DATA_LOAD_ID__C"
"a0Ni0000000KVXYEA4","false","Ord-000041","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnSAAW","91200.0","91200.0","","","","79","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Daley Business Forms","2011-12-12","91200.0","2014-09-12","7600.0","38.0","7600.0","7600.0","true","","2014-12-12","8208.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-12-11","2011-12-12","","36.0","0.0","38.0","38.0","a0Ni0000000Ap4yEAC"
"a0Ni0000000KVXZEA4","false","Ord-000042","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmzAAG","84000.0","84000.0","","","","36","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Dame Belts & Bag Co Inc","2011-06-03","84000.0","2014-03-03","7000.0","35.0","7000.0","7000.0","true","","2014-06-03","7560.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-06-02","2011-06-03","","36.0","0.0","35.0","35.0","a0Ni0000000Ap4zEAC"
"a0Ni0000000KVXXEA4","false","Ord-000040","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T18:28:17.000Z","005i0000000aHqzAAE","2014-01-29T18:28:17.000Z","001i0000007PEmkAAG","120000.0","120000.0","","","","4","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Dai-Ichi Kangyo Bank","2010-05-15","120000.0","2013-02-15","10000.0","50.0","10000.0","10000.0","true","","2013-05-15","10800.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2013-05-14","2010-05-15","","36.0","0.0","60.0","60.0","a0Ni0000000Ap4xEAC"
"a0Ni0000000KVXcEAO","false","Ord-000045","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnqAAG","68400.0","68400.0","","","","83","","New Business closed with the Following Products: ABC, DEF,GHI","Facts on File Newsletter","2011-12-24","68400.0","2013-03-24","5700.0","38.0","5700.0","5700.0","true","","2013-06-24","4104.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-06-23","2011-12-24","","18.0","0.0","38.0","38.0","a0Ni0000000Ap52EAC"
"a0Ni0000000KVXdEAO","false","Ord-000046","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnjAAG","61200.0","61200.0","","","","39","","New Business closed with the Following Products: ABC, DEF,GHI","Family Magazine","2011-06-10","61200.0","2012-09-10","5100.0","34.0","5100.0","5100.0","true","","2012-12-10","3672.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2012-12-09","2011-06-10","","18.0","0.0","34.0","34.0","a0Ni0000000Ap53EAC"
"a0Ni0000000KVXeEAO","false","Ord-000047","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T19:36:55.000Z","005i0000000aHqzAAE","2014-01-29T19:36:55.000Z","001i0000007PEmHAAW","24000.0","24000.0","","","","84","","New Business closed with the Following Products: ABC","Ferrara Foods & Confections","2011-12-24","24000.0","2013-09-24","2000.0","40.0","2000.0","2000.0","true","","2013-12-24","5760.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXjUEAU","2013-12-23","2011-12-24","","24.0","0.0","40.0","40.0","a0Ni0000000Ap54EAC"
"a0Ni0000000KVXfEAO","false","Ord-000048","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEneAAG","79200.0","79200.0","","","","82","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Gamblers Anonymous","2011-12-24","79200.0","2014-09-24","6600.0","33.0","6600.0","6600.0","true","","2014-12-24","7128.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-12-23","2011-12-24","","36.0","0.0","33.0","33.0","a0Ni0000000Ap55EAC"
"a0Ni0000000KVXgEAO","false","Ord-000049","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmGAAW","30000.0","30000.0","","","","140","","New Business closed with the Following Products: ABC, DEF","Facebook","2012-09-16","30000.0","2015-06-16","2500.0","25.0","2500.0","2500.0","true","","2015-09-16","5400.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2015-09-15","2012-09-16","","36.0","0.0","25.0","25.0","a0Ni0000000Ap56EAC"
"a0Ni0000000KVXiEAO","false","Ord-000051","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-12-20T00:22:31.000Z","005i0000000aHqzAAE","2013-12-20T00:22:31.000Z","001i0000007PEn1AAG","120000.0","120000.0","","","","51","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Nash Direct","2012-03-14","120000.0","2013-06-14","10000.0","50.0","10000.0","10000.0","true","","2013-09-14","5400.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXh9EAE","2013-09-13","2012-03-14","","18.0","0.0","50.0","50.0","a0Ni0000000Ap58EAC"
"a0Ni0000000KVXhEAO","false","Ord-000050","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-24T23:36:41.000Z","005i0000000aHqzAAE","2014-01-24T23:36:41.000Z","001i0000007PEnsAAG","123000.0","123000.0","","","","139","","New Business closed with the Following Products: ABC, DEF","PacDevco Inc","2012-08-24","120000.0","2013-09-16","10000.0","50.0","10250.0","10250.0","true","","2013-08-25","2160.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2013-08-24","2012-08-24","","12.0249","0.0","200.0","200.0","a0Ni0000000Ap57EAC"
"a0Ni0000000KVXjEAO","false","Ord-000052","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T19:48:52.000Z","005i0000000aHqzAAE","2014-01-29T19:48:52.000Z","001i0000007PEmvAAG","24000.0","24000.0","","","","70","","New Business closed with the Following Products: ABC","Vicor","2011-10-18","24000.0","2012-01-18","2000.0","40.0","2000.0","2000.0","true","","2012-04-18","1440.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000004cKO7EAM","2012-04-17","2011-10-18","","6.0","0.0","40.0","40.0","a0Ni0000000Ap59EAC"
"a0Ni0000000KVXkEAO","false","Ord-000053","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T19:51:58.000Z","005i0000000aHqzAAE","2014-01-29T19:51:58.000Z","001i0000007PEm8AAG","12000.0","12000.0","","","","73","","New Business closed with the Following Products: ABC","Ziff-Davis Labs","2011-11-09","12000.0","2012-02-09","1000.0","20.0","1000.0","1000.0","true","","2012-05-09","720.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000004cKOlEAM","2012-05-08","2011-11-09","","6.0","0.0","20.0","20.0","a0Ni0000000Ap5AEAS"
"a0Ni0000000KVXlEAO","false","Ord-000054","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnmAAG","42000.0","42000.0","","","","77","","New Business closed with the Following Products: ABC, DEF","Cahn Instruments Inc","2011-11-19","42000.0","2012-02-19","3500.0","35.0","3500.0","3500.0","true","","2012-05-19","1260.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2012-05-18","2011-11-19","","6.0","0.0","35.0","35.0","a0Ni0000000Ap5BEAS"
"a0Ni0000000KVXmEAO","false","Ord-000055","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-11-08T21:01:36.000Z","005i0000000aHqzAAE","2013-11-08T21:01:36.000Z","001i0000007PEmIAAW","72000.0","72000.0","","","","9","","New Business closed with the Following Products: ABC, DEF,GHI","Halcyon Assoc","2013-09-17","72000.0","2013-05-17","6000.0","40.0","6000.0","6000.0","true","","2014-09-17","8640.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-09-16","2013-09-17","","12.0","0.0","40.0","40.0","a0Ni0000000Ap5CEAS"
"a0Ni0000000KVXnEAO","false","Ord-000056","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T00:40:06.000Z","005i0000000aHqzAAE","2014-01-29T00:40:06.000Z","001i0000007PEn6AAG","105000.0","105000.0","","","","43","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Harkavy Information Service","2013-03-14","105000.0","2013-12-14","8750.0","35.0","8750.0","8750.0","true","","2014-03-14","6300.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-03-13","2013-03-14","","12.0","0.0","35.0","35.0","a0Ni0000000Ap5DEAS"
"a0Ni0000000KVXpEAO","false","Ord-000058","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-12-20T00:30:31.000Z","005i0000000aHqzAAE","2013-12-20T00:30:31.000Z","001i0000007PEnwAAG","85500.0","85500.0","","","","46","","New Business closed with the Following Products: ABC, DEF,GHI","IBM Corp Data Systems Div","2011-12-08","85500.0","2013-09-08","7125.0","38.0","7125.0","7125.0","true","","2013-12-08","6840.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXibEAE","2013-12-07","2011-12-08","","24.0","0.0","38.0","38.0","a0Ni0000000Ap5FEAS"
"a0Ni0000000KVXoEAO","false","Ord-000057","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmpAAG","72000.0","72000.0","","","","86","","New Business closed with the Following Products: ABC, DEF,GHI","IBK Capital Inc","2012-01-15","72000.0","2013-10-15","6000.0","40.0","6000.0","6000.0","true","","2014-01-15","5760.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-01-14","2012-01-15","","24.0","0.0","40.0","40.0","a0Ni0000000Ap5EEAS"
"a0Ni0000000KVXqEAO","false","Ord-000059","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-11-08T21:02:20.000Z","005i0000000aHqzAAE","2013-11-08T21:02:20.000Z","001i0000007PEn7AAG","42000.0","42000.0","","","","89","","New Business closed with the Following Products: ABC, DEF","Jadow B & Sons Inc","2013-10-17","42000.0","2014-04-17","3500.0","35.0","3500.0","3500.0","true","","2014-10-18","6300.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-10-17","2013-10-17","","12.0249","0.0","35.0","35.0","a0Ni0000000Ap5GEAS"
"a0Ni0000000KVXrEAO","false","Ord-000060","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-11-15T22:39:03.000Z","005i0000000aHqzAAE","2013-11-15T22:39:03.000Z","001i0000007PEnDAAW","36000.0","36000.0","","","","49","","New Business closed with the Following Products: ABC, DEF","Jaff Brothers Woodworks Inc","2013-08-16","36000.0","2014-06-22","3000.0","30.0","3000.0","3000.0","true","","2014-02-15","6480.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-02-14","2013-08-16","","6.0138","0.0","30.0","30.0","a0Ni0000000Ap5HEAS"
"a0Ni0000000KVXsEAO","false","Ord-000061","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnOAAW","30000.0","30000.0","","","","12","","New Business closed with the Following Products: ABC, DEF","Jandel Scientific Inc.","2010-09-17","30000.0","2013-06-17","2500.0","25.0","2500.0","2500.0","true","","2013-09-17","5400.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-09-16","2010-09-17","","36.0","0.0","25.0","25.0","a0Ni0000000Ap5IEAS"
"a0Ni0000000KVXtEAO","false","Ord-000062","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmoAAG","96000.0","96000.0","","","","87","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","K & S Contractors Supply Co","2012-01-17","96000.0","2013-04-17","8000.0","40.0","8000.0","8000.0","true","","2013-07-17","4320.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-07-16","2012-01-17","","18.0","0.0","40.0","40.0","a0Ni0000000Ap5JEAS"
"a0Ni0000000KVXuEAO","false","Ord-000063","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmeAAG","61200.0","61200.0","","","","91","","New Business closed with the Following Products: ABC, DEF,GHI","Lakeland Village","2012-02-05","61200.0","2014-11-05","5100.0","34.0","5100.0","5100.0","true","","2015-02-05","7344.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2015-02-04","2012-02-05","","36.0","0.0","34.0","34.0","a0Ni0000000Ap5KEAS"
"a0Ni0000000KVXvEAO","false","Ord-000064","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmqAAG","67500.0","67500.0","","","","53","","New Business closed with the Following Products: ABC, DEF","Lexidata Corporation","2012-03-13","67500.0","2013-12-13","5625.0","45.0","5625.0","5625.0","true","","2014-03-13","8100.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-03-12","2012-03-13","","24.0","0.0","45.0","45.0","a0Ni0000000Ap5LEAS"
"a0Ni0000000KVXxEAO","false","Ord-000066","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnCAAW","24000.0","24000.0","","","","54","","New Business closed with the Following Products: ABC","Majestic Entertainment","2011-08-14","24000.0","2013-05-14","2000.0","40.0","2000.0","2000.0","true","","2013-08-14","5760.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-08-13","2011-08-14","","24.0","0.0","40.0","40.0","a0Ni0000000Ap5NEAS"
"a0Ni0000000KVXyEAO","false","Ord-000067","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnyAAG","12000.0","12000.0","","","","95","","New Business closed with the Following Products: ABC","Nardon Mfg Company Incorporated","2012-02-15","12000.0","2012-11-15","1000.0","20.0","1000.0","1000.0","true","","2013-02-15","1440.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-02-14","2012-02-15","","12.0","0.0","20.0","20.0","a0Ni0000000Ap5OEAS"
"a0Ni0000000KVXwEAO","false","Ord-000065","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnAAAW","42000.0","42000.0","","","","93","","New Business closed with the Following Products: ABC, DEF","Magna Mill Products","2012-02-15","42000.0","2013-11-15","3500.0","35.0","3500.0","3500.0","true","","2014-02-15","5040.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-02-14","2012-02-15","","24.0","0.0","35.0","35.0","a0Ni0000000Ap5MEAS"
"a0Ni0000000KVY2EAO","false","Ord-000071","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmTAAW","24000.0","24000.0","","","","94","","New Business closed with the Following Products: ABC","OKeeffes Inc","2012-02-15","24000.0","2013-11-15","2000.0","40.0","2000.0","2000.0","true","","2014-02-15","5760.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-02-14","2012-02-15","","24.0","0.0","40.0","40.0","a0Ni0000000Ap5SEAS"
"a0Ni0000000KVY3EAO","false","Ord-000072","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnWAAW","18000.0","18000.0","","","","55","","New Business closed with the Following Products: ABC","P & C Food Markets Inc","2011-08-24","18000.0","2012-11-24","1500.0","30.0","1500.0","1500.0","true","","2013-02-24","3240.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-02-23","2011-08-24","","18.0","0.0","30.0","30.0","a0Ni0000000Ap5TEAS"
"a0Ni0000000KVY4EAO","false","Ord-000073","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-12-20T00:17:54.000Z","005i0000000aHqzAAE","2013-12-20T00:17:54.000Z","001i0000007PEmgAAG","30000.0","30000.0","","","","96","","New Business closed with the Following Products: ABC","Pace Press Inc","2012-03-02","60000.0","2013-03-01","5000.0","50.0","2500.0","2500.0","true","","2013-09-02","5400.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXgkEAE","2013-09-01","2012-03-02","","18.0","0.0","50.0","50.0","a0Ni0000000Ap5UEAS"
"a0Ni0000000KVXzEAO","false","Ord-000068","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnRAAW","72000.0","72000.0","","","","92","","New Business closed with the Following Products: ABC, DEF,GHI","Oakland Carbide Engineering &","2012-02-15","72000.0","2013-05-15","6000.0","40.0","6000.0","6000.0","true","","2013-08-15","4320.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-08-14","2012-02-15","","18.0","0.0","40.0","40.0","a0Ni0000000Ap5PEAS"
"a0Ni0000000KVY0EAO","false","Ord-000069","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnJAAW","136800.0","136800.0","","","","52","","New Business closed with the Following Products: ABC, DEF,GHI","Ocean Sports","2012-03-31","136800.0","2012-12-31","11400.0","38.0","11400.0","11400.0","true","","2013-03-31","5472.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-03-30","2012-03-31","","12.0","0.0","38.0","38.0","a0Ni0000000Ap5QEAS"
"a0Ni0000000KVY1EAO","false","Ord-000070","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnFAAW","61200.0","61200.0","","","","18","","New Business closed with the Following Products: ABC, DEF,GHI","Ocean Sports Wear","2010-12-26","61200.0","2012-09-26","5100.0","34.0","5100.0","5100.0","true","","2012-12-26","4896.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2012-12-25","2010-12-26","","24.0","0.0","34.0","34.0","a0Ni0000000Ap5REAS"
"a0Ni0000000KVY5EAO","false","Ord-000074","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEn2AAG","96000.0","96000.0","","","","98","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Queensborough Public Library","2012-03-12","96000.0","2012-12-12","8000.0","40.0","8000.0","8000.0","true","","2013-03-12","2880.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-03-11","2012-03-12","","12.0","0.0","40.0","40.0","a0Ni0000000Ap5VEAS"
"a0Ni0000000KVY6EAO","false","Ord-000075","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEnQAAW","75600.0","75600.0","","","","99","","New Business closed with the Following Products: ABC, DEF,GHI","Raleigh Active Wear","2012-03-12","75600.0","2013-12-12","6300.0","42.0","6300.0","6300.0","true","","2014-03-12","6048.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-03-11","2012-03-12","","24.0","0.0","42.0","42.0","a0Ni0000000Ap5WEAS"
"a0Ni0000000KVY7EAO","false","Ord-000076","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-12-20T00:19:05.000Z","005i0000000aHqzAAE","2013-12-20T00:19:05.000Z","001i0000007PEmMAAW","54000.0","54000.0","","","","58","","New Business closed with the Following Products: ABC, DEF,GHI","Raleigh Co.","2011-09-09","54000.0","2013-06-09","4500.0","30.0","4500.0","4500.0","true","","2013-09-09","4320.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXguEAE","2013-09-08","2011-09-09","","24.0","0.0","30.0","30.0","a0Ni0000000Ap5XEAS"
"a0Ni0000000KVY8EAO","false","Ord-000077","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-12-20T00:21:28.000Z","005i0000000aHqzAAE","2013-12-20T00:21:28.000Z","001i0000007PEnVAAW","42000.0","42000.0","","","","100","","New Business closed with the Following Products: ABC, DEF","Sabena-Belgian World Airlines","2012-03-12","42000.0","2013-06-12","3500.0","35.0","3500.0","3500.0","true","","2013-09-12","3780.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000003dXh4EAE","2013-09-11","2012-03-12","","18.0","0.0","35.0","35.0","a0Ni0000000Ap5YEAS"
"a0Ni0000000KVY9EAO","false","Ord-000078","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-11-15T22:46:36.000Z","005i0000000aHqzAAE","2013-11-15T22:46:36.000Z","001i0000007PEmbAAG","120000.0","120000.0","","","","24","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Saint Johns University Staten","2013-09-24","120000.0","2013-06-08","10000.0","50.0","10000.0","10000.0","true","","2014-05-18","9000.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-05-17","2013-09-24","","7.7538","0.0","50.0","50.0","a0Ni0000000Ap5ZEAS"
"a0Ni0000000KVYAEA4","false","Ord-000079","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmhAAG","91200.0","91200.0","","","","104","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","State House Active Wear","2012-03-20","91200.0","2014-06-20","7600.0","38.0","7600.0","7600.0","true","","2014-09-20","6840.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-09-19","2012-03-20","","30.0","0.0","38.0","38.0","a0Ni0000000Ap5aEAC"
"a0Ni0000000KVYBEA4","false","Ord-000080","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmnAAG","168000.0","168000.0","","","","61","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Tapecon Inc","2012-03-31","168000.0","2012-12-31","14000.0","35.0","14000.0","14000.0","true","","2013-03-31","5040.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-03-30","2012-03-31","","12.0","0.0","35.0","35.0","a0Ni0000000Ap5bEAC"
"a0Ni0000000KVYGEA4","false","Ord-000085","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmyAAG","18000.0","18000.0","","","","117","","New Business closed with the Following Products: ABC","Abbey Press Inc","2012-05-18","18000.0","2013-02-18","1500.0","30.0","1500.0","1500.0","true","","2013-05-18","2160.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2013-05-17","2012-05-18","","12.0","0.0","30.0","30.0","a0Ni0000000Ap5gEAC"
"a0Ni0000000KVYHEA4","false","Ord-000086","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmfAAG","79200.0","79200.0","","","","115","","New Business closed with the Following Products: ABC, DEF,GHI, JKL","Balfour Maclaine International","2012-05-18","79200.0","2014-02-18","6600.0","33.0","6600.0","6600.0","true","","2014-05-18","4752.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2014-05-17","2012-05-18","","24.0","0.0","33.0","33.0","a0Ni0000000Ap5hEAC"
"a0Ni0000000KVYIEA4","false","Ord-000087","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEmDAAW","45600.0","45600.0","","","","116","","New Business closed with the Following Products: ABC, DEF","Cadbury Beverages Div Cadbury","2012-05-18","45600.0","2015-02-18","3800.0","38.0","3800.0","3800.0","true","","2015-05-18","8208.0","","a0Di0000000Rx6lEAC","","","true","","Open","","2015-05-17","2012-05-18","","36.0","0.0","38.0","38.0","a0Ni0000000Ap5iEAC"
"a0Ni0000000KVYJEA4","false","Ord-000088","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2014-01-29T18:30:06.000Z","005i0000000aHqzAAE","2014-01-29T18:30:06.000Z","001i0000007PEmPAAW","240000.0","240000.0","","","","120","","New Business closed with the Following Products: ABC","East Bay Brass Foundry","2012-06-07","240000.0","2013-03-07","20000.0","150.0","20000.0","20000.0","true","","2013-06-07","2880.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","a0Ni0000000qW3AEAU","2013-06-06","2012-06-07","","12.0","0.0","150.0","150.0","a0Ni0000000Ap5jEAC"
"a0Ni0000000KVYKEA4","false","Ord-000089","2013-04-18T12:56:00.000Z","005i0000000aHqzAAE","2013-08-16T16:34:27.000Z","005i0000000aHsRAAU","2013-08-16T16:34:27.000Z","001i0000007PEn8AAG","18000.0","18000.0","","","","35","","New Business closed with the Following Products: ABC, DEF","Cal-Pac Roofing Inc","2011-06-30","18000.0","2012-03-30","1500.0","30.0","1500.0","1500.0","true","","2012-06-30","1080.0","","a0Di0000000Rx6lEAC","","","true","","Closed - Renewed","","2012-06-29","2011-06-30","","12.0","0.0","30.0","30.0","a0Ni0000000Ap5kEAC"
