"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","JBCXM__ACTIVE__C","JBCXM__ADOPTIONMEASURE__C","JBCXM__ATTRIBUTE1__C","JBCXM__ATTRIBUTE2__C","JBCXM__ATTRIBUTE3__C","JBCXM__ATTRIBUTE4__C","JBCXM__CATEGORY__C","JBCXM__DISPLAYORDER__C","JBCXM__INCLUDEINWIDGET__C","JBCXM__SHORTNAME__C","JBCXM__SYSTEMDEFINED__C","JBCXM__SYSTEMNAME__C","JBCXM__USAGETRACKINGMEASURE__C","JBCXM__MAPTOBOOKINGTYPE__C"
"a0Di0000004Em9gEAC","005i0000000aHqzAAE","false","Customer Wellness Plan","2013-09-05T05:31:22.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#00ffcc","","","false","Milestones","17.0","false","CWP","false","CWP","false",""
"a0Di0000003LxY9EAK","005i0000000aHqzAAE","false","Renewal Preperation","2013-07-30T17:46:02.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#66cc99","","","false","Alert Reason","11.0","false","Renewal","false","Renewal_Preparation","false",""
"a0Di0000003LxY4EAK","005i0000000aHqzAAE","false","CSAT Issues","2013-07-30T17:44:55.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#ffb951","","","false","Alert Reason","10.0","false","CSAT","false","CSAT_Issues","false",""
"a0Di0000003LxYREA0","005i0000000aHqzAAE","false","Onboarding Issue","2013-07-30T17:47:09.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#3399cc","","","false","Alert Reason","12.0","false","","false","Onboarding_Issue","false",""
"a0Di0000003MMFXEA4","005i0000000aHqzAAE","false","Reference","2013-08-01T21:26:53.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#ff00ff","","","false","Milestones","20.0","false","Ref","false","Ref","false",""
"a0Di0000005RpfIEAS","005i0000000aHqzAAE","false","NPS Score","2013-10-11T23:57:48.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","true","#669999","CSAT","","false","Adoption Measure Types","30.0","false","NPS","false","NPS_Trend","false",""
"a0Di0000004EE2rEAG","005i0000000aHqzAAE","false","Days to Renewal","2013-08-24T22:48:37.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","true","#FF0000","Attributes","","false","Adoption Measure Types","90.0","false","","false","Days_to_Renewal_c","false",""
"a0Di0000004EEiyEAG","005i0000000aHqzAAE","false","Quarterly Business Review","2013-08-25T21:22:12.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","","","","false","SalesRep Name","10.0","false","QBR","false","QBR_Event","false",""
"a0Di0000004EEj3EAG","005i0000000aHqzAAE","false","Annual Health Check","2013-08-25T21:22:48.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","","","","false","SalesRep Name","20.0","false","Health Check","false","AHC_Event","false",""
"a0Di0000004EEjDEAW","005i0000000aHqzAAE","false","Renewal Preparation","2013-08-25T21:23:27.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","","","","false","SalesRep Name","30.0","false","Prep","false","RenewalPrep_Event","false",""
"a0Di0000005RE7OEAW","005i0000000aHqzAAE","false","Low Priority Tickets","2013-09-30T21:49:21.000Z","005i0000000aHqzAAE","2013-11-28T03:07:19.000Z","005i0000000aHqzAAE","2013-11-28T03:07:19.000Z","true","true","#fd9200","CSAT","","false","Adoption Measure Types","30.0","false","","false","Low_Priority_Tickets__c","false",""
"a0Di0000005RE7iEAG","005i0000000aHqzAAE","false","Critical Tickets","2013-09-30T21:51:53.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","true","#FF0000","CSAT","","false","Adoption Measure Types","30.0","false","","false","Critical_Tickets__c","false",""
"a0Di0000006TDncEAG","005i0000000aHqzAAE","false","Created Support Case","2013-11-07T18:27:34.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#FF0000","","","false","Adoption Measure Types","65.0","false","SupportCase","false","supportcase","true",""
"a0Di0000006TDndEAG","005i0000000aHqzAAE","false","User Login","2013-11-07T18:27:34.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#00cd00","Logins","","false","Adoption Measure Types","80.0","false","User Login","false","userlogin","true",""
"a0Di0000006Syh5EAC","005i0000000aHqzAAE","false","Best Practices Session","2013-11-05T01:33:17.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","","","","false","SalesRep Name","40.0","false","Best","false","BestPratices","false",""
"a0Di0000006Sza0EAC","005i0000000aHqzAAE","false","On Site Visit","2013-11-05T01:33:46.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","","","","false","SalesRep Name","50.0","false","Visit","false","onsitevisit","false",""
"a0Di0000005RE7YEAW","005i0000000aHqzAAE","false","Total Tickets","2013-09-30T21:51:03.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","true","#0000cc","CSAT","","false","Adoption Measure Types","30.0","false","","false","Total_Tickets__c","false",""
"a0Di0000008Lq5wEAC","005i0000000aHqzAAE","false","Solved Tickets","2014-01-14T21:28:55.000Z","005i0000000aHqzAAE","2014-01-14T21:28:55.000Z","005i0000000aHqzAAE","2014-01-14T21:28:56.000Z","true","true","#FF0000","CSAT","","false","Adoption Measure Types","30.0","false","","false","Tickets_Solved__c","false",""
"a0Di0000006RJlXEAW","005i0000000aHqzAAE","false","Annual Review","2013-10-25T20:56:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","005i0000000aHqzAAE","2013-11-07T19:48:05.000Z","true","false","#00ee00","","","false","Milestones","21.0","false","","false","Annual_Review","false",""
"a0Di0000008LsEvEAK","005i0000000aHqzAAE","false","Marketing Campaign","2014-01-15T21:03:27.000Z","005i0000000aHqzAAE","2014-01-15T21:03:27.000Z","005i0000000aHqzAAE","2014-01-15T21:03:27.000Z","true","false","#ccffcc","","","false","Milestones","22.0","false","","false","Mrktcmpgn","false",""
"a0Di0000008M5oYEAS","005i0000000aHqzAAE","false","Logins Graph","2014-01-21T18:13:44.000Z","005i0000000aHqzAAE","2014-01-21T19:37:12.000Z","005i0000000aHqzAAE","2014-01-21T19:37:12.000Z","true","true","#FF0000","Insight","","false","Adoption Measure Types","11.0","false","","false","Logins_Graph","false",""
"a0Di0000007f4omEAA","005i0000000aHqzAAE","false","Yellow Customers","2013-12-05T00:00:23.000Z","005i0000000aHqzAAE","2013-12-11T09:38:28.000Z","005i0000000aHqzAAE","2013-12-11T09:38:28.000Z","true","false","#ffff00","CSAT","","false","Adoption Measure Types","30.0","false","","false","Yellow_Customers","false",""
"a0Di0000007f4oXEAQ","005i0000000aHqzAAE","false","Green Customers","2013-12-04T23:59:24.000Z","005i0000000aHqzAAE","2013-12-11T09:38:08.000Z","005i0000000aHqzAAE","2013-12-11T09:38:08.000Z","true","false","#00ee00","CSAT","","false","Adoption Measure Types","30.0","false","","false","Green_Customers2","false",""
"a0Di0000007f4ocEAA","005i0000000aHqzAAE","false","Red Customers","2013-12-04T23:59:49.000Z","005i0000000aHqzAAE","2013-12-11T09:38:39.000Z","005i0000000aHqzAAE","2013-12-11T09:38:39.000Z","true","false","#FF0000","CSAT","","false","Adoption Measure Types","30.0","false","","false","Red_Customers","false",""
"a0Di0000008LXkTEAW","005i0000000aHqzAAE","false","Upcoming Renewal","2014-01-06T22:29:58.000Z","005i0000000aHqzAAE","2014-01-06T22:31:30.000Z","005i0000000aHqzAAE","2014-01-06T22:31:30.000Z","true","false","#00ee00","","","false","Alert Type","10.0","false","Upcoming Renewa","false","Upcoming Renewal","false",""
