"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Date1","EventTimeStamp1","Date2","EventTimeStamp2","Date3","EventTimeStamp3","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry","NoofMeetingsAttended"
"0016100000PIgzMAAT","REPORTINGUI Account 146","CODE011","REPORTINGUI Account 146","-145","-145","-147","-77","-42","-196","-123","-74","FALSE","180","1","80","58","167","75","Energy","50"
"0016100000PIgzNAAT","REPORTINGUI Account 147","CODE012","REPORTINGUI Account 147","-146","-146","-85","-6","-6","-187","-39","-78","TRUE","86","28","200","28","133","28","Manufacturing","62"
"0016100000PIgzOAAT","REPORTINGUI Account 148","CODE013","REPORTINGUI Account 148","-147","-147","-25","-180","-33","-128","-194","-92","FALSE","174","23","160","106","126","160","Technology","161"
"0016100000PIgzPAAT","REPORTINGUI Account 149","CODE014","REPORTINGUI Account 149","-148","-148","-177","-188","-153","-164","-79","-86","TRUE","99","91","161","200","40","110","Chemicals","130"
"0016100000PIgzQAAT","REPORTINGUI Account 150","CODE015","REPORTINGUI Account 150","-149","-149","-11","-2","-30","-99","-170","-97","FALSE","138","76","166","174","75","54","Manufacturing","110"
"0016100000PIgzRAAT","REPORTINGUI Account 151","CODE001","REPORTINGUI Account 151","-150","-150",,"-84","-169","-58","-89","-110","TRUE","168","151","156","119","82","198","Finance",
"0016100000PIgzSAAT","REPORTINGUI Account 152","CODE002","REPORTINGUI Account 152","-151","-151","-172","-133","-93","-2","-165","-82","FALSE","45","45","13","94","153","1","Consulting","69"
"0016100000PIgzTAAT","REPORTINGUI Account 153","CODE003","REPORTINGUI Account 153","-152","-152","-126","-2","-180","-1","-161","-91","TRUE","59","9","3","72",,"149","Government","176"
"0016100000PIgzUAAT","REPORTINGUI Account 154","CODE004","REPORTINGUI Account 154","-153","-153","-132","-177","-7","-17","-15","-135",,"199","183","172","70","164","90","Manufacturing","169"
"0016100000PIgzVAAT","REPORTINGUI Account 155","CODE005","REPORTINGUI Account 155","-154","-154","-143","-178","-22","-139","-178","-37","TRUE","194","15","30","102","52","109","Shipping","187"
"0016100000PIgzWAAT","REPORTINGUI Account 156","CODE006","REPORTINGUI Account 156","-155","-155","-80","-171","-151","-91","-79","-96","FALSE","76","168","170","47","147","120","Food & Beverage","152"
"0016100000PIgzXAAT","REPORTINGUI Account 157","CODE007","REPORTINGUI Account 157",,"-156","-198","-162","-22","-6","-120","-50","TRUE","161","93","10","179","162","4","Healthcare","191"
"0016100000PIgzYAAT","REPORTINGUI Account 158","CODE008","REPORTINGUI Account 158","-157","-157","-24","-86","-53","-68","-30","-121","FALSE","28","112","65","2","6","77","Electronics","47"
"0016100000PIgzZAAT","REPORTINGUI Account 159","CODE009","REPORTINGUI Account 159","-158","-158","-1","-76","-38","-131","-127","-134","FALSE","144","182","192","78","90","83","Transportation","7"
"0016100000PIgzaAAD","REPORTINGUI Account 160","CODE010","REPORTINGUI Account 160","-159","-159","-124","-138","-187","-39","-96","-31","TRUE","178","164","160","36","3","177","Apparel","90"
"0016100000PIgzbAAD","REPORTINGUI Account 161","CODE011","REPORTINGUI Account 161","-160",,"-3","-40","-95","-112","-10","-47","FALSE","27","197","113","55","199","200","Service","54"
"0016100000PIgzcAAD","REPORTINGUI Account 162","CODE012","REPORTINGUI Account 162","-161","-161","-184","-122","-23","-156","-98","-7","TRUE","86",,"33","167","96",,"Television Cable, & Broadcast Network","114"
"0016100000PIgzdAAD","REPORTINGUI Account 163","CODE013","REPORTINGUI Account 163","-162","-162","-118",,"-126","-185","-18","-190","FALSE","181","17","96","73","159","27","Finance","194"
"0016100000PIgzeAAD","REPORTINGUI Account 164","CODE014","REPORTINGUI Account 164","-163","-163","-64","-75","-111","-132","-178","-171","TRUE","19","48","48","39","61","138","Manufacturing","154"
"0016100000PIgzfAAD","REPORTINGUI Account 165","CODE015","REPORTINGUI Account 165","-164","-164","-79","-193","-47","-80","-47","-38","FALSE","189","127","14","179","100","93","Manufacturing","62"
"0016100000PIgzgAAD","REPORTINGUI Account 166","CODE001","REPORTINGUI Account 166","-165","-165","-41","-192","-50","-14","-109","-123","TRUE","109","178","124","134","27","116","Chemicals","60"
"0016100000PIgzhAAD","REPORTINGUI Account 167","CODE002","REPORTINGUI Account 167","-166","-166","-151","-182","-103","-127","-24","-158",,"16","114","125","86","108","55","Government","179"
"0016100000PIgziAAD","REPORTINGUI Account 168","CODE003","REPORTINGUI Account 168","-167","-167","-16","-10","-173","-92","-126","-194","TRUE",,"190","14","193",,"41","Machinery","97"
"0016100000PIgzjAAD","REPORTINGUI Account 169","CODE004","REPORTINGUI Account 169","-168","-168","-155","-153","-36","-127","-136","-161","FALSE","185","141","69","52","162","93","Manufacturing","158"
"0016100000PIgzkAAD","REPORTINGUI Account 170","CODE005","REPORTINGUI Account 170","-169","-169","-122","-89","-151","-68","-52","-163","TRUE","61","154","189","150","118","155","Biotechnology","98"
"0016100000PIgzlAAD","REPORTINGUI Account 171","CODE006","REPORTINGUI Account 171","-170","-170","-139","-81","-178","-110","-80","-1","FALSE","162","103","129","21","191","66","Hospitality","96"
"0016100000PIgzmAAD","REPORTINGUI Account 172","CODE007","REPORTINGUI Account 172","-171","-171","-69","-155","-75","-125","-173","-135","TRUE","119","28","71","170","31","18","Education","183"
"0016100000PIgznAAD","REPORTINGUI Account 173","CODE008","REPORTINGUI Account 173",,"-172","-84","-5","-93","-11","-133","-84","FALSE","8","84","130","11","159","177","Medical & Dental Laboratories","150"
"0016100000PIgzoAAD","REPORTINGUI Account 174","CODE009","REPORTINGUI Account 174","-173","-173","-79","-187","-45","-180","-129","-197","TRUE","57","92","5","8","23","150","Medical Products","23"
"0016100000PIgzpAAD","REPORTINGUI Account 175","CODE010","REPORTINGUI Account 175","-174","-174","-64","-179","-139","-189","-159","-10","FALSE","4","131","199","15","175","26","Agriculture","102"
"0016100000PIgzqAAD","REPORTINGUI Account 176","CODE011","REPORTINGUI Account 176","-175","-175","-28","-28","-171","-34","-86","-2","TRUE","146","93","22","169","9","138","Healthcare",
"0016100000PIgzrAAD","REPORTINGUI Account 177","CODE012","REPORTINGUI Account 177","-176","-176","-11",,,"-181","-136","-68","FALSE","8","50","53","98","144","61","Retail","80"
"0016100000PIgzsAAD","REPORTINGUI Account 178","CODE013","REPORTINGUI Account 178","-177","-177","-44","-71","-136","-167","-193","-25",,"168","13","85","189","70","33","Service","122"
"0016100000PIgztAAD","REPORTINGUI Account 179","CODE014","REPORTINGUI Account 179","-178","-178","-86","-40","-131","-169","-78","-126","TRUE","155","140","135","64","114","192","Fish & Seafood","64"
"0016100000PIgzuAAD","REPORTINGUI Account 180","CODE015","REPORTINGUI Account 180","-179","-179","-100","-179","-22","-21","-123","-141","FALSE","78","36","156","28","66","97","Finance","105"
"0016100000PIgzvAAD","REPORTINGUI Account 181","CODE001","REPORTINGUI Account 181","-180",,"-115","-45","-84",,"-108","-166","TRUE","140","84","167","66","77","72","Education","69"
"0016100000PIgzwAAD","REPORTINGUI Account 182","CODE002","REPORTINGUI Account 182","-181","-181","-123","-1","-84","-145","-176",,"FALSE","1","109","87","173","174","180","Manufacturing","35"
"0016100000PIgzxAAD","REPORTINGUI Account 183","CODE003","REPORTINGUI Account 183","-182","-182","-172","-49","-60","-77","-74","-72","TRUE","22","9",,"41","126","111","Food & Beverage","27"
"0016100000PIgzyAAD","REPORTINGUI Account 184","CODE004","REPORTINGUI Account 184","-183","-183","-69","-135","-169","-33","-172","-91","FALSE","109","172","179","161","6","49","Retail","11"
"0016100000PIgzzAAD","REPORTINGUI Account 185","CODE005","REPORTINGUI Account 185","-184","-184",,"-63","-167","-173","-75","-41","TRUE","66","11","8","35","40","23","Industrial Manufacturing & Services","91"
"0016100000PIh00AAD","REPORTINGUI Account 186","CODE006","REPORTINGUI Account 186","-185","-185","-50","-119","-122","-140","-6","-194","FALSE","153","172","97","18","174","17","Insurance","191"
"0016100000PIh01AAD","REPORTINGUI Account 187","CODE007","REPORTINGUI Account 187","-186","-186","-182","-192","-170","-97","-22","-161","TRUE","71","93","16","8","145","141","Healthcare","30"
"0016100000PIh02AAD","REPORTINGUI Account 188","CODE008","REPORTINGUI Account 188","-187","-187","-104","-1","-127","-136","-196","-120","FALSE","83","16","90","7","72","79","Retail","39"
"0016100000PIh03AAD","REPORTINGUI Account 189","CODE009","REPORTINGUI Account 189","-188","-188","-168","-72","-116","-75",,"-148",,"7","93","15","85","44","6","Healthcare","181"
"0016100000PIh04AAD","REPORTINGUI Account 190","CODE010","REPORTINGUI Account 190",,"-189","-79","-97","-199","-180","-134","-100","FALSE","40","80","112","109","123","6","Manufacturing","107"
"0016100000PIh05AAD","REPORTINGUI Account 191","CODE011","REPORTINGUI Account 191","-190","-190","-68","-43",,"-134","-192","-116","TRUE","92","39","192","125","91","29","Utilities","45"
"0016100000PIh06AAD","REPORTINGUI Account 192","CODE012","REPORTINGUI Account 192","-191","-191","-34","-3","-131","-168","-44","-186","FALSE","52","141","85","103","200","107","Engineering","65"
"0016100000PIh07AAD","REPORTINGUI Account 193","CODE013","REPORTINGUI Account 193","-192","-192","-159","-69","-34","-62","-159","-185","TRUE",,"30","92","103","83","110","Oil & Gas & Energy",
"0016100000PIh08AAD","REPORTINGUI Account 194","CODE014","REPORTINGUI Account 194","-193","-193","-133","-140","-156","-173","-140","-150","FALSE","7","39","2","181","96","28","Service","154"
"0016100000PIh09AAD","REPORTINGUI Account 195","CODE015","REPORTINGUI Account 195","-194","-194","-37","-30","-58","-110","-147","-53","TRUE","162","176","39","52","138","171","Hospitality","200"
"0016100000PIh0AAAT","REPORTINGUI Account 196","CODE001","REPORTINGUI Account 196","-195","-195","-66","-179","-84","-32","-113",,"FALSE","156","34","9",,"91","51","Retail","167"
"0016100000PIh0BAAT","REPORTINGUI Account 197","CODE002","REPORTINGUI Account 197","-196","-196","-134","-49","-46","-135","-65","-67","FALSE","188","180","130","170","141","95","Non-profit","9"
"0016100000PIh0CAAT","REPORTINGUI Account 198","CODE003","REPORTINGUI Account 198","-197","-197","-37","-29","-6","-172","-118","-42","TRUE","3","80","69","101","147","193","Food & Beverage","177"
"0016100000PIh0DAAT","REPORTINGUI Account 199","CODE004","REPORTINGUI Account 199","-198","-198","-156","-127","-145","-162","-83","-68","FALSE","16","5","24","143","5","22","Agriculture","154"
