Join2Name1,Join2Name2,Join2Date1,Join2EventTimeStamp1,Join2Boolean,Join2Number1,Join2Number2,Join2Number3,
Education,CODE011,3,3,TRUE,45,140,2,
Non-profit,CODE012,3,3,FALSE,12,164,4,
Telecommunications,CODE013,3,3,TRUE,38,161,5,
Non-profit,CODE014,3,3,FALSE,2,164,5,
Technology,CODE015,3,3,TRUE,94,183,1,
Retail,CODE001,3,3,FALSE,40,186,2,
Technology,CODE002,3,3,TRUE,18,181,0,
Service,CODE003,3,3,FALSE,22,186,1,
Manufacturing,CODE004,3,3,TRUE,1,138,1,
Others,CODE005,3,3,FALSE,91,177,3,
Technology,CODE006,3,3,TRUE,46,145,5,
Others,CODE007,3,3,FALSE,74,156,3,
Manufacturing,CODE008,3,3,TRUE,97,189,3,
Manufacturing,CODE009,3,3,FALSE,30,174,5,
Manufacturing,CODE010,3,3,FALSE,54,102,2,
Distribution,CODE011,4,4,TRUE,60,168,4,
Oil & Gas & Energy,CODE012,4,4,FALSE,25,131,3,
Technology,CODE013,4,4,TRUE,0,127,3,
Others,CODE014,4,4,FALSE,91,101,1,
Manufacturing,CODE015,4,4,TRUE,16,180,0,
Finance,CODE001,4,4,FALSE,22,145,0,
Technology,CODE002,4,4,TRUE,3,116,3,
Technology,CODE003,4,4,FALSE,15,168,3,
Healthcare,CODE004,4,4,TRUE,44,129,1,
Chemicals,CODE005,4,4,FALSE,1,188,3,
Apparel,CODE006,4,4,TRUE,11,144,2,
Medical Equipment & Supplies,CODE007,4,4,FALSE,99,199,2,
Manufacturing,CODE008,4,4,TRUE,78,192,0,
Healthcare,CODE009,4,4,FALSE,54,161,5,
Retail,CODE010,4,4,TRUE,93,192,4,
Energy,CODE011,4,4,FALSE,29,106,2,
Manufacturing,CODE012,4,4,TRUE,49,144,0,
Technology,CODE013,4,4,FALSE,9,172,5,
Chemicals,CODE014,4,4,FALSE,56,116,0,
Manufacturing,CODE015,4,4,TRUE,24,100,3,
Finance,CODE001,4,4,FALSE,16,187,5,
Consulting,CODE002,4,4,TRUE,81,198,4,
Government,CODE003,4,4,FALSE,24,177,5,
Manufacturing,CODE004,4,4,TRUE,3,195,0,
Shipping,CODE005,4,4,FALSE,75,115,1,
Food & Beverage,CODE006,4,4,TRUE,48,173,0,
Healthcare,CODE007,4,4,FALSE,46,112,0,
Electronics,CODE008,4,4,TRUE,35,200,3,
Transportation,CODE009,4,4,FALSE,76,192,1,
Apparel,CODE010,4,4,TRUE,73,170,5,
Service,CODE011,4,4,FALSE,74,142,0,
Television Cable, & Broadcast Network,CODE012,4,4,TRUE,46,159,3
Finance,CODE013,4,4,FALSE,21,178,3,
Manufacturing,CODE014,4,4,TRUE,87,162,4,
Manufacturing,CODE015,4,4,FALSE,12,165,0,
Chemicals,CODE001,4,4,TRUE,5,147,2,
Government,CODE002,4,4,FALSE,58,187,2,
Machinery,CODE003,4,4,FALSE,94,195,1,
Manufacturing,CODE004,4,4,TRUE,89,126,1,
Biotechnology,CODE005,4,4,FALSE,3,145,2,
Hospitality,CODE006,4,4,TRUE,78,121,2,
Education,CODE007,4,4,FALSE,19,157,5,
Medical & Dental Laboratories,CODE008,4,4,TRUE,88,139,3,
Medical Products,CODE009,4,4,FALSE,100,163,5,
Agriculture,CODE010,4,4,TRUE,83,136,4,
Healthcare,CODE011,4,4,FALSE,88,153,0,
Retail,CODE012,4,4,TRUE,14,162,2,
Service,CODE013,4,4,FALSE,61,127,1,
Fish & Seafood,CODE014,4,4,TRUE,54,199,1,
Finance,CODE015,4,4,FALSE,4,120,4,
Education,CODE001,4,4,TRUE,61,141,3,
Manufacturing,CODE002,4,4,FALSE,33,179,0,
Food & Beverage,CODE003,4,4,TRUE,54,159,2,
Retail,CODE004,4,4,FALSE,64,104,0,
Industrial Manufacturing & Services,CODE005,4,4,TRUE,50,131,0,
Insurance,CODE006,4,4,FALSE,20,173,1,
Healthcare,CODE007,4,4,FALSE,89,140,5,
Retail,CODE008,4,4,TRUE,23,123,1,
Healthcare,CODE009,4,4,FALSE,11,123,1,
Manufacturing,CODE010,4,4,TRUE,9,162,5,
Utilities,CODE011,4,4,FALSE,21,125,5,
Engineering,CODE012,4,4,TRUE,83,182,5,
Oil & Gas & Energy,CODE013,4,4,FALSE,69,134,2,
Service,CODE014,4,4,TRUE,17,131,2,
Hospitality,CODE015,4,4,FALSE,42,116,1,
Retail,CODE001,4,4,TRUE,75,157,3,
Non-profit,CODE002,4,4,FALSE,48,108,4,
Food & Beverage,CODE003,4,4,TRUE,60,179,2,
Agriculture,CODE004,4,4,FALSE,36,136,1,
Finance,CODE005,4,4,TRUE,53,136,5,
Oil & Gas Exploration & Production,CODE006,4,4,FALSE,92,150,1,
Manufacturing,CODE007,4,4,TRUE,22,159,0,
Manufacturing,CODE008,4,4,FALSE,59,158,3,
Manufacturing,CODE009,4,4,TRUE,49,125,0,
Government,CODE010,4,4,FALSE,1,146,3,
Service,CODE011,4,4,FALSE,47,155,2,
Healthcare,CODE012,4,4,TRUE,51,120,1,
Manufacturing,CODE013,4,4,FALSE,79,200,4,
Consumer Services,CODE014,4,4,TRUE,67,125,0,
Manufacturing,CODE015,4,4,FALSE,9,161,1,
Hospitality,CODE001,4,4,TRUE,44,147,5,
Consulting,CODE002,4,4,FALSE,82,161,0,
Telecommunications,CODE003,4,4,TRUE,51,133,5,
Hospitality,CODE004,4,4,FALSE,23,105,0,
Manufacturing,CODE005,4,4,TRUE,17,131,0,
Construction,CODE006,4,4,FALSE,83,129,5,
Telecommunications,CODE007,4,4,TRUE,40,142,5,
Healthcare,CODE008,4,4,FALSE,95,159,1,
Manufacturing,CODE009,4,4,TRUE,71,130,1,
Manufacturing,CODE010,4,4,FALSE,45,106,4,
Construction,CODE011,4,4,TRUE,73,128,2,
Bakery Products,CODE012,4,4,FALSE,29,124,0,
Technology,CODE013,4,4,TRUE,49,141,4,
Manufacturing,CODE014,4,4,FALSE,47,104,1,
Technology,CODE015,4,4,FALSE,72,103,4,
Transportation,CODE001,4,4,TRUE,24,112,1,
Manufacturing,CODE002,4,4,FALSE,88,128,2,
Consulting,CODE003,4,4,TRUE,55,148,3,
Software & Programming,CODE004,4,4,FALSE,100,152,0,
,CODE005,4,4,TRUE,62,101,0,
Food & Beverage,CODE006,4,4,FALSE,46,118,2,
Service,CODE007,4,4,TRUE,58,199,4,
Service,CODE008,4,4,FALSE,86,137,3,
Medical Devices,CODE009,4,4,TRUE,8,164,3,
Service,CODE010,4,4,FALSE,75,182,2,
Biotechnology,CODE011,4,4,TRUE,6,168,2,
Finance,CODE012,4,4,FALSE,72,123,4,
Hospitality,CODE013,4,4,TRUE,100,189,4,
Healthcare,CODE014,4,4,FALSE,50,157,0,
Technology,CODE015,4,4,TRUE,3,192,4,
Service,CODE001,4,4,FALSE,17,169,1,
Government,CODE002,4,4,TRUE,56,126,1,
Energy,CODE003,4,4,FALSE,51,160,1,
 Singapore,Energy,CODE004,4,4,FALSE,61,179,3
 UK,Energy,CODE005,4,4,TRUE,65,112,2
Education,CODE006,4,4,FALSE,31,143,2,
Non-profit,CODE007,4,4,TRUE,56,126,4,
Telecommunications,CODE008,4,4,FALSE,34,167,1,
Non-profit,CODE009,4,4,TRUE,99,142,2,
Technology,CODE010,4,4,FALSE,70,119,1,
Retail,CODE011,4,4,TRUE,47,135,3,
Technology,CODE012,4,4,FALSE,45,111,3,
Service,CODE013,4,4,TRUE,80,145,0,
Manufacturing,CODE014,4,4,FALSE,58,101,1,
Others,CODE015,4,4,TRUE,56,127,0,
Technology,CODE001,4,4,FALSE,82,129,4,
Others,CODE002,4,4,TRUE,25,199,1,
Manufacturing,CODE003,4,4,FALSE,63,138,1,
Manufacturing,CODE004,4,4,TRUE,28,160,3,
Manufacturing,CODE005,4,4,FALSE,23,106,0,
Distribution,CODE006,5,5,TRUE,53,124,0,
Oil & Gas & Energy,CODE007,5,5,FALSE,46,163,4,
Technology,CODE008,5,5,FALSE,20,194,1,
Others,CODE009,5,5,TRUE,85,195,4,
Manufacturing,CODE010,5,5,FALSE,89,166,5,
Finance,CODE011,5,5,TRUE,2,197,2,
Technology,CODE012,5,5,FALSE,55,120,2,
Technology,CODE013,5,5,TRUE,52,129,0,
Healthcare,CODE014,5,5,FALSE,50,129,2,
Chemicals,CODE015,5,5,TRUE,4,133,2,
Apparel,CODE001,5,5,FALSE,3,168,2,
Medical Equipment & Supplies,CODE002,5,5,TRUE,42,123,2,
Manufacturing,CODE003,5,5,FALSE,68,132,0,
Healthcare,CODE004,5,5,TRUE,21,142,5,
Retail,CODE005,5,5,FALSE,26,147,3,
Energy,CODE006,5,5,TRUE,19,153,5,
Manufacturing,CODE007,5,5,FALSE,17,128,1,
Technology,CODE008,5,5,TRUE,100,102,1,
Chemicals,CODE009,5,5,FALSE,1,146,0,
Manufacturing,CODE010,5,5,TRUE,10,116,1,
Finance,CODE011,5,5,FALSE,15,163,0,
Consulting,CODE012,5,5,FALSE,97,175,4,
Government,CODE013,5,5,TRUE,57,162,2,
Manufacturing,CODE014,5,5,FALSE,52,118,2,
Shipping,CODE015,5,5,TRUE,24,179,0,
Food & Beverage,CODE001,5,5,FALSE,62,175,3,
Healthcare,CODE002,5,5,TRUE,88,192,4,
Electronics,CODE003,5,5,FALSE,70,147,1,
Transportation,CODE004,5,5,TRUE,38,115,1,
Apparel,CODE005,5,5,FALSE,96,106,4,
Service,CODE006,5,5,TRUE,13,159,2,
Television Cable, & Broadcast Network,CODE007,5,5,FALSE,12,113,0
Finance,CODE008,5,5,TRUE,99,200,2,
Manufacturing,CODE009,5,5,FALSE,16,153,5,
Manufacturing,CODE010,5,5,TRUE,12,149,3,
Chemicals,CODE011,5,5,FALSE,56,192,3,
Government,CODE012,5,5,TRUE,34,121,5,
Machinery,CODE013,5,5,FALSE,51,163,3,
Manufacturing,CODE014,5,5,TRUE,90,155,5,
Biotechnology,CODE015,5,5,FALSE,65,178,3,
Hospitality,CODE001,5,5,FALSE,63,193,2,
Education,CODE002,5,5,TRUE,2,179,1,
Medical & Dental Laboratories,CODE003,5,5,FALSE,24,152,5,
Medical Products,CODE004,5,5,TRUE,38,200,2,
Agriculture,CODE005,5,5,FALSE,84,132,0,
Healthcare,CODE006,5,5,TRUE,76,101,5,
Retail,CODE007,5,5,FALSE,53,154,3,
Service,CODE008,5,5,TRUE,4,125,0,
Fish & Seafood,CODE009,5,5,FALSE,39,169,4,
Finance,CODE010,5,5,TRUE,61,154,3,
Education,CODE011,5,5,FALSE,97,149,3,
Manufacturing,CODE012,5,5,TRUE,66,165,5,
Food & Beverage,CODE013,5,5,FALSE,35,136,2,
Retail,CODE014,5,5,TRUE,99,139,1,
Industrial Manufacturing & Services,CODE015,5,5,FALSE,99,154,4,
Insurance,CODE001,5,5,TRUE,11,100,4,
Healthcare,CODE002,5,5,FALSE,63,157,0,
Retail,CODE003,5,5,TRUE,66,129,1,
Healthcare,CODE004,5,5,FALSE,82,107,1,
Manufacturing,CODE005,5,5,FALSE,35,177,4,
Utilities,CODE006,5,5,TRUE,75,139,5,
Engineering,CODE007,5,5,FALSE,38,155,3,
Oil & Gas & Energy,CODE008,5,5,TRUE,31,173,1,
Service,CODE009,5,5,FALSE,30,159,3,
Hospitality,CODE010,5,5,TRUE,53,187,3,
Retail,CODE011,5,5,FALSE,95,108,1,
Non-profit,CODE012,5,5,TRUE,58,122,1,
Food & Beverage,CODE013,5,5,FALSE,41,129,1,
Agriculture,CODE014,5,5,TRUE,42,136,2,
Finance,CODE015,5,5,FALSE,18,199,1,
Oil & Gas Exploration & Production,CODE001,5,5,TRUE,45,164,5,
Manufacturing,CODE002,5,5,FALSE,0,139,4,
Manufacturing,CODE003,5,5,TRUE,39,175,3,
Manufacturing,CODE004,5,5,FALSE,9,166,5,
Government,CODE005,5,5,TRUE,78,184,3,
Service,CODE006,5,5,FALSE,68,143,3,
Healthcare,CODE007,5,5,TRUE,54,172,0,
Manufacturing,CODE008,5,5,FALSE,30,186,0,
Consumer Services,CODE009,5,5,FALSE,59,114,1,
Manufacturing,CODE010,5,5,TRUE,67,156,5,
Hospitality,CODE011,5,5,FALSE,88,141,1,
Consulting,CODE012,5,5,TRUE,74,168,1,
Telecommunications,CODE013,5,5,FALSE,3,147,0,
Hospitality,CODE014,5,5,TRUE,39,194,1,
Manufacturing,CODE015,5,5,FALSE,53,192,2,
Construction,CODE001,5,5,TRUE,11,176,3,
Telecommunications,CODE002,5,5,FALSE,42,115,2,
Healthcare,CODE003,5,5,TRUE,51,176,5,
Manufacturing,CODE004,5,5,FALSE,72,140,4,
Manufacturing,CODE005,5,5,TRUE,12,187,1,
Construction,CODE006,5,5,FALSE,56,183,5,
Bakery Products,CODE007,5,5,TRUE,69,141,3,
Technology,CODE008,5,5,FALSE,92,125,5,
Manufacturing,CODE009,5,5,TRUE,40,119,2,
Technology,CODE010,5,5,FALSE,80,154,4,
Transportation,CODE011,5,5,TRUE,36,116,5,
Manufacturing,CODE012,5,5,FALSE,99,178,0,
Consulting,CODE013,5,5,FALSE,42,135,0,
Software & Programming,CODE014,5,5,TRUE,89,168,1,
,CODE015,5,5,FALSE,72,180,3,
Food & Beverage,CODE001,5,5,TRUE,87,139,1,
Service,CODE002,5,5,FALSE,16,116,0,
Service,CODE003,5,5,TRUE,74,136,4,
Medical Devices,CODE004,5,5,FALSE,27,162,5,
Service,CODE005,5,5,TRUE,3,148,0,
Biotechnology,CODE006,5,5,FALSE,65,151,2,
Finance,CODE007,5,5,TRUE,21,148,5,
Hospitality,CODE008,5,5,FALSE,46,195,0,
Healthcare,CODE009,5,5,TRUE,68,105,4,
Technology,CODE010,5,5,FALSE,22,142,0,
Service,CODE011,5,5,TRUE,91,132,3,
Government,CODE012,5,5,FALSE,71,167,3,
Energy,CODE013,5,5,TRUE,18,192,0,
 Singapore,Energy,CODE014,5,5,FALSE,29,124,2
 UK,Energy,CODE015,5,5,TRUE,39,166,3
Education,CODE001,5,5,FALSE,5,185,5,
Non-profit,CODE002,5,5,FALSE,10,170,2,
Telecommunications,CODE003,5,5,TRUE,98,191,5,
Non-profit,CODE004,5,5,FALSE,61,191,3,
Technology,CODE005,5,5,TRUE,1,111,3,
Retail,CODE006,5,5,FALSE,31,167,2,
Technology,CODE007,5,5,TRUE,71,127,0,
Service,CODE008,5,5,FALSE,15,136,4,
Manufacturing,CODE009,5,5,TRUE,100,132,5,
Others,CODE010,5,5,FALSE,47,116,3,
Technology,CODE011,5,5,TRUE,2,142,1,
Others,CODE012,5,5,FALSE,41,157,1,
Manufacturing,CODE013,5,5,TRUE,45,147,1,
Manufacturing,CODE014,5,5,FALSE,83,148,2,
Manufacturing,CODE015,6,6,TRUE,94,111,4,
Distribution,CODE001,6,6,FALSE,67,135,2,
Oil & Gas & Energy,CODE002,6,6,TRUE,49,187,1,
Technology,CODE003,6,6,FALSE,57,171,3,
Others,CODE004,6,6,TRUE,61,118,1,
Manufacturing,CODE005,6,6,FALSE,53,123,3,
Finance,CODE006,6,6,FALSE,30,149,1,
Technology,CODE007,6,6,TRUE,45,198,2,
Technology,CODE008,6,6,FALSE,44,177,3,
Healthcare,CODE009,6,6,TRUE,81,199,0,
Chemicals,CODE010,6,6,FALSE,48,160,4,
Apparel,CODE011,6,6,TRUE,1,136,4,
Medical Equipment & Supplies,CODE012,6,6,FALSE,22,141,2,
Manufacturing,CODE013,6,6,TRUE,51,168,3,
Healthcare,CODE014,6,6,FALSE,20,152,0,
Retail,CODE015,6,6,TRUE,71,169,5,
Energy,CODE001,6,6,FALSE,90,163,5,
Manufacturing,CODE002,6,6,TRUE,79,107,4,
Technology,CODE003,6,6,FALSE,12,191,4,
Chemicals,CODE004,6,6,TRUE,99,110,1,
Manufacturing,CODE005,6,6,FALSE,52,168,2,
Finance,CODE006,6,6,TRUE,100,137,5,
Consulting,CODE007,6,6,FALSE,35,157,4,
Government,CODE008,6,6,TRUE,51,193,5,
Manufacturing,CODE009,6,6,FALSE,27,107,5,
Shipping,CODE010,6,6,FALSE,67,108,1,
Food & Beverage,CODE011,6,6,TRUE,64,199,5,
Healthcare,CODE012,6,6,FALSE,47,139,3,
Electronics,CODE013,6,6,TRUE,93,186,5,
Transportation,CODE014,6,6,FALSE,88,100,0,
Apparel,CODE015,6,6,TRUE,22,114,4,
Service,CODE001,6,6,FALSE,75,132,3,
Television Cable, & Broadcast Network,CODE002,6,6,TRUE,23,161,1
Finance,CODE003,6,6,FALSE,64,189,3,
Manufacturing,CODE004,6,6,TRUE,53,115,3,
Manufacturing,CODE005,6,6,FALSE,91,130,0,
Chemicals,CODE006,6,6,TRUE,15,105,5,
Government,CODE007,6,6,FALSE,48,136,5,
Machinery,CODE008,6,6,TRUE,79,197,5,
Manufacturing,CODE009,6,6,FALSE,19,171,2,
Biotechnology,CODE010,6,6,TRUE,100,114,3,
Hospitality,CODE011,6,6,FALSE,29,152,0,
Education,CODE012,6,6,TRUE,21,196,4,
Medical & Dental Laboratories,CODE013,6,6,FALSE,88,178,3,
Medical Products,CODE014,6,6,FALSE,41,122,1,
Agriculture,CODE015,6,6,TRUE,71,170,0,
Healthcare,CODE001,6,6,FALSE,83,124,1,
Retail,CODE002,6,6,TRUE,50,127,1,
Service,CODE003,6,6,FALSE,49,183,1,
Fish & Seafood,CODE004,6,6,TRUE,20,186,0,
Finance,CODE005,6,6,FALSE,68,125,2,
Education,CODE006,6,6,TRUE,5,181,1,
Manufacturing,CODE007,6,6,FALSE,31,162,1,
Food & Beverage,CODE008,6,6,TRUE,48,132,0,
Retail,CODE009,6,6,FALSE,26,174,1,
Industrial Manufacturing & Services,CODE010,6,6,TRUE,60,129,2,
Insurance,CODE011,6,6,FALSE,15,139,2,
Healthcare,CODE012,6,6,TRUE,8,110,4,
Retail,CODE013,6,6,FALSE,30,176,4,
Healthcare,CODE014,6,6,TRUE,91,177,1,
Manufacturing,CODE015,6,6,FALSE,31,168,5,
Utilities,CODE001,6,6,TRUE,34,179,3,
Engineering,CODE002,6,6,FALSE,79,148,3,
Oil & Gas & Energy,CODE003,6,6,FALSE,50,128,0,
Service,CODE004,6,6,TRUE,78,161,2,
Hospitality,CODE005,6,6,FALSE,82,160,4,
Retail,CODE006,6,6,TRUE,32,156,0,
Non-profit,CODE007,6,6,FALSE,51,155,4,
Food & Beverage,CODE008,6,6,TRUE,67,171,2,
Agriculture,CODE009,6,6,FALSE,60,187,3,
Finance,CODE010,6,6,TRUE,76,140,3,
Oil & Gas Exploration & Production,CODE011,6,6,FALSE,47,195,4,
Manufacturing,CODE012,6,6,TRUE,83,173,3,
Manufacturing,CODE013,6,6,FALSE,27,120,1,
Manufacturing,CODE014,6,6,TRUE,27,176,5,
Government,CODE015,6,6,FALSE,94,143,0,
Service,CODE001,6,6,TRUE,26,185,0,
Healthcare,CODE002,6,6,FALSE,0,170,5,
Manufacturing,CODE003,6,6,TRUE,61,111,1,
Consumer Services,CODE004,6,6,FALSE,20,195,4,
Manufacturing,CODE005,6,6,TRUE,31,177,4,
Hospitality,CODE006,6,6,FALSE,4,167,4,
Consulting,CODE007,6,6,FALSE,7,117,3,
Telecommunications,CODE008,6,6,TRUE,19,120,4,
Hospitality,CODE009,6,6,FALSE,80,143,4,
Manufacturing,CODE010,6,6,TRUE,10,139,5,
Construction,CODE011,6,6,FALSE,51,122,2,
Telecommunications,CODE012,6,6,TRUE,7,165,4,
Healthcare,CODE013,6,6,FALSE,30,101,0,
Manufacturing,CODE014,6,6,TRUE,47,115,3,
Manufacturing,CODE015,6,6,FALSE,61,199,5,
Construction,CODE001,6,6,TRUE,54,133,3,
Bakery Products,CODE002,6,6,FALSE,85,161,2,
Technology,CODE003,6,6,TRUE,53,102,4,
Manufacturing,CODE004,6,6,FALSE,67,125,2,
Technology,CODE005,6,6,TRUE,53,183,0,
Transportation,CODE006,6,6,FALSE,67,182,4,
Manufacturing,CODE007,6,6,TRUE,41,107,4,
Consulting,CODE008,6,6,FALSE,21,153,4,
Software & Programming,CODE009,6,6,TRUE,76,132,3,
,CODE010,6,6,FALSE,24,192,1,
Food & Beverage,CODE011,6,6,FALSE,19,145,5,
Service,CODE012,6,6,TRUE,42,170,3,
Service,CODE013,6,6,FALSE,83,189,1,
Medical Devices,CODE014,6,6,TRUE,6,199,2,
Service,CODE015,6,6,FALSE,3,114,2,
Biotechnology,CODE001,6,6,TRUE,19,165,4,
Finance,CODE002,6,6,FALSE,10,169,1,
Hospitality,CODE003,6,6,TRUE,12,200,5,
Healthcare,CODE004,6,6,FALSE,11,132,1,
Technology,CODE005,6,6,TRUE,84,102,3,
Service,CODE006,6,6,FALSE,43,111,0,
Government,CODE007,6,6,TRUE,49,189,4,
Energy,CODE008,6,6,FALSE,91,158,0,
 Singapore,Energy,CODE009,6,6,TRUE,87,148,5
 UK,Energy,CODE010,6,6,FALSE,63,175,3
Education,CODE011,6,6,TRUE,79,114,0,
Non-profit,CODE012,6,6,FALSE,90,165,3,
Telecommunications,CODE013,6,6,TRUE,84,177,3,
Non-profit,CODE014,6,6,FALSE,4,181,5,
Technology,CODE015,6,6,FALSE,17,127,2,
Retail,CODE001,6,6,TRUE,78,132,4,
Technology,CODE002,6,6,FALSE,22,118,4,
Service,CODE003,6,6,TRUE,76,167,3,
Manufacturing,CODE004,6,6,FALSE,80,102,4,
Others,CODE005,6,6,TRUE,63,169,4,
Technology,CODE006,6,6,FALSE,11,196,3,
Others,CODE007,6,6,TRUE,29,143,1,
Manufacturing,CODE008,6,6,FALSE,13,124,2,
Manufacturing,CODE009,7,7,TRUE,92,107,1,
Manufacturing,CODE010,7,7,FALSE,6,112,5,
