"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Date1","EventTimeStamp1","Date2","EventTimeStamp2","Date3","EventTimeStamp3","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry","NoofMeetingsAttended"
"0016100000PIgyVAAT","REPORTINGUI Account 93","CODE003","REPORTINGUI Account 93","04-18-2014","04-18-2014 02:56:49","01-01-2016","06-08-2012 02:56:49","02-22-2013","08-15-2014 02:56:49","08-14-2015","10-16-2015 02:56:49","FALSE","53","","200","184","146","88","Technology","14"
"0016100000PIgyWAAT","REPORTINGUI Account 94","CODE004","REPORTINGUI Account 94","04-11-2014","04-11-2014 02:56:49","09-07-2012","07-17-2015 02:56:49","11-27-2015","11-02-2012 02:56:49","12-19-2014","12-14-2012 01:56:49","TRUE","80","174","143","170","165","120","","146"
"0016100000PIgyXAAT","REPORTINGUI Account 95","CODE005","REPORTINGUI Account 95","04-04-2014","04-04-2014 02:56:49","01-31-2014","07-11-2014 02:56:49","02-21-2014","01-08-2016 01:56:49","08-29-2014","04-06-2012 02:56:49","FALSE","66","48","165","32","157","48","Technology","174"
"0016100000PIgyYAAT","REPORTINGUI Account 96","CODE006","REPORTINGUI Account 96","03-28-2014","03-28-2014 02:56:49","06-27-2014","06-12-2015 02:56:49","07-05-2013","06-13-2014 02:56:49","07-13-2012","01-16-2015 01:56:49","TRUE","64","158","143","200","42","32","Transportation","67"
"0016100000PIgyZAAT","REPORTINGUI Account 97","CODE007","REPORTINGUI Account 97","","03-21-2014 02:56:49","12-27-2013","07-18-2014 02:56:49","08-14-2015","","01-09-2015","05-02-2014 02:56:49","FALSE","120","177","157","130","13","64","Manufacturing","158"
"0016100000PIgyaAAD","REPORTINGUI Account 98","CODE008","REPORTINGUI Account 98","03-14-2014","03-14-2014 02:56:49","09-28-2012","02-22-2013 01:56:49","10-19-2012","06-05-2015 02:56:49","02-08-2013","08-21-2015 02:56:49","TRUE","11","7","42","151","191","80","Consulting","49"
"0016100000PIgybAAD","REPORTINGUI Account 99","CODE009","REPORTINGUI Account 99","03-07-2014","03-07-2014 01:56:49","04-20-2012","05-22-2015 02:56:49","11-13-2015","02-01-2013 01:56:49","05-11-2012","10-05-2012 02:56:49","FALSE","116","49","106","71","138","180","Software & Programming","130"
"0016100000PIgycAAD","REPORTINGUI Account 100","CODE010","REPORTINGUI Account 100","02-28-2014","02-28-2014 01:56:49","11-23-2012","05-04-2012 02:56:49","05-10-2013","09-18-2015 02:56:49","08-24-2012","09-27-2013 02:56:49","TRUE","","152","152","53","127","","",""
"0016100000PIgydAAD","REPORTINGUI Account 101","CODE011","REPORTINGUI Account 101","02-21-2014","02-21-2014 01:56:49","06-14-2013","12-21-2012 01:56:49","07-10-2015","12-06-2013 01:56:49","03-06-2015","09-21-2012 02:56:49","FALSE","63","24","199","104","2","64","Food & Beverage","107"
"0016100000PIgyeAAD","REPORTINGUI Account 102","CODE012","REPORTINGUI Account 102","02-14-2014","02-14-2014 01:56:49","07-11-2014","08-22-2014 02:56:49","06-07-2013","05-02-2014 02:56:49","04-27-2012","05-30-2014 02:56:49","FALSE","154","3","75","109","169","3","Service","47"
"0016100000PIgyfAAD","REPORTINGUI Account 103","CODE013","REPORTINGUI Account 103","02-07-2014","02-07-2014 01:56:49","11-22-2013","05-10-2013 02:56:49","05-03-2013","09-13-2013 02:56:49","04-20-2012","07-04-2014 02:56:49","TRUE","61","38","","27","175","82","Service","46"
"0016100000PIgygAAD","REPORTINGUI Account 104","","REPORTINGUI Account 104","01-31-2014","01-31-2014 01:56:49","05-09-2014","02-06-2015 01:56:49","","05-02-2014 02:56:49","01-09-2015","12-27-2013 01:56:49","FALSE","193","88","180","13","133","128","Medical Devices","85"
"0016100000PIgyhAAD","REPORTINGUI Account 105","CODE015","REPORTINGUI Account 105","01-24-2014","","08-03-2012","06-15-2012 02:56:49","08-07-2015","04-12-2013 02:56:49","03-28-2014","06-01-2012 02:56:49","TRUE","61","120","39","166","48","156","Service","5"
"0016100000PIgyiAAD","REPORTINGUI Account 106","CODE001","REPORTINGUI Account 106","01-17-2014","01-17-2014 01:56:49","02-27-2015","09-18-2015 02:56:49","05-03-2013","06-21-2013 02:56:49","09-13-2013","01-02-2015 01:56:49","FALSE","2","23","53","165","","112","Biotechnology","29"
"0016100000PIgyjAAD","REPORTINGUI Account 107","CODE002","REPORTINGUI Account 107","01-10-2014","01-10-2014 01:56:49","09-25-2015","11-01-2013 02:56:49","07-03-2015","05-30-2014 02:56:49","02-14-2014","07-06-2012 02:56:49","TRUE","14","173","99","170","117","180","Finance","177"
"0016100000PIgykAAD","REPORTINGUI Account 108","CODE003","REPORTINGUI Account 108","01-03-2014","01-03-2014 01:56:49","12-19-2014","","11-23-2012","02-20-2015 01:56:49","12-19-2014","06-06-2014 02:56:49","FALSE","33","109","74","164","108","164","Hospitality","153"
"0016100000PIgylAAD","REPORTINGUI Account 109","CODE004","REPORTINGUI Account 109","12-27-2013","12-27-2013 01:56:49","10-05-2012","01-11-2013 01:56:49","09-21-2012","04-19-2013 02:56:49","01-17-2014","08-09-2013 02:56:49","TRUE","58","28","180","49","108","71","Healthcare","158"
"0016100000PIgymAAD","REPORTINGUI Account 110","CODE005","REPORTINGUI Account 110","12-20-2013","12-20-2013 01:56:49","08-22-2014","08-31-2012 02:56:49","12-14-2012","01-18-2013 01:56:49","10-26-2012","08-07-2015 02:56:49","FALSE","60","142","108","190","60","167","Technology","184"
"0016100000PIgynAAD","REPORTINGUI Account 111","CODE006","REPORTINGUI Account 111","12-13-2013","12-13-2013 01:56:49","04-03-2015","08-02-2013 02:56:49","02-14-2014","07-10-2015 02:56:49","06-27-2014","10-03-2014 02:56:49","TRUE","58","185","144","79","145","114","Service","51"
"0016100000PIgyoAAD","REPORTINGUI Account 112","CODE007","REPORTINGUI Account 112","12-06-2013","12-06-2013 01:56:49","","06-01-2012 02:56:49","05-09-2014","03-22-2013 02:56:49","05-03-2013","10-03-2014 02:56:49","FALSE","","121","161","167","61","99","Government","32"
"0016100000PIgypAAD","REPORTINGUI Account 113","CODE008","REPORTINGUI Account 113","11-29-2013","11-29-2013 01:56:49","06-26-2015","04-20-2012 02:56:49","07-04-2014","07-20-2012 02:56:49","10-05-2012","03-30-2012 02:56:49","TRUE","49","158","13","103","80","115","Energy","9"
"0016100000PIgyqAAD","REPORTINGUI Account 114","CODE009","REPORTINGUI Account 114","11-22-2013","11-22-2013 01:56:49","07-12-2013","02-21-2014 01:56:49","05-29-2015","02-14-2014 01:56:49","09-14-2012","12-04-2015 01:56:49","FALSE","31","150","91","28","36","72","Energy","135"
"0016100000PIgyrAAD","REPORTINGUI Account 115","CODE010","REPORTINGUI Account 115","11-15-2013","11-15-2013 01:56:49","03-21-2014","07-27-2012 02:56:49","05-23-2014","08-23-2013 02:56:49","04-04-2014","03-07-2014 01:56:49","TRUE","198","132","55","150","106","100","Energy","11"
"0016100000PIgysAAD","REPORTINGUI Account 116","CODE011","REPORTINGUI Account 116","11-08-2013","11-08-2013 01:56:49","10-30-2015","05-15-2015 02:56:49","11-20-2015","09-11-2015 02:56:49","07-19-2013","02-08-2013 01:56:49","FALSE","110","112","125","52","","83","Education",""
"0016100000PIgytAAD","REPORTINGUI Account 117","CODE012","REPORTINGUI Account 117","11-01-2013","11-01-2013 02:56:49","02-21-2014","02-14-2014 01:56:49","10-19-2012","05-01-2015 02:56:49","06-15-2012","04-05-2013 02:56:49","TRUE","124","149","","197","39","187","Non-profit","164"
"0016100000PIgyuAAD","REPORTINGUI Account 118","CODE013","REPORTINGUI Account 118","10-25-2013","10-25-2013 02:56:49","06-14-2013","03-22-2013 02:56:49","09-12-2014","07-24-2015 02:56:49","05-17-2013","05-16-2014 02:56:49","FALSE","187","113","162","102","161","11","Telecommunications","95"
"0016100000PIgyvAAD","REPORTINGUI Account 119","CODE014","REPORTINGUI Account 119","10-18-2013","10-18-2013 02:56:49","10-04-2013","10-23-2015 02:56:49","01-11-2013","04-18-2014 02:56:49","02-06-2015","03-06-2015 01:56:49","TRUE","112","38","97","106","140","59","Non-profit","121"
"0016100000PIgywAAD","REPORTINGUI Account 120","CODE015","REPORTINGUI Account 120","10-11-2013","10-11-2013 02:56:49","11-08-2013","02-15-2013 01:56:49","07-12-2013","06-07-2013 02:56:49","07-24-2015","11-16-2012 01:56:49","FALSE","35","177","130","46","158","27","Technology","109"
"0016100000PIgyxAAD","REPORTINGUI Account 121","CODE001","REPORTINGUI Account 121","10-04-2013","10-04-2013 02:56:49","04-11-2014","07-25-2014 02:56:49","05-18-2012","04-18-2014 02:56:49","10-25-2013","11-06-2015 01:56:49","FALSE","148","190","162","55","146","169","Retail","16"
"0016100000PIgyyAAD","REPORTINGUI Account 122","CODE002","REPORTINGUI Account 122","09-27-2013","09-27-2013 02:56:49","","12-21-2012 01:56:49","05-22-2015","06-22-2012 02:56:49","09-25-2015","07-11-2014 02:56:49","","7","87","65","76","110","192","Technology","119"
"0016100000PIgyzAAD","REPORTINGUI Account 123","CODE003","REPORTINGUI Account 123","09-20-2013","09-20-2013 02:56:49","07-12-2013","09-19-2014 02:56:49","11-20-2015","08-16-2013 02:56:49","12-19-2014","11-30-2012 01:56:49","FALSE","2","114","89","195","171","","Service","19"
"0016100000PIgz0AAD","REPORTINGUI Account 124","CODE004","REPORTINGUI Account 124","09-13-2013","09-13-2013 02:56:49","01-31-2014","09-26-2014 02:56:49","12-20-2013","08-21-2015 02:56:49","10-19-2012","11-16-2012 01:56:49","TRUE","106","150","80","109","13","121","Manufacturing","100"
"0016100000PIgz1AAD","REPORTINGUI Account 125","CODE005","REPORTINGUI Account 125","09-06-2013","","05-29-2015","05-02-2014 02:56:49","05-03-2013","02-21-2014 01:56:49","08-31-2012","11-14-2014 01:56:49","FALSE","9","163","30","146","34","32","Others","200"
"0016100000PIgz2AAD","REPORTINGUI Account 126","CODE006","REPORTINGUI Account 126","08-30-2013","08-30-2013 02:56:49","11-15-2013","01-04-2013 01:56:49","10-10-2014","09-19-2014 02:56:49","09-12-2014","07-13-2012 02:56:49","TRUE","200","90","200","93","109","176","Technology","65"
"0016100000PIgz3AAD","REPORTINGUI Account 127","CODE007","REPORTINGUI Account 127","08-23-2013","08-23-2013 02:56:49","08-29-2014","08-30-2013 02:56:49","06-27-2014","06-15-2012 02:56:49","02-08-2013","04-17-2015 02:56:49","FALSE","49","61","10","185","103","177","Others","186"
"0016100000PIgz4AAD","REPORTINGUI Account 128","CODE008","REPORTINGUI Account 128","08-16-2013","08-16-2013 02:56:49","07-27-2012","12-21-2012 01:56:49","10-12-2012","11-23-2012 01:56:49","11-20-2015","02-07-2014 01:56:49","TRUE","115","140","117","92","195","168","Manufacturing","106"
"0016100000PIgz5AAD","REPORTINGUI Account 129","CODE009","REPORTINGUI Account 129","08-09-2013","08-09-2013 02:56:49","03-01-2013","01-23-2015 01:56:49","03-22-2013","01-18-2013 01:56:49","08-09-2013","08-09-2013 02:56:49","FALSE","103","131","125","10","130","58","Manufacturing","34"
"0016100000PIgz6AAD","REPORTINGUI Account 130","CODE010","REPORTINGUI Account 130","08-02-2013","08-02-2013 02:56:49","09-13-2013","01-16-2015 01:56:49","06-20-2014","05-24-2013 02:56:49","10-16-2015","12-27-2013 01:56:49","TRUE","","35","168","82","166","172","Manufacturing",""
"0016100000PIgz7AAD","REPORTINGUI Account 131","CODE011","REPORTINGUI Account 131","07-26-2013","07-26-2013 02:56:49","06-01-2012","06-28-2013 02:56:49","12-20-2013","01-02-2015 01:56:49","05-04-2012","07-03-2015 02:56:49","FALSE","163","154","116","55","198","94","Distribution","25"
"0016100000PIgz8AAD","REPORTINGUI Account 132","CODE012","REPORTINGUI Account 132","07-19-2013","07-19-2013 02:56:49","08-08-2014","12-20-2013 01:56:49","10-24-2014","01-30-2015 01:56:49","02-13-2015","04-03-2015 02:56:49","TRUE","131","83","53","20","130","152","Oil & Gas & Energy","103"
"0016100000PIgz9AAD","REPORTINGUI Account 133","CODE013","REPORTINGUI Account 133","07-12-2013","07-12-2013 02:56:49","10-05-2012","10-02-2015 02:56:49","06-06-2014","12-11-2015 01:56:49","01-31-2014","07-06-2012 02:56:49","","178","47","102","134","20","191","Technology","96"
"0016100000PIgzAAAT","REPORTINGUI Account 134","CODE014","REPORTINGUI Account 134","07-05-2013","07-05-2013 02:56:49","10-09-2015","08-31-2012 02:56:49","03-13-2015","07-05-2013 02:56:49","01-08-2016","10-02-2015 02:56:49","TRUE","5","114","121","33","124","157","Others","67"
"0016100000PIgzBAAT","REPORTINGUI Account 135","CODE015","REPORTINGUI Account 135","06-28-2013","06-28-2013 02:56:49","11-23-2012","05-03-2013 02:56:49","04-04-2014","11-15-2013 01:56:49","01-17-2014","05-02-2014 02:56:49","FALSE","136","9","68","79","","139","Manufacturing","98"
"0016100000PIgzCAAT","REPORTINGUI Account 136","CODE001","REPORTINGUI Account 136","06-21-2013","06-21-2013 02:56:49","","11-09-2012 01:56:49","08-07-2015","11-14-2014 01:56:49","08-02-2013","10-23-2015 02:56:49","TRUE","194","187","45","185","145","137","Finance","145"
"0016100000PIgzDAAT","REPORTINGUI Account 137","CODE002","REPORTINGUI Account 137","06-14-2013","06-14-2013 02:56:49","07-05-2013","05-30-2014 02:56:49","10-04-2013","05-29-2015 02:56:49","11-01-2013","06-08-2012 02:56:49","FALSE","26","2","1","70","18","35","Technology","29"
"0016100000PIgzEAAT","REPORTINGUI Account 138","CODE003","REPORTINGUI Account 138","06-07-2013","06-07-2013 02:56:49","09-11-2015","06-19-2015 02:56:49","08-21-2015","01-03-2014 01:56:49","03-14-2014","03-22-2013 02:56:49","TRUE","191","143","188","148","6","125","Technology","90"
"0016100000PIgzFAAT","REPORTINGUI Account 139","CODE004","REPORTINGUI Account 139","05-31-2013","05-31-2013 02:56:49","07-20-2012","09-20-2013 02:56:49","04-18-2014","09-07-2012 02:56:49","12-06-2013","01-10-2014 01:56:49","FALSE","104","132","176","2","156","46","Healthcare","45"
"0016100000PIgzGAAT","REPORTINGUI Account 140","CODE005","REPORTINGUI Account 140","","05-24-2013 02:56:49","09-12-2014","10-18-2013 02:56:49","08-31-2012","10-17-2014 02:56:49","12-20-2013","05-18-2012 02:56:49","FALSE","138","199","10","170","113","4","Chemicals","194"
"0016100000PIgzHAAT","REPORTINGUI Account 141","CODE006","REPORTINGUI Account 141","05-17-2013","05-17-2013 02:56:49","07-20-2012","10-24-2014 02:56:49","05-17-2013","06-19-2015 02:56:49","06-13-2014","11-01-2013 02:56:49","TRUE","120","98","178","99","134","","Apparel","158"
"0016100000PIgzIAAT","REPORTINGUI Account 142","CODE007","REPORTINGUI Account 142","05-10-2013","05-10-2013 02:56:49","05-16-2014","05-10-2013 02:56:49","03-13-2015","10-05-2012 02:56:49","02-06-2015","02-15-2013 01:56:49","FALSE","161","164","98","146","193","9","Medical Equipment & Supplies","90"
"0016100000PIgzJAAT","REPORTINGUI Account 143","CODE008","REPORTINGUI Account 143","05-03-2013","05-03-2013 02:56:49","01-16-2015","04-05-2013 02:56:49","06-08-2012","08-14-2015 02:56:49","06-21-2013","03-01-2013 01:56:49","TRUE","194","152","56","17","79","85","Manufacturing","140"
"0016100000PIgzKAAT","REPORTINGUI Account 144","CODE009","REPORTINGUI Account 144","04-26-2013","04-26-2013 02:56:49","07-12-2013","12-04-2015 01:56:49","04-25-2014","10-30-2015 02:56:49","09-14-2012","12-18-2015 01:56:49","FALSE","37","169","75","80","88","2","Healthcare","39"
"0016100000PIgzLAAT","REPORTINGUI Account 145","CODE010","REPORTINGUI Account 145","04-19-2013","04-19-2013 02:56:49","10-19-2012","08-29-2014 02:56:49","02-08-2013","06-15-2012 02:56:49","10-19-2012","09-06-2013 02:56:49","TRUE","119","64","111","140","112","97","Retail","77"
"0016100000PIgzMAAT","REPORTINGUI Account 146","CODE011","REPORTINGUI Account 146","04-12-2013","04-12-2013 02:56:49","03-29-2013","08-01-2014 02:56:49","04-03-2015","04-20-2012 02:56:49","09-13-2013","08-22-2014 02:56:49","FALSE","180","1","80","58","167","75","Energy","50"
"0016100000PIgzNAAT","REPORTINGUI Account 147","CODE012","REPORTINGUI Account 147","04-05-2013","04-05-2013 02:56:49","06-06-2014","12-11-2015 01:56:49","12-11-2015","06-22-2012 02:56:49","04-24-2015","07-25-2014 02:56:49","TRUE","86","28","200","28","133","28","Manufacturing","62"
"0016100000PIgzOAAT","REPORTINGUI Account 148","CODE013","REPORTINGUI Account 148","03-29-2013","03-29-2013 02:56:49","07-31-2015","08-10-2012 02:56:49","06-05-2015","08-09-2013 02:56:49","05-04-2012","04-18-2014 02:56:49","FALSE","174","23","160","106","126","160","Technology","161"
"0016100000PIgzPAAT","REPORTINGUI Account 149","CODE014","REPORTINGUI Account 149","03-22-2013","03-22-2013 02:56:49","08-31-2012","06-15-2012 02:56:49","02-15-2013","11-30-2012 01:56:49","07-18-2014","05-30-2014 02:56:49","TRUE","99","91","161","200","40","110","Chemicals","130"
"0016100000PIgzQAAT","REPORTINGUI Account 150","CODE015","REPORTINGUI Account 150","03-15-2013","03-15-2013 02:56:49","11-06-2015","01-08-2016 01:56:49","06-26-2015","02-28-2014 01:56:49","10-19-2012","03-14-2014 02:56:49","FALSE","138","76","166","174","75","54","Manufacturing","110"
"0016100000PIgzRAAT","REPORTINGUI Account 151","CODE001","REPORTINGUI Account 151","03-08-2013","03-08-2013 01:56:49","","06-13-2014 02:56:49","10-26-2012","12-12-2014 01:56:49","05-09-2014","12-13-2013 01:56:49","TRUE","168","151","156","119","82","198","Finance",""
"0016100000PIgzSAAT","REPORTINGUI Account 152","CODE002","REPORTINGUI Account 152","03-01-2013","03-01-2013 01:56:49","10-05-2012","07-05-2013 02:56:49","04-11-2014","01-08-2016 01:56:49","11-23-2012","06-27-2014 02:56:49","FALSE","45","45","13","94","153","1","Consulting","69"
"0016100000PIgzTAAT","REPORTINGUI Account 153","CODE003","REPORTINGUI Account 153","02-22-2013","02-22-2013 01:56:49","08-23-2013","01-08-2016 01:56:49","08-10-2012","01-15-2016 01:56:49","12-21-2012","04-25-2014 02:56:49","TRUE","59","9","3","72","","149","Government","176"
"0016100000PIgzUAAT","REPORTINGUI Account 154","CODE004","REPORTINGUI Account 154","02-15-2013","02-15-2013 01:56:49","07-12-2013","08-31-2012 02:56:49","12-04-2015","09-25-2015 02:56:49","10-09-2015","06-21-2013 02:56:49","","199","183","172","70","164","90","Manufacturing","169"
"0016100000PIgzVAAT","REPORTINGUI Account 155","CODE005","REPORTINGUI Account 155","02-08-2013","02-08-2013 01:56:49","04-26-2013","08-24-2012 02:56:49","08-21-2015","05-24-2013 02:56:49","08-24-2012","05-08-2015 02:56:49","TRUE","194","15","30","102","52","109","Shipping","187"
"0016100000PIgzWAAT","REPORTINGUI Account 156","CODE006","REPORTINGUI Account 156","02-01-2013","02-01-2013 01:56:49","07-11-2014","10-12-2012 02:56:49","03-01-2013","04-25-2014 02:56:49","07-18-2014","03-21-2014 02:56:49","FALSE","76","168","170","47","147","120","Food & Beverage","152"
"0016100000PIgzXAAT","REPORTINGUI Account 157","CODE007","REPORTINGUI Account 157","","01-25-2013 01:56:49","04-06-2012","12-14-2012 01:56:49","08-21-2015","12-11-2015 01:56:49","10-04-2013","02-06-2015 01:56:49","TRUE","161","93","10","179","162","4","Healthcare","191"
"0016100000PIgzYAAT","REPORTINGUI Account 158","CODE008","REPORTINGUI Account 158","01-18-2013","01-18-2013 01:56:49","08-07-2015","05-30-2014 02:56:49","01-16-2015","10-03-2014 02:56:49","06-26-2015","09-27-2013 02:56:49","FALSE","28","112","65","2","6","77","Electronics","47"
"0016100000PIgzZAAT","REPORTINGUI Account 159","CODE009","REPORTINGUI Account 159","01-11-2013","01-11-2013 01:56:49","01-15-2016","08-08-2014 02:56:49","05-01-2015","07-19-2013 02:56:49","08-16-2013","06-28-2013 02:56:49","FALSE","144","182","192","78","90","83","Transportation","7"
"0016100000PIgzaAAD","REPORTINGUI Account 160","CODE010","REPORTINGUI Account 160","01-04-2013","01-04-2013 01:56:49","09-06-2013","05-31-2013 02:56:49","06-22-2012","04-24-2015 02:56:49","03-21-2014","06-19-2015 02:56:49","TRUE","178","164","160","36","3","177","Apparel","90"
"0016100000PIgzbAAD","REPORTINGUI Account 161","CODE011","REPORTINGUI Account 161","12-28-2012","","01-01-2016","04-17-2015 02:56:49","03-28-2014","11-29-2013 01:56:49","11-13-2015","02-27-2015 01:56:49","FALSE","27","197","113","55","199","200","Service","54"
"0016100000PIgzcAAD","REPORTINGUI Account 162","CODE012","REPORTINGUI Account 162","12-21-2012","12-21-2012 01:56:49","07-13-2012","09-20-2013 02:56:49","08-14-2015","01-25-2013 01:56:49","03-07-2014","12-04-2015 01:56:49","TRUE","86","","33","167","96","","Television Cable, & Broadcast Network","114"
"0016100000PIgzdAAD","REPORTINGUI Account 163","CODE013","REPORTINGUI Account 163","12-14-2012","12-14-2012 01:56:49","10-18-2013","","08-23-2013","07-06-2012 02:56:49","09-18-2015","06-01-2012 02:56:49","FALSE","181","17","96","73","159","27","Finance","194"
"0016100000PIgzeAAD","REPORTINGUI Account 164","CODE014","REPORTINGUI Account 164","12-07-2012","12-07-2012 01:56:49","10-31-2014","08-15-2014 02:56:49","12-06-2013","07-12-2013 02:56:49","08-24-2012","10-12-2012 02:56:49","TRUE","19","48","48","39","61","138","Manufacturing","154"
"0016100000PIgzfAAD","REPORTINGUI Account 165","CODE015","REPORTINGUI Account 165","11-30-2012","11-30-2012 01:56:49","07-18-2014","05-11-2012 02:56:49","02-27-2015","07-11-2014 02:56:49","02-27-2015","05-01-2015 02:56:49","FALSE","189","127","14","179","100","93","Manufacturing","62"
"0016100000PIgzgAAD","REPORTINGUI Account 166","CODE001","REPORTINGUI Account 166","11-23-2012","11-23-2012 01:56:49","04-10-2015","05-18-2012 02:56:49","02-06-2015","10-16-2015 02:56:49","12-20-2013","09-13-2013 02:56:49","TRUE","109","178","124","134","27","116","Chemicals","60"
"0016100000PIgzhAAD","REPORTINGUI Account 167","CODE002","REPORTINGUI Account 167","11-16-2012","11-16-2012 01:56:49","03-01-2013","07-27-2012 02:56:49","01-31-2014","08-16-2013 02:56:49","08-07-2015","01-11-2013 01:56:49","","16","114","125","86","108","55","Government","179"
"0016100000PIgziAAD","REPORTINGUI Account 168","CODE003","REPORTINGUI Account 168","11-09-2012","11-09-2012 01:56:49","10-02-2015","11-13-2015 01:56:49","09-28-2012","04-18-2014 02:56:49","08-23-2013","05-04-2012 02:56:49","TRUE","","190","14","193","","41","Machinery","97"
"0016100000PIgzjAAD","REPORTINGUI Account 169","CODE004","REPORTINGUI Account 169","11-02-2012","11-02-2012 02:56:49","02-01-2013","02-15-2013 01:56:49","05-15-2015","08-16-2013 02:56:49","06-14-2013","12-21-2012 01:56:49","FALSE","185","141","69","52","162","93","Manufacturing","158"
"0016100000PIgzkAAD","REPORTINGUI Account 170","CODE005","REPORTINGUI Account 170","10-26-2012","10-26-2012 02:56:49","09-20-2013","05-09-2014 02:56:49","03-01-2013","10-03-2014 02:56:49","01-23-2015","12-07-2012 01:56:49","TRUE","61","154","189","150","118","155","Biotechnology","98"
"0016100000PIgzlAAD","REPORTINGUI Account 171","CODE006","REPORTINGUI Account 171","10-19-2012","10-19-2012 02:56:49","05-24-2013","07-04-2014 02:56:49","08-24-2012","12-13-2013 01:56:49","07-11-2014","01-15-2016 01:56:49","FALSE","162","103","129","21","191","66","Hospitality","96"
"0016100000PIgzmAAD","REPORTINGUI Account 172","CODE007","REPORTINGUI Account 172","10-12-2012","10-12-2012 02:56:49","09-26-2014","02-01-2013 01:56:49","08-15-2014","08-30-2013 02:56:49","09-28-2012","06-21-2013 02:56:49","TRUE","119","28","71","170","31","18","Education","183"
"0016100000PIgznAAD","REPORTINGUI Account 173","CODE008","REPORTINGUI Account 173","","10-05-2012 02:56:49","06-13-2014","12-18-2015 01:56:49","04-11-2014","11-06-2015 01:56:49","07-05-2013","06-13-2014 02:56:49","FALSE","8","84","130","11","159","177","Medical & Dental Laboratories","150"
"0016100000PIgzoAAD","REPORTINGUI Account 174","CODE009","REPORTINGUI Account 174","09-28-2012","09-28-2012 02:56:49","07-18-2014","06-22-2012 02:56:49","03-13-2015","08-10-2012 02:56:49","08-02-2013","04-13-2012 02:56:49","TRUE","57","92","5","8","23","150","Medical Products","23"
"0016100000PIgzpAAD","REPORTINGUI Account 175","CODE010","REPORTINGUI Account 175","09-21-2012","09-21-2012 02:56:49","10-31-2014","08-17-2012 02:56:49","05-24-2013","06-08-2012 02:56:49","01-04-2013","11-13-2015 01:56:49","FALSE","4","131","199","15","175","26","Agriculture","102"
"0016100000PIgzqAAD","REPORTINGUI Account 176","CODE011","REPORTINGUI Account 176","09-14-2012","09-14-2012 02:56:49","07-10-2015","07-10-2015 02:56:49","10-12-2012","05-29-2015 02:56:49","05-30-2014","01-08-2016 01:56:49","TRUE","146","93","22","169","9","138","Healthcare",""
"0016100000PIgzrAAD","REPORTINGUI Account 177","CODE012","REPORTINGUI Account 177","09-07-2012","09-07-2012 02:56:49","11-06-2015","","","08-03-2012 02:56:49","06-14-2013","10-03-2014 02:56:49","FALSE","8","50","53","98","144","61","Retail","80"
"0016100000PIgzsAAD","REPORTINGUI Account 178","CODE013","REPORTINGUI Account 178","08-31-2012","08-31-2012 02:56:49","03-20-2015","09-12-2014 02:56:49","06-14-2013","11-09-2012 01:56:49","05-11-2012","07-31-2015 02:56:49","","168","13","85","189","70","33","Service","122"
"0016100000PIgztAAD","REPORTINGUI Account 179","CODE014","REPORTINGUI Account 179","08-24-2012","08-24-2012 02:56:49","05-30-2014","04-17-2015 02:56:49","07-19-2013","10-26-2012 02:56:49","07-25-2014","08-23-2013 02:56:49","TRUE","155","140","135","64","114","192","Fish & Seafood","64"
"0016100000PIgzuAAD","REPORTINGUI Account 180","CODE015","REPORTINGUI Account 180","08-17-2012","08-17-2012 02:56:49","02-21-2014","08-17-2012 02:56:49","08-21-2015","08-28-2015 02:56:49","09-13-2013","05-10-2013 02:56:49","FALSE","78","36","156","28","66","97","Finance","105"
"0016100000PIgzvAAD","REPORTINGUI Account 181","CODE001","REPORTINGUI Account 181","08-10-2012","","11-08-2013","03-13-2015 02:56:49","06-13-2014","","12-27-2013","11-16-2012 01:56:49","TRUE","140","84","167","66","77","72","Education","69"
"0016100000PIgzwAAD","REPORTINGUI Account 182","CODE002","REPORTINGUI Account 182","08-03-2012","08-03-2012 02:56:49","09-13-2013","01-15-2016 01:56:49","06-13-2014","04-12-2013 02:56:49","09-07-2012","","FALSE","1","109","87","173","174","180","Manufacturing","35"
"0016100000PIgzxAAD","REPORTINGUI Account 183","CODE003","REPORTINGUI Account 183","07-27-2012","07-27-2012 02:56:49","10-05-2012","02-13-2015 01:56:49","11-28-2014","08-01-2014 02:56:49","08-22-2014","09-05-2014 02:56:49","TRUE","22","9","","41","126","111","Food & Beverage","27"
"0016100000PIgzyAAD","REPORTINGUI Account 184","CODE004","REPORTINGUI Account 184","07-20-2012","07-20-2012 02:56:49","09-26-2014","06-21-2013 02:56:49","10-26-2012","06-05-2015 02:56:49","10-05-2012","04-25-2014 02:56:49","FALSE","109","172","179","161","6","49","Retail","11"
"0016100000PIgzzAAD","REPORTINGUI Account 185","CODE005","REPORTINGUI Account 185","07-13-2012","07-13-2012 02:56:49","","11-07-2014 01:56:49","11-09-2012","09-28-2012 02:56:49","08-15-2014","04-10-2015 02:56:49","TRUE","66","11","8","35","40","23","Industrial Manufacturing & Services","91"
