"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry"
"0016100000PnnLNAAZ","REPORTINGUI Account 156","CODE006","REPORTINGUI Account 156","02-04-2013","02-04-2013 02:50:31","FALSE","76","168","170","47","147","120","Food & Beverage"
"0016100000PnnLOAAZ","REPORTINGUI Account 157","CODE007","REPORTINGUI Account 157","","01-28-2013 02:50:31","TRUE","161","93","10","179","162","4","Healthcare"
"0016100000PnnLPAAZ","REPORTINGUI Account 158","CODE008","REPORTINGUI Account 158","01-21-2013","01-21-2013 02:50:31","FALSE","28","112","65","2","6","77","Electronics"
"0016100000PnnLQAAZ","REPORTINGUI Account 159","CODE009","REPORTINGUI Account 159","01-14-2013","01-14-2013 02:50:31","FALSE","144","182","192","78","90","83","Transportation"
"0016100000PnnLRAAZ","REPORTINGUI Account 160","CODE010","REPORTINGUI Account 160","01-07-2013","01-07-2013 02:50:31","TRUE","178","164","160","36","3","177","Apparel"
"0016100000PnnLSAAZ","REPORTINGUI Account 161","CODE011","REPORTINGUI Account 161","12-31-2012","","FALSE","27","197","113","55","199","200","Service"
"0016100000PnnLTAAZ","REPORTINGUI Account 162","CODE012","REPORTINGUI Account 162","12-24-2012","12-24-2012 02:50:31","TRUE","86","","33","167","96","","Television Cable, & Broadcast Network"
"0016100000PnnLUAAZ","REPORTINGUI Account 163","CODE013","REPORTINGUI Account 163","12-17-2012","12-17-2012 02:50:31","FALSE","181","17","96","73","159","27","Finance"
"0016100000PnnLVAAZ","REPORTINGUI Account 164","CODE014","REPORTINGUI Account 164","12-10-2012","12-10-2012 02:50:31","TRUE","19","48","48","39","61","138","Manufacturing"
"0016100000PnnLWAAZ","REPORTINGUI Account 165","CODE015","REPORTINGUI Account 165","12-03-2012","12-03-2012 02:50:31","FALSE","189","127","14","179","100","93","Manufacturing"
"0016100000PnnLXAAZ","REPORTINGUI Account 166","CODE001","REPORTINGUI Account 166","11-26-2012","11-26-2012 02:50:31","TRUE","109","178","124","134","27","116","Chemicals"
"0016100000PnnLYAAZ","REPORTINGUI Account 167","CODE002","REPORTINGUI Account 167","11-19-2012","11-19-2012 02:50:31","","16","114","125","86","108","55","Government"
"0016100000PnnLZAAZ","REPORTINGUI Account 168","CODE003","REPORTINGUI Account 168","11-12-2012","11-12-2012 02:50:31","TRUE","","190","14","193","","41","Machinery"
"0016100000PnnLaAAJ","REPORTINGUI Account 169","CODE004","REPORTINGUI Account 169","11-05-2012","11-05-2012 02:50:31","FALSE","185","141","69","52","162","93","Manufacturing"
"0016100000PnnLbAAJ","REPORTINGUI Account 170","CODE005","REPORTINGUI Account 170","10-29-2012","10-29-2012 03:50:31","TRUE","61","154","189","150","118","155","Biotechnology"
"0016100000PnnLcAAJ","REPORTINGUI Account 171","CODE006","REPORTINGUI Account 171","10-22-2012","10-22-2012 03:50:31","FALSE","162","103","129","21","191","66","Hospitality"
"0016100000PnnLdAAJ","REPORTINGUI Account 172","CODE007","REPORTINGUI Account 172","10-15-2012","10-15-2012 03:50:31","TRUE","119","28","71","170","31","18","Education"
"0016100000PnnLeAAJ","REPORTINGUI Account 173","CODE008","REPORTINGUI Account 173","","10-08-2012 03:50:31","FALSE","8","84","130","11","159","177","Medical & Dental Laboratories"
"0016100000PnnLfAAJ","REPORTINGUI Account 174","CODE009","REPORTINGUI Account 174","10-01-2012","10-01-2012 03:50:31","TRUE","57","92","5","8","23","150","Medical Products"
"0016100000PnnLgAAJ","REPORTINGUI Account 175","CODE010","REPORTINGUI Account 175","09-24-2012","09-24-2012 03:50:31","FALSE","4","131","199","15","175","26","Agriculture"
"0016100000PnnLhAAJ","REPORTINGUI Account 176","CODE011","REPORTINGUI Account 176","09-17-2012","09-17-2012 03:50:31","TRUE","146","93","22","169","9","138","Healthcare"
"0016100000PnnLiAAJ","REPORTINGUI Account 177","CODE012","REPORTINGUI Account 177","09-10-2012","09-10-2012 03:50:31","FALSE","8","50","53","98","144","61","Retail"
"0016100000PnnLjAAJ","REPORTINGUI Account 178","CODE013","REPORTINGUI Account 178","09-03-2012","09-03-2012 03:50:31","","168","13","85","189","70","33","Service"
"0016100000PnnLkAAJ","REPORTINGUI Account 179","CODE014","REPORTINGUI Account 179","08-27-2012","08-27-2012 03:50:31","TRUE","155","140","135","64","114","192","Fish & Seafood"
"0016100000PnnLlAAJ","REPORTINGUI Account 180","CODE015","REPORTINGUI Account 180","08-20-2012","08-20-2012 03:50:31","FALSE","78","36","156","28","66","97","Finance"
"0016100000PnnLmAAJ","REPORTINGUI Account 181","CODE001","REPORTINGUI Account 181","08-13-2012","","TRUE","140","84","167","66","77","72","Education"
"0016100000PnnLnAAJ","REPORTINGUI Account 182","CODE002","REPORTINGUI Account 182","08-06-2012","08-06-2012 03:50:31","FALSE","1","109","87","173","174","180","Manufacturing"
"0016100000PnnLoAAJ","REPORTINGUI Account 183","CODE003","REPORTINGUI Account 183","07-30-2012","07-30-2012 03:50:31","TRUE","22","9","","41","126","111","Food & Beverage"
"0016100000PnnLpAAJ","REPORTINGUI Account 184","CODE004","REPORTINGUI Account 184","07-23-2012","07-23-2012 03:50:31","FALSE","109","172","179","161","6","49","Retail"
"0016100000PnnLqAAJ","REPORTINGUI Account 185","CODE005","REPORTINGUI Account 185","07-16-2012","07-16-2012 03:50:31","TRUE","66","11","8","35","40","23","Industrial Manufacturing & Services"
"0016100000PnnLrAAJ","REPORTINGUI Account 186","CODE006","REPORTINGUI Account 186","07-09-2012","07-09-2012 03:50:31","FALSE","153","172","97","18","174","17","Insurance"
"0016100000PnnLsAAJ","REPORTINGUI Account 187","CODE007","REPORTINGUI Account 187","07-02-2012","07-02-2012 03:50:31","TRUE","71","93","16","8","145","141","Healthcare"
"0016100000PnnLtAAJ","REPORTINGUI Account 188","CODE008","REPORTINGUI Account 188","06-25-2012","06-25-2012 03:50:31","FALSE","83","16","90","7","72","79","Retail"
"0016100000PnnLuAAJ","REPORTINGUI Account 189","CODE009","REPORTINGUI Account 189","06-18-2012","06-18-2012 03:50:31","","7","93","15","85","44","6","Healthcare"
"0016100000PnnLvAAJ","REPORTINGUI Account 190","CODE010","REPORTINGUI Account 190","","06-11-2012 03:50:31","FALSE","40","80","112","109","123","6","Manufacturing"
"0016100000PnnLwAAJ","REPORTINGUI Account 191","CODE011","REPORTINGUI Account 191","06-04-2012","06-04-2012 03:50:31","TRUE","92","39","192","125","91","29","Utilities"
"0016100000PnnLxAAJ","REPORTINGUI Account 192","CODE012","REPORTINGUI Account 192","05-28-2012","05-28-2012 03:50:31","FALSE","52","141","85","103","200","107","Engineering"
"0016100000PnnLyAAJ","REPORTINGUI Account 193","CODE013","REPORTINGUI Account 193","05-21-2012","05-21-2012 03:50:31","TRUE","","30","92","103","83","110","Oil & Gas & Energy"
"0016100000PnnLzAAJ","REPORTINGUI Account 194","CODE014","REPORTINGUI Account 194","05-14-2012","05-14-2012 03:50:31","FALSE","7","39","2","181","96","28","Service"
"0016100000PnnM0AAJ","REPORTINGUI Account 195","CODE015","REPORTINGUI Account 195","05-07-2012","05-07-2012 03:50:31","TRUE","162","176","39","52","138","171","Hospitality"
"0016100000PnnM1AAJ","REPORTINGUI Account 196","CODE001","REPORTINGUI Account 196","04-30-2012","04-30-2012 03:50:31","FALSE","156","34","9","","91","51","Retail"
"0016100000PnnM2AAJ","REPORTINGUI Account 197","CODE002","REPORTINGUI Account 197","04-23-2012","04-23-2012 03:50:31","FALSE","188","180","130","170","141","95","Non-profit"
"0016100000PnnM3AAJ","REPORTINGUI Account 198","CODE003","REPORTINGUI Account 198","04-16-2012","04-16-2012 03:50:31","TRUE","3","80","69","101","147","193","Food & Beverage"
"0016100000PnnM4AAJ","REPORTINGUI Account 199","CODE004","REPORTINGUI Account 199","04-09-2012","04-09-2012 03:50:31","FALSE","16","5","24","143","5","22","Agriculture"
