JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__DATE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__ONETIMEREVENUE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__TERM__C,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__USERS__C
a0i90000001JPPwAAO,,0,2010-09-25,,2011-09-27,0,2011-09-26,2010-09-27,0,a0m90000003DOusAAG,
a0i90000001JPPxAAO,120,310,2011-09-20,10,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOurAAG,
a0i90000001JPPxAAO,,25,2011-09-20,,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOuqAAG,2
a0i90000001JPPxAAO,,0,2011-09-20,,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOusAAG,
a0i90000001JPMdAAO,0,3700,2013-08-15,0,2014-09-01,0,2014-08-31,2013-09-01,0,a0m90000003DOurAAG,
a0i90000001JPMdAAO,,0,2013-08-15,,2014-09-01,0,2014-08-31,2013-09-01,0,a0m90000003DOuqAAG,0
a0i90000001JPMdAAO,,0,2013-08-15,,2014-09-01,0,2014-08-31,2013-09-01,0,a0m90000003DOusAAG,
a0i90000001JPNRAA4,-600,10800,2010-02-12,-50,2011-02-12,0,2011-02-11,2010-02-12,0,a0m90000003DOurAAG,
a0i90000001JPNRAA4,,40,2010-02-12,,2011-02-12,0,2011-02-11,2010-02-12,0,a0m90000003DOuqAAG,-2
a0i90000001JPNRAA4,,0,2010-02-12,,2011-02-12,0,2011-02-11,2010-02-12,0,a0m90000003DOusAAG,
a0i90000001JPMnAAO,43200,3600,2010-08-02,3600,2011-08-02,0,2011-08-01,2010-08-02,0,a0m90000003DOurAAG,
a0i90000001JPMnAAO,,12,2010-08-02,,2011-08-02,0,2011-08-01,2010-08-02,0,a0m90000003DOuqAAG,12
a0i90000001JPMnAAO,,2900,2010-08-02,,2011-08-02,2900,2011-08-01,2010-08-02,0,a0m90000003DOusAAG,
a0i90000001JPMoAAO,0,17545,2012-05-17,0,2013-05-18,0,2013-05-17,2012-05-17,0,a0m90000003DOurAAG,
a0i90000001JPMoAAO,,125,2012-05-17,,2013-05-18,0,2013-05-17,2012-05-17,0,a0m90000003DOuqAAG,0
a0i90000001JPMoAAO,,0,2012-05-17,,2013-05-18,0,2013-05-17,2012-05-17,0,a0m90000003DOusAAG,
a0i90000001JPMEAA4,6000,8000,2011-07-02,500,2012-07-03,0,2012-07-02,2011-07-03,0,a0m90000003DOurAAG,
a0i90000001JPMEAA4,,68,2011-07-02,,2012-07-03,0,2012-07-02,2011-07-03,0,a0m90000003DOuqAAG,11
a0i90000001JPMEAA4,,12800,2011-07-02,,2012-07-03,12800,2012-07-02,2011-07-03,0,a0m90000003DOusAAG,
a0i90000001JPSHAA4,12480,1040,2011-07-31,1040,2013-08-30,0,2013-08-29,2011-08-30,0,a0m90000003DOurAAG,
a0i90000001JPSHAA4,,20,2011-07-31,,2013-08-30,0,2013-08-29,2011-08-30,0,a0m90000003DOuqAAG,20
a0i90000001JPSHAA4,,0,2011-07-31,,2013-08-30,0,2013-08-29,2011-08-30,0,a0m90000003DOupAAG,
a0i90000001JPMOAA4,,0,2013-07-02,,2014-07-03,0,2014-07-02,2013-07-03,0,a0m90000003DOusAAG,
a0i90000001JPMOAA4,7200,8500,2013-07-02,600,2014-07-03,0,2014-07-02,2013-07-03,0,a0m90000003DOurAAG,
a0i90000001JPMOAA4,,70,2013-07-02,,2014-07-03,0,2014-07-02,2013-07-03,0,a0m90000003DOuqAAG,2
a0i90000001JPPmAAO,2940,245,2009-09-27,245,2010-09-27,0,2010-09-26,2009-09-27,0,a0m90000003DOurAAG,
a0i90000001JPPmAAO,,20,2009-09-27,,2010-09-27,0,2010-09-26,2009-09-27,0,a0m90000003DOuqAAG,20
a0i90000001JPPmAAO,,1200,2009-09-27,,2010-09-27,1200,2010-09-26,2009-09-27,0,a0m90000003DOupAAG,
a0i90000001JPPIAA4,50760,4230,2009-04-23,4230,2010-04-23,0,2010-04-22,2009-04-23,0,a0m90000003DOurAAG,
a0i90000001JPPIAA4,,12,2009-04-23,,2010-04-23,0,2010-04-22,2009-04-23,0,a0m90000003DOuqAAG,12
a0i90000001JPPIAA4,,780,2009-04-23,,2010-04-23,780,2010-04-22,2009-04-23,0,a0m90000003DOupAAG,
a0i90000001JPNCAA4,-13800,1150,2009-04-11,-1150,,0,,2009-04-11,0,a0m90000003DOurAAG,
a0i90000001JPNCAA4,,4,2009-04-11,,,0,,2009-04-11,0,a0m90000003DOuqAAG,-4
a0i90000001JPNCAA4,,0,2009-04-11,,,0,,2009-04-11,0,a0m90000003DOusAAG,
a0i90000001JPPhAAO,43800,3650,2010-12-20,3650,2011-05-20,0,2011-05-19,2010-12-20,0,a0m90000003DOurAAG,
a0i90000001JPPhAAO,,0,2010-12-20,,2011-05-20,0,2011-05-19,2010-12-20,0,a0m90000003DOuqAAG,0
a0i90000001JPPhAAO,,0,2010-12-20,,2011-05-20,0,2011-05-19,2010-12-20,0,a0m90000003DOusAAG,
a0i90000001JPOtAAO,-15120,1260,2008-05-31,-1260,,0,,2008-05-31,0,a0m90000003DOurAAG,
a0i90000001JPOtAAO,,2,2008-05-31,,,0,,2008-05-31,0,a0m90000003DOuqAAG,-2
a0i90000001JPOtAAO,,0,2008-05-31,,,0,,2008-05-31,0,a0m90000003DOusAAG,
a0i90000001JPMJAA4,-1200,7900,2012-07-03,-100,2013-07-03,0,2013-07-02,2012-07-03,0,a0m90000003DOurAAG,
a0i90000001JPMJAA4,,68,2012-07-03,,2013-07-03,0,2013-07-02,2012-07-03,0,a0m90000003DOuqAAG,0
a0i90000001JPMJAA4,,0,2012-07-03,,2013-07-03,0,2013-07-02,2012-07-03,0,a0m90000003DOusAAG,
a0i90000001JPOAAA4,-7200,0,2014-09-30,-600,,0,,2014-09-30,0,a0m90000003DOurAAG,0
a0i90000001JPOAAA4,0,0,2014-09-30,0,,0,,2014-09-30,0,a0m90000003DOuqAAG,-5
a0i90000001JPOPAA4,672,3500,2012-06-13,56,2013-06-13,0,2013-06-12,2012-06-13,0,a0m90000003DOurAAG,
a0i90000001JPOPAA4,,70,2012-06-13,,2013-06-13,0,2013-06-12,2012-06-13,0,a0m90000003DOuqAAG,7
a0i90000001JPOPAA4,,0,2012-06-13,,2013-06-13,0,2013-06-12,2012-06-13,0,a0m90000003DOusAAG,
a0i90000001JPMsAAO,0,12845,2011-05-18,0,2012-05-18,0,2012-05-17,2011-05-18,0,a0m90000003DOurAAG,
a0i90000001JPMsAAO,,86,2011-05-18,,2012-05-18,0,2012-05-17,2011-05-18,0,a0m90000003DOuqAAG,0
a0i90000001JPMsAAO,,0,2011-05-18,,2012-05-18,0,2012-05-17,2011-05-18,0,a0m90000003DOusAAG,
a0i90000001JPN7AAO,73200,6100,2009-03-14,6100,2010-03-14,0,2010-03-13,2009-03-14,0,a0m90000003DOurAAG,
a0i90000001JPN7AAO,,18,2009-03-14,,2010-03-14,0,2010-03-13,2009-03-14,0,a0m90000003DOuqAAG,18
a0i90000001JPN7AAO,,1700,2009-03-14,,2010-03-14,1700,2010-03-13,2009-03-14,0,a0m90000003DOusAAG,
a0i90000001JPN8AAO,15120,1260,2011-12-13,1260,2012-06-13,0,2012-06-12,2011-12-13,0,a0m90000003DOurAAG,
a0i90000001JPN8AAO,,21,2011-12-13,,2012-06-13,0,2012-06-12,2011-12-13,0,a0m90000003DOuqAAG,21
a0i90000001JPN8AAO,,0,2011-12-13,,2012-06-13,0,2012-06-12,2011-12-13,0,a0m90000003DOusAAG,
a0i90000001JPMxAAO,56400,4700,2011-06-22,4700,2012-06-22,0,2012-06-21,2011-06-22,0,a0m90000003DOurAAG,
a0i90000001JPMxAAO,,39,2011-06-22,,2012-06-22,0,2012-06-21,2011-06-22,0,a0m90000003DOuqAAG,39
a0i90000001JPMxAAO,,2100,2011-06-22,,2012-06-22,2100,2012-06-21,2011-06-22,0,a0m90000003DOupAAG,
a0i90000001JPOeAAO,52560,4380,2008-02-02,4380,2009-02-02,0,2009-02-01,2008-02-02,0,a0m90000003DOurAAG,
a0i90000001JPOeAAO,,31,2008-02-02,,2009-02-02,0,2009-02-01,2008-02-02,0,a0m90000003DOuqAAG,31
a0i90000001JPOeAAO,,2100,2008-02-02,,2009-02-02,2100,2009-02-01,2008-02-02,0,a0m90000003DOupAAG,
a0i90000001JPOFAA4,26208,2184,2011-06-13,2184,2012-06-13,0,2012-06-12,2011-06-13,0,a0m90000003DOurAAG,
a0i90000001JPOFAA4,,42,2011-06-13,,2012-06-13,0,2012-06-12,2011-06-13,0,a0m90000003DOuqAAG,42
a0i90000001JPOFAA4,,7500,2011-06-13,,2012-06-13,7500,2012-06-12,2011-06-13,0,a0m90000003DOupAAG,
a0i90000001JPOjAAO,22200,1850,2008-02-03,1850,2008-08-03,0,2008-08-02,2008-02-03,0,a0m90000003DOurAAG,
a0i90000001JPOjAAO,,12,2008-02-03,,2008-08-03,0,2008-08-02,2008-02-03,0,a0m90000003DOuqAAG,12
a0i90000001JPOjAAO,,1200,2008-02-03,,2008-08-03,1200,2008-08-02,2008-02-03,0,a0m90000003DOusAAG,
a0i90000001JPM4AAO,21600,1800,2009-12-24,1800,2010-07-03,0,2010-07-02,2009-12-24,0,a0m90000003DOurAAG,
a0i90000001JPM4AAO,,12,2009-12-24,,2010-07-03,0,2010-07-02,2009-12-24,0,a0m90000003DOuqAAG,12
a0i90000001JPM4AAO,,0,2009-12-24,,2010-07-03,0,2010-07-02,2009-12-24,0,a0m90000003DOusAAG,
a0i90000001JPN2AAO,70800,5900,2009-02-12,5900,2010-02-12,0,2010-02-11,2009-02-12,0,a0m90000003DOurAAG,
a0i90000001JPN2AAO,,28,2009-02-12,,2010-02-12,0,2010-02-11,2009-02-12,0,a0m90000003DOuqAAG,28
a0i90000001JPN2AAO,,3800,2009-02-12,,2010-02-12,3800,2010-02-11,2009-02-12,0,a0m90000003DOupAAG,
a0i90000001JPM9AAO,,0,2010-07-01,,2011-07-03,0,2011-07-02,2010-07-03,0,a0m90000003DOusAAG,
a0i90000001JPM9AAO,0,7500,2010-07-01,0,2011-07-03,0,2011-07-02,2010-07-03,0,a0m90000003DOurAAG,
a0i90000001JPM9AAO,,57,2010-07-01,,2011-07-03,0,2011-07-02,2010-07-03,0,a0m90000003DOuqAAG,0
a0i90000001JPNHAA4,68400,5700,2009-08-14,5700,2010-08-14,0,2010-08-13,2009-08-14,0,a0m90000003DOurAAG,
a0i90000001JPNHAA4,,20,2009-08-14,,2010-08-14,0,2010-08-13,2009-08-14,0,a0m90000003DOuqAAG,20
a0i90000001JPNHAA4,,3900,2009-08-14,,2010-08-14,3900,2010-08-13,2009-08-14,0,a0m90000003DOupAAG,
a0i90000001JPMiAAO,110940,9245,2010-05-18,9245,2011-05-18,0,2011-05-17,2010-05-18,0,a0m90000003DOurAAG,
a0i90000001JPMiAAO,,74,2010-05-18,,2011-05-18,0,2011-05-17,2010-05-18,0,a0m90000003DOuqAAG,74
a0i90000001JPMiAAO,,14600,2010-05-18,,2011-05-18,14600,2011-05-17,2010-05-18,0,a0m90000003DOupAAG,
a0i90000001JPP3AAO,1200,1700,2008-08-02,100,2009-02-04,0,2009-02-03,2008-08-02,0,a0m90000003DOurAAG,
a0i90000001JPP3AAO,,12,2008-08-02,,2009-02-04,0,2009-02-03,2008-08-02,0,a0m90000003DOuqAAG,2
a0i90000001JPP3AAO,,0,2008-08-02,,2009-02-04,0,2009-02-03,2008-08-02,0,a0m90000003DOusAAG,
a0i90000001JPNgAAO,9600,800,2010-07-01,800,2011-01-01,0,2010-12-31,2010-07-01,0,a0m90000003DOurAAG,
a0i90000001JPNgAAO,,10,2010-07-01,,2011-01-01,0,2010-12-31,2010-07-01,0,a0m90000003DOuqAAG,10
a0i90000001JPNgAAO,,2100,2010-07-01,,2011-01-01,2100,2010-12-31,2010-07-01,0,a0m90000003DOusAAG,
a0i90000001JPO5AAO,-1200,100,2012-11-23,-100,,0,,2012-11-23,0,a0m90000003DOurAAG,
a0i90000001JPO5AAO,,5,2012-11-23,,,0,,2012-11-23,0,a0m90000003DOuqAAG,-5
a0i90000001JPO5AAO,,0,2012-11-23,,,0,,2012-11-23,0,a0m90000003DOusAAG,
a0i90000001JPMTAA4,44400,3700,2011-06-24,3700,2012-06-02,0,2012-06-01,2011-06-26,0,a0m90000003DOurAAG,
a0i90000001JPMTAA4,,19,2011-06-24,,2012-06-02,0,2012-06-01,2011-06-26,0,a0m90000003DOuqAAG,19
a0i90000001JPMTAA4,,5100,2011-06-24,,2012-06-02,5100,2012-06-01,2011-06-26,0,a0m90000003DOupAAG,
a0i90000001JPP8AAO,1200,10000,2008-11-17,100,2009-11-17,0,2009-11-16,2008-11-17,0,a0m90000003DOurAAG,
a0i90000001JPP8AAO,,65,2008-11-17,,2009-11-17,0,2009-11-16,2008-11-17,0,a0m90000003DOuqAAG,1
a0i90000001JPP8AAO,,0,2008-11-17,,2009-11-17,0,2009-11-16,2008-11-17,0,a0m90000003DOusAAG,
a0i90000001JPT5AAO,,0,2008-06-12,,2009-06-12,0,2009-06-11,2008-06-12,0,a0m90000003DOusAAG,
a0i90000001JPToAAO,,4,2011-05-01,,,0,,2011-05-01,0,a0m90000003DOuqAAG,-4
a0i90000001JPT5AAO,0,8100,2008-06-12,0,2009-06-12,0,2009-06-11,2008-06-12,0,a0m90000003DOurAAG,
a0i90000001JPT5AAO,,50,2008-06-12,,2009-06-12,0,2009-06-11,2008-06-12,0,a0m90000003DOuqAAG,0
a0i90000001JPSWAA4,1188,99,2013-04-09,99,2013-05-09,0,2013-05-08,2013-04-09,0,a0m90000003DOurAAG,
a0i90000001JPSWAA4,,1,2013-04-09,,2013-05-09,0,2013-05-08,2013-04-09,0,a0m90000003DOuqAAG,1
a0i90000001JPSWAA4,,0,2013-04-09,,2013-05-09,0,2013-05-08,2013-04-09,0,a0m90000003DOupAAG,
a0i90000001JPQfAAO,,0,2013-05-29,,,0,,2013-05-29,0,a0m90000003DOusAAG,
a0i90000001JPQfAAO,-1188,99,2013-05-29,-99,,0,,2013-05-29,0,a0m90000003DOurAAG,
a0i90000001JPQfAAO,,1,2013-05-29,,,0,,2013-05-29,0,a0m90000003DOuqAAG,-1
a0i90000001JPTjAAO,,4,2011-04-08,,2012-06-12,0,2012-06-11,2011-04-08,0,a0m90000003DOuqAAG,4
a0i90000001JPTjAAO,2400,200,2011-04-08,200,2012-06-12,0,2012-06-11,2011-04-08,0,a0m90000003DOurAAG,
a0i90000001JPTZAA4,-144,8200,2010-06-12,-12,2012-06-12,0,2012-06-11,2010-06-12,0,a0m90000003DOurAAG,
a0i90000001JPTZAA4,,45,2010-06-12,,2012-06-12,0,2012-06-11,2010-06-12,0,a0m90000003DOuqAAG,0
a0i90000001JPTZAA4,,0,2010-06-12,,2012-06-12,0,2012-06-11,2010-06-12,0,a0m90000003DOusAAG,
a0i90000001JPTjAAO,,0,2011-04-08,,2012-06-12,0,2012-06-11,2011-04-08,0,a0m90000003DOusAAG,
a0i90000001JPSMAA4,,2,2011-09-27,,2013-08-30,0,2013-08-29,2011-09-27,0,a0m90000003DOuqAAG,2
a0i90000001JPSMAA4,1248,104,2011-09-27,104,2013-08-30,0,2013-08-29,2011-09-27,0,a0m90000003DOurAAG,
a0i90000001JPSvAAO,,1,2013-05-29,,,0,,2013-05-29,0,a0m90000003DOuqAAG,-1
a0i90000001JPSvAAO,-1188,99,2013-05-29,-99,,0,,2013-05-29,0,a0m90000003DOurAAG,
a0i90000001JPSMAA4,,0,2011-09-27,,2013-08-30,0,2013-08-29,2011-09-27,0,a0m90000003DOusAAG,
a0i90000001JPSvAAO,,0,2013-05-29,,,0,,2013-05-29,0,a0m90000003DOusAAG,
a0i90000001JPT0AAO,97200,8100,2007-06-12,8100,2008-06-12,0,2008-06-11,2007-06-12,0,a0m90000003DOurAAG,
a0i90000001JPT0AAO,,50,2007-06-12,,2008-06-12,0,2008-06-11,2007-06-12,0,a0m90000003DOuqAAG,50
a0i90000001JPT0AAO,,6245,2007-06-12,,2008-06-12,6245,2008-06-11,2007-06-12,0,a0m90000003DOupAAG,
a0i90000001JPToAAO,-2400,200,2011-05-01,-200,,0,,2011-05-01,0,a0m90000003DOurAAG,
a0i90000001JPToAAO,,0,2011-05-01,,,0,,2011-05-01,0,a0m90000003DOusAAG,
a0i90000001JPU3AAO,-194400,0,2012-12-31,-16200,,0,,2012-12-31,0,a0m90000003DOurAAG,0
a0i90000001JPU3AAO,0,0,2012-12-31,0,,0,,2012-12-31,0,a0m90000003DOuqAAG,-127
a0i90000001JPRKAA4,0,8200,2012-06-12,0,2013-06-12,0,2013-06-11,2012-06-12,0,a0m90000003DOurAAG,
a0i90000001JPRKAA4,,50,2012-06-12,,2013-06-12,0,2013-06-11,2012-06-12,0,a0m90000003DOuqAAG,5
a0i90000001JPRKAA4,,0,2012-06-12,,2013-06-12,0,2013-06-11,2012-06-12,0,a0m90000003DOusAAG,
a0i90000001JPTtAAO,91200,7600,2012-07-23,7600,2012-12-24,0,2012-12-23,2012-07-23,0,a0m90000003DOurAAG,
a0i90000001JPTtAAO,,75,2012-07-23,,2012-12-24,0,2012-12-23,2012-07-23,0,a0m90000003DOuqAAG,75
a0i90000001JPTtAAO,,0,2012-07-23,,2012-12-24,0,2012-12-23,2012-07-23,0,a0m90000003DOupAAG,
a0i90000001JPVQAA4,-28080,0,2011-08-15,-2340,,0,,2011-08-15,0,a0m90000003DOurAAG,0
a0i90000001JPVQAA4,0,0,2011-08-15,0,,0,,2011-08-15,0,a0m90000003DOuqAAG,-20
a0i90000001JPUwAAO,0,0,2012-10-18,0,2014-05-15,0,2014-05-14,2012-10-18,0,a0m90000003DOurAAG,
a0i90000001JPUwAAO,,0,2012-10-18,,2014-05-15,0,2014-05-14,2012-10-18,0,a0m90000003DOuqAAG,0
a0i90000001JPUwAAO,,0,2012-10-18,,2014-05-15,0,2014-05-14,2012-10-18,0,a0m90000003DOusAAG,
a0i90000001JPVGAA4,3360,280,2010-02-14,280,2010-09-28,0,2010-09-27,2010-02-14,0,a0m90000003DOurAAG,
a0i90000001JPVGAA4,,6,2010-02-14,,2010-09-28,0,2010-09-27,2010-02-14,0,a0m90000003DOuqAAG,6
a0i90000001JPVGAA4,,1000,2010-02-14,,2010-09-28,1000,2010-09-27,2010-02-14,0,a0m90000003DOusAAG,
a0i90000001JPPOAA4,-1320,2340,2010-09-27,-110,2011-09-27,0,2011-09-26,2010-09-27,0,a0m90000003DOurAAG,
a0i90000001JPPOAA4,,20,2010-09-27,,2011-09-27,0,2011-09-26,2010-09-27,0,a0m90000003DOuqAAG,0
a0i90000001JPPOAA4,,0,2010-09-27,,2011-09-27,0,2011-09-26,2010-09-27,0,a0m90000003DOusAAG,
a0i90000001JPRAAA4,30000,2500,2012-04-01,2500,2013-04-01,0,2013-03-31,2012-04-01,0,a0m90000003DOurAAG,
a0i90000001JPRAAA4,,20,2012-04-01,,2013-04-01,0,2013-03-31,2012-04-01,0,a0m90000003DOuqAAG,20
a0i90000001JPRAAA4,,1200,2012-04-01,,2013-04-01,1200,2013-03-31,2012-04-01,0,a0m90000003DOupAAG,
a0i90000001JPUmAAO,0,0,2012-07-23,0,2013-07-04,0,2013-07-03,2012-07-23,0,a0m90000003DOurAAG,
a0i90000001JPUmAAO,,0,2012-07-23,,2013-07-04,0,2013-07-03,2012-07-23,0,a0m90000003DOuqAAG,0
a0i90000001JPVBAA4,21840,1820,2009-09-28,1820,2010-09-28,0,2010-09-27,2009-09-28,0,a0m90000003DOurAAG,
a0i90000001JPVBAA4,,9,2009-09-28,,2010-09-28,0,2010-09-27,2009-09-28,0,a0m90000003DOuqAAG,9
a0i90000001JPVBAA4,,2700,2009-09-28,,2010-09-28,2700,2010-09-27,2009-09-28,0,a0m90000003DOupAAG,
a0i90000001JPUmAAO,,0,2012-07-23,,2013-07-04,0,2013-07-03,2012-07-23,0,a0m90000003DOusAAG,
a0i90000001JPUrAAO,,0,2012-09-14,,2014-05-15,0,2014-05-14,2012-09-14,0,a0m90000003DOusAAG,
a0i90000001JPV6AAO,4644,4800,2013-02-28,387,2014-02-28,0,2014-02-27,2013-02-28,0,a0m90000003DOurAAG,
a0i90000001JPV6AAO,,300,2013-02-28,,2014-02-28,0,2014-02-27,2013-02-28,0,a0m90000003DOuqAAG,50
a0i90000001JPV6AAO,,18300,2013-02-28,,2014-02-28,18300,2014-02-27,2013-02-28,0,a0m90000003DOusAAG,
a0i90000001JPUrAAO,0,0,2012-09-14,0,2014-05-15,0,2014-05-14,2012-09-14,0,a0m90000003DOurAAG,
a0i90000001JPUrAAO,,0,2012-09-14,,2014-05-15,0,2014-05-14,2012-09-14,0,a0m90000003DOuqAAG,0
a0i90000001JPSCAA4,120,310,2011-09-20,10,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOurAAG,
a0i90000001JPSCAA4,,25,2011-09-20,,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOuqAAG,2
a0i90000001JPSCAA4,,0,2011-09-20,,2012-09-27,0,2012-09-26,2011-09-27,0,a0m90000003DOusAAG,
a0i90000001JPVLAA4,4200,350,2010-02-27,350,2010-09-28,0,2010-09-27,2010-02-27,0,a0m90000003DOurAAG,
a0i90000001JPVLAA4,,5,2010-02-27,,2010-09-28,0,2010-09-27,2010-02-27,0,a0m90000003DOuqAAG,5
a0i90000001JPVLAA4,,0,2010-02-27,,2010-09-28,0,2010-09-27,2010-02-27,0,a0m90000003DOusAAG,
a0i90000001JPW4AAO,-3000,250,2014-01-01,-250,,0,,2014-01-01,0,a0m90000003DOurAAG,
a0i90000001JPW4AAO,,2,2014-01-01,,,0,,2014-01-01,0,a0m90000003DOuqAAG,-2
a0i90000001JPW4AAO,,0,2014-01-01,,,0,,2014-01-01,0,a0m90000003DOusAAG,
