JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 83,USERLEVEL,-27,User 2,22,23,91,125,216,12,898,638,12435
Adoption Test - Account 84,USERLEVEL,-27,User 2,62,26,108,73,196,16,136,3550,14367
Adoption Test - Account 85,USERLEVEL,-27,User 2,86,36,113,130,237,42,308,7764,6136
Adoption Test - Account 86,USERLEVEL,-27,User 2,47,42,78,90,148,1,432,5680,8261
Adoption Test - Account 87,USERLEVEL,-27,User 2,45,11,133,0,180,26,583,5302,808
Adoption Test - Account 88,USERLEVEL,-27,User 2,37,18,198,64,171,21,430,6072,4175
Adoption Test - Account 89,USERLEVEL,-27,User 2,11,32,70,47,133,13,255,1345,10417
Adoption Test - Account 90,USERLEVEL,-27,User 2,48,46,54,34,234,50,694,4797,5489
Adoption Test - Account 91,USERLEVEL,-27,User 2,60,16,189,36,191,8,513,9534,2052
Adoption Test - Account 92,USERLEVEL,-27,User 2,5,27,163,10,111,52,12,3953,9736
Adoption Test - Account 93,USERLEVEL,-27,User 2,91,11,106,65,229,50,794,5478,10747
Adoption Test - Account 94,USERLEVEL,-27,User 2,85,20,138,24,123,60,358,9154,2701
Adoption Test - Account 95,USERLEVEL,-27,User 2,74,20,175,136,134,23,279,9591,1585
Adoption Test - Account 96,USERLEVEL,-27,User 2,23,42,125,100,248,41,101,5442,17523
Adoption Test - Account 97,USERLEVEL,-27,User 2,76,39,186,67,192,11,740,3496,13524
Adoption Test - Account 98,USERLEVEL,-27,User 2,80,23,183,118,121,17,269,2216,961
Adoption Test - Account 99,USERLEVEL,-27,User 2,83,48,67,84,168,36,120,6391,18746
Adoption Test - Account 100,USERLEVEL,-27,User 2,81,14,114,113,231,59,272,5935,11720
Adoption Test - Account 101,USERLEVEL,-27,User 2,89,17,156,27,122,5,189,7143,5321
Adoption Test - Account 102,USERLEVEL,-27,User 2,48,40,50,116,184,40,407,7902,6672
Adoption Test - Account 103,USERLEVEL,-27,User 2,58,17,178,1,123,44,663,6658,13938
Adoption Test - Account 104,USERLEVEL,-27,User 2,64,22,119,29,189,11,52,1050,19501
Adoption Test - Account 105,USERLEVEL,-27,User 2,13,27,126,10,102,49,174,5720,2229
Adoption Test - Account 106,USERLEVEL,-27,User 2,90,47,111,5,160,8,797,3663,16336
Adoption Test - Account 107,USERLEVEL,-27,User 2,68,26,80,132,187,10,618,1612,2500
Adoption Test - Account 108,USERLEVEL,-27,User 2,100,41,160,139,148,37,928,2699,5933
Adoption Test - Account 109,USERLEVEL,-27,User 2,76,25,85,16,228,5,697,8311,5901
Adoption Test - Account 110,USERLEVEL,-27,User 2,15,37,127,114,143,52,395,7101,11374
Adoption Test - Account 111,USERLEVEL,-27,User 2,61,41,156,136,131,34,302,4077,11369
Adoption Test - Account 112,USERLEVEL,-27,User 2,22,47,53,42,200,39,664,8928,6841
Adoption Test - Account 113,USERLEVEL,-27,User 2,41,11,137,144,143,4,226,6892,11564
Adoption Test - Account 114,USERLEVEL,-27,User 2,85,27,125,80,146,47,45,6068,2546
Adoption Test - Account 115,USERLEVEL,-27,User 2,10,35,152,15,100,35,251,9208,7897
Adoption Test - Account 116,USERLEVEL,-27,User 2,65,12,167,63,240,51,862,5947,6429
Adoption Test - Account 117,USERLEVEL,-27,User 2,87,29,94,143,151,44,3,5162,7664
Adoption Test - Account 118,USERLEVEL,-27,User 2,90,34,103,83,204,24,580,903,15351
Adoption Test - Account 1,USERLEVEL,-26,User 2,3,28,163,8,248,56,304,8868,14845
Adoption Test - Account 2,USERLEVEL,-26,User 2,12,30,143,125,236,51,571,2916,7234
Adoption Test - Account 3,USERLEVEL,-26,User 2,78,14,119,41,156,32,254,8542,10104
Adoption Test - Account 4,USERLEVEL,-26,User 2,12,21,157,74,103,52,814,924,19869
Adoption Test - Account 5,USERLEVEL,-26,User 2,88,37,197,48,100,47,752,5727,567
Adoption Test - Account 6,USERLEVEL,-26,User 2,53,20,133,78,196,54,443,5199,8605
Adoption Test - Account 7,USERLEVEL,-26,User 2,49,26,86,37,177,13,485,87,15052
Adoption Test - Account 8,USERLEVEL,-26,User 2,67,12,156,13,204,21,958,3349,9079
Adoption Test - Account 9,USERLEVEL,-26,User 2,12,38,65,38,152,20,333,2783,9727
Adoption Test - Account 10,USERLEVEL,-26,User 2,35,46,97,135,134,47,80,6833,1254
Adoption Test - Account 11,USERLEVEL,-26,User 2,92,37,67,80,215,5,828,1895,18568
Adoption Test - Account 12,USERLEVEL,-26,User 2,46,21,135,77,175,53,817,1533,19299
Adoption Test - Account 13,USERLEVEL,-26,User 2,58,10,175,16,167,37,722,8204,12118
Adoption Test - Account 14,USERLEVEL,-26,User 2,86,28,62,0,179,32,529,1617,18133
Adoption Test - Account 15,USERLEVEL,-26,User 2,34,25,56,32,244,27,267,7967,6372
Adoption Test - Account 16,USERLEVEL,-26,User 2,19,45,193,95,226,54,716,8372,14353
Adoption Test - Account 17,USERLEVEL,-26,User 2,98,24,196,45,170,37,895,5159,4997
Adoption Test - Account 18,USERLEVEL,-26,User 2,7,28,188,101,143,28,545,9605,6179
Adoption Test - Account 19,USERLEVEL,-26,User 2,8,42,127,45,163,9,32,6645,5958
Adoption Test - Account 20,USERLEVEL,-26,User 2,95,50,68,86,239,27,440,2683,9292
Adoption Test - Account 21,USERLEVEL,-26,User 2,61,24,68,93,245,36,937,4280,1077
Adoption Test - Account 22,USERLEVEL,-26,User 2,7,30,129,41,220,27,786,708,2448
Adoption Test - Account 23,USERLEVEL,-26,User 2,95,17,93,39,116,10,931,1999,6650
Adoption Test - Account 24,USERLEVEL,-26,User 2,2,34,74,116,110,43,610,1634,3479
Adoption Test - Account 25,USERLEVEL,-26,User 2,62,17,96,85,242,19,260,2906,8891
Adoption Test - Account 26,USERLEVEL,-26,User 2,53,45,52,136,169,7,975,3521,12376
Adoption Test - Account 27,USERLEVEL,-26,User 2,88,38,68,10,139,58,416,6703,12680
Adoption Test - Account 28,USERLEVEL,-26,User 2,28,10,60,102,226,46,787,9269,9209
Adoption Test - Account 29,USERLEVEL,-26,User 2,8,12,119,80,174,45,149,9796,18647
Adoption Test - Account 30,USERLEVEL,-26,User 2,78,24,68,70,211,33,383,4319,8125
Adoption Test - Account 31,USERLEVEL,-26,User 2,62,43,130,11,179,18,655,4581,15477
Adoption Test - Account 32,USERLEVEL,-26,User 2,65,34,185,63,151,23,857,612,1482
Adoption Test - Account 33,USERLEVEL,-26,User 2,47,48,51,131,227,9,169,3722,3505
Adoption Test - Account 34,USERLEVEL,-26,User 2,45,32,53,113,115,50,188,2569,7794
Adoption Test - Account 35,USERLEVEL,-26,User 2,87,43,161,13,172,55,267,804,13423
Adoption Test - Account 36,USERLEVEL,-26,User 2,29,43,112,91,143,40,959,6755,9909
Adoption Test - Account 37,USERLEVEL,-26,User 2,51,28,174,4,218,3,783,1755,14322
Adoption Test - Account 38,USERLEVEL,-26,User 2,9,12,143,100,221,51,897,4870,17424
Adoption Test - Account 39,USERLEVEL,-26,User 2,97,48,72,98,242,38,536,4288,6795
Adoption Test - Account 40,USERLEVEL,-26,User 2,100,50,195,104,178,37,722,2020,9921
Adoption Test - Account 41,USERLEVEL,-26,User 2,93,44,137,10,121,17,675,368,12364
Adoption Test - Account 42,USERLEVEL,-26,User 2,21,25,133,32,209,39,883,3144,1748
Adoption Test - Account 43,USERLEVEL,-26,User 2,6,34,91,38,129,16,154,2965,4741
Adoption Test - Account 44,USERLEVEL,-26,User 2,54,17,164,60,102,60,108,6319,19280
Adoption Test - Account 45,USERLEVEL,-26,User 2,36,23,55,93,214,29,726,7881,17853
Adoption Test - Account 46,USERLEVEL,-26,User 2,55,19,93,32,228,5,979,1406,10598
Adoption Test - Account 47,USERLEVEL,-26,User 2,63,34,200,72,152,23,155,9884,7327
Adoption Test - Account 48,USERLEVEL,-26,User 2,99,16,128,112,207,18,439,9245,11711
Adoption Test - Account 49,USERLEVEL,-26,User 2,92,33,167,39,153,15,709,8134,3198
Adoption Test - Account 50,USERLEVEL,-26,User 2,53,45,172,103,243,3,603,6112,13482
Adoption Test - Account 51,USERLEVEL,-26,User 2,4,30,109,88,108,19,135,5781,3226
Adoption Test - Account 52,USERLEVEL,-26,User 2,60,26,135,76,244,43,818,8869,16124
Adoption Test - Account 53,USERLEVEL,-26,User 2,68,42,191,81,187,48,407,2105,16313
Adoption Test - Account 54,USERLEVEL,-26,User 2,56,35,99,111,115,56,352,1731,9491
Adoption Test - Account 55,USERLEVEL,-26,User 2,11,25,138,59,243,55,210,8925,18246
Adoption Test - Account 56,USERLEVEL,-26,User 2,83,31,182,99,238,28,326,8391,12456
Adoption Test - Account 57,USERLEVEL,-26,User 2,44,29,154,142,139,13,965,1074,16814
Adoption Test - Account 58,USERLEVEL,-26,User 2,9,45,105,49,104,33,968,8960,3472
Adoption Test - Account 59,USERLEVEL,-26,User 2,98,15,156,28,190,28,471,3579,4449
Adoption Test - Account 60,USERLEVEL,-26,User 2,93,36,140,81,216,52,35,5730,140
Adoption Test - Account 61,USERLEVEL,-26,User 2,76,23,73,90,246,48,590,5815,13842
Adoption Test - Account 62,USERLEVEL,-26,User 2,36,40,197,19,230,50,947,9012,4465
Adoption Test - Account 63,USERLEVEL,-26,User 2,83,29,103,136,131,49,33,626,10783
Adoption Test - Account 64,USERLEVEL,-26,User 2,92,37,192,94,195,26,323,4746,16978
Adoption Test - Account 65,USERLEVEL,-26,User 2,50,39,147,17,149,6,352,9745,17302
Adoption Test - Account 66,USERLEVEL,-26,User 2,49,39,151,52,165,21,427,9218,15841
Adoption Test - Account 67,USERLEVEL,-26,User 2,42,30,150,99,187,57,589,8016,7087
Adoption Test - Account 68,USERLEVEL,-26,User 2,35,49,88,66,212,7,77,4138,5447
Adoption Test - Account 69,USERLEVEL,-26,User 2,42,14,81,20,143,18,302,227,11857
Adoption Test - Account 70,USERLEVEL,-26,User 2,84,28,179,29,210,49,515,7365,11040
Adoption Test - Account 71,USERLEVEL,-26,User 2,30,35,154,54,225,13,358,7624,2393
Adoption Test - Account 72,USERLEVEL,-26,User 2,100,34,191,129,221,21,910,5830,11437
Adoption Test - Account 73,USERLEVEL,-26,User 2,39,39,110,57,126,52,758,126,6826
Adoption Test - Account 74,USERLEVEL,-26,User 2,3,24,165,8,175,34,48,3046,15629
Adoption Test - Account 75,USERLEVEL,-26,User 2,33,15,134,30,174,59,592,8866,19715
Adoption Test - Account 76,USERLEVEL,-26,User 2,22,25,148,133,230,43,831,4711,18007
Adoption Test - Account 77,USERLEVEL,-26,User 2,13,34,167,150,121,17,605,4452,17771
Adoption Test - Account 78,USERLEVEL,-26,User 2,65,28,109,36,188,17,347,6112,19574
Adoption Test - Account 79,USERLEVEL,-26,User 2,66,35,185,10,169,51,947,8807,10714
Adoption Test - Account 80,USERLEVEL,-26,User 2,14,28,79,18,244,7,245,2744,16347
Adoption Test - Account 81,USERLEVEL,-26,User 2,21,50,172,124,225,49,244,9002,19780
Adoption Test - Account 82,USERLEVEL,-26,User 2,39,16,139,71,179,3,985,4179,8143
Adoption Test - Account 83,USERLEVEL,-26,User 2,41,10,54,32,119,34,289,3064,16311
Adoption Test - Account 84,USERLEVEL,-26,User 2,49,12,122,112,206,50,861,5698,19675
Adoption Test - Account 85,USERLEVEL,-26,User 2,4,32,161,136,181,52,965,6713,17609
Adoption Test - Account 86,USERLEVEL,-26,User 2,34,13,68,121,192,33,591,6969,8666
Adoption Test - Account 87,USERLEVEL,-26,User 2,91,14,154,105,190,18,417,5330,4336
Adoption Test - Account 88,USERLEVEL,-26,User 2,15,19,164,117,239,22,293,3186,18600
Adoption Test - Account 89,USERLEVEL,-26,User 2,0,12,170,93,233,37,835,3774,11677
Adoption Test - Account 90,USERLEVEL,-26,User 2,97,38,60,74,219,44,549,6966,10271
Adoption Test - Account 91,USERLEVEL,-26,User 2,21,28,157,48,131,27,147,996,12560
Adoption Test - Account 92,USERLEVEL,-26,User 2,41,50,160,123,167,13,909,549,18743
Adoption Test - Account 93,USERLEVEL,-26,User 2,76,50,60,74,113,30,273,266,11472
Adoption Test - Account 94,USERLEVEL,-26,User 2,80,49,150,78,115,27,228,4614,14069
Adoption Test - Account 95,USERLEVEL,-26,User 2,40,28,165,63,224,55,296,814,15412
Adoption Test - Account 96,USERLEVEL,-26,User 2,64,29,138,96,239,5,764,2022,15979
Adoption Test - Account 97,USERLEVEL,-26,User 2,51,20,161,143,187,9,819,2077,13701
Adoption Test - Account 98,USERLEVEL,-26,User 2,35,49,179,5,236,42,512,7034,6163
Adoption Test - Account 99,USERLEVEL,-26,User 2,0,12,145,12,141,16,159,6619,19482
Adoption Test - Account 100,USERLEVEL,-26,User 2,78,15,197,20,209,2,119,9950,12977
Adoption Test - Account 101,USERLEVEL,-26,User 2,90,21,177,118,168,13,681,9900,10297
Adoption Test - Account 102,USERLEVEL,-26,User 2,56,10,82,117,219,13,671,2488,17462
Adoption Test - Account 103,USERLEVEL,-26,User 2,88,21,70,65,136,20,9,2659,10311
Adoption Test - Account 104,USERLEVEL,-26,User 2,36,39,51,125,219,6,615,1568,17425
Adoption Test - Account 105,USERLEVEL,-26,User 2,26,16,139,143,223,58,950,2117,1892
Adoption Test - Account 106,USERLEVEL,-26,User 2,86,22,141,58,113,50,191,3486,386
Adoption Test - Account 107,USERLEVEL,-26,User 2,13,34,161,43,152,45,655,9696,4188
Adoption Test - Account 108,USERLEVEL,-26,User 2,27,11,93,24,102,32,35,6536,17247
Adoption Test - Account 109,USERLEVEL,-26,User 2,83,16,166,101,211,34,303,7881,497
Adoption Test - Account 110,USERLEVEL,-26,User 2,25,17,145,56,112,52,881,3651,2718
Adoption Test - Account 111,USERLEVEL,-26,User 2,25,12,123,54,182,23,642,5465,11077
Adoption Test - Account 112,USERLEVEL,-26,User 2,53,42,192,98,142,16,702,3988,7507
Adoption Test - Account 113,USERLEVEL,-26,User 2,51,13,113,141,138,7,641,4807,15739
Adoption Test - Account 114,USERLEVEL,-26,User 2,50,27,114,17,201,7,805,5048,7677
Adoption Test - Account 115,USERLEVEL,-26,User 2,21,18,170,98,222,33,387,6901,2409
Adoption Test - Account 116,USERLEVEL,-26,User 2,33,34,128,96,189,50,496,1247,5548
Adoption Test - Account 117,USERLEVEL,-26,User 2,84,37,151,138,231,22,231,9428,13939
Adoption Test - Account 118,USERLEVEL,-26,User 2,64,41,142,143,148,45,476,3423,13917
Adoption Test - Account 1,USERLEVEL,-25,User 2,54,39,64,59,125,9,406,8215,13414
Adoption Test - Account 2,USERLEVEL,-25,User 2,3,35,185,53,224,12,475,7990,406
Adoption Test - Account 3,USERLEVEL,-25,User 2,53,18,68,29,158,31,829,8667,19819
Adoption Test - Account 4,USERLEVEL,-25,User 2,26,19,100,94,129,59,382,3869,12795
Adoption Test - Account 5,USERLEVEL,-25,User 2,100,45,190,146,175,26,769,1150,1954
Adoption Test - Account 6,USERLEVEL,-25,User 2,34,35,177,84,110,14,866,3031,10636
Adoption Test - Account 7,USERLEVEL,-25,User 2,6,24,50,62,213,20,546,1292,8284
Adoption Test - Account 8,USERLEVEL,-25,User 2,98,45,92,135,226,22,838,9583,3107
Adoption Test - Account 9,USERLEVEL,-25,User 2,0,45,182,27,145,7,646,6219,7331
Adoption Test - Account 10,USERLEVEL,-25,User 2,57,14,78,18,136,49,493,3342,19544
Adoption Test - Account 11,USERLEVEL,-25,User 2,28,21,187,148,185,7,147,2237,14868
Adoption Test - Account 12,USERLEVEL,-25,User 2,96,33,194,52,212,36,788,3905,6351
Adoption Test - Account 13,USERLEVEL,-25,User 2,93,48,114,93,132,8,806,3248,14255
Adoption Test - Account 14,USERLEVEL,-25,User 2,19,26,123,136,195,4,515,2467,3099
Adoption Test - Account 15,USERLEVEL,-25,User 2,98,39,89,115,171,21,828,9402,5484
Adoption Test - Account 16,USERLEVEL,-25,User 2,10,48,196,59,204,35,119,5412,5673
Adoption Test - Account 17,USERLEVEL,-25,User 2,95,34,109,139,217,35,923,5760,2371
Adoption Test - Account 18,USERLEVEL,-25,User 2,17,27,197,55,229,4,581,759,15464
Adoption Test - Account 19,USERLEVEL,-25,User 2,2,28,161,72,213,14,899,1268,16012
Adoption Test - Account 20,USERLEVEL,-25,User 2,100,49,109,30,158,13,296,6446,15843
Adoption Test - Account 21,USERLEVEL,-25,User 2,86,18,185,147,199,24,313,9754,11261
Adoption Test - Account 22,USERLEVEL,-25,User 2,60,13,50,75,244,60,554,2720,18251
Adoption Test - Account 23,USERLEVEL,-25,User 2,31,48,103,53,229,49,742,2320,4121
Adoption Test - Account 24,USERLEVEL,-25,User 2,5,14,181,70,195,47,970,3982,2779
Adoption Test - Account 25,USERLEVEL,-25,User 2,74,24,99,22,160,50,904,8038,12198
Adoption Test - Account 26,USERLEVEL,-25,User 2,60,26,153,139,181,44,624,5463,5770
Adoption Test - Account 27,USERLEVEL,-25,User 2,7,44,170,112,109,2,80,1109,19661
Adoption Test - Account 28,USERLEVEL,-25,User 2,87,46,180,29,239,53,595,1669,9591
Adoption Test - Account 29,USERLEVEL,-25,User 2,85,40,169,69,214,11,951,2567,11372
Adoption Test - Account 30,USERLEVEL,-25,User 2,43,50,125,36,161,18,657,6007,16646
Adoption Test - Account 31,USERLEVEL,-25,User 2,96,11,62,14,104,25,583,6589,1539
Adoption Test - Account 32,USERLEVEL,-25,User 2,87,43,63,25,194,45,858,2762,18603
Adoption Test - Account 33,USERLEVEL,-25,User 2,19,18,90,38,115,46,23,9632,15358
Adoption Test - Account 34,USERLEVEL,-25,User 2,21,40,103,3,218,13,448,9779,12473
Adoption Test - Account 35,USERLEVEL,-25,User 2,99,11,196,29,165,24,277,3769,2876
Adoption Test - Account 36,USERLEVEL,-25,User 2,87,35,200,55,203,43,147,9621,4856
Adoption Test - Account 37,USERLEVEL,-25,User 2,40,49,160,144,218,1,657,748,18545
Adoption Test - Account 38,USERLEVEL,-25,User 2,31,35,148,18,116,15,301,2164,3328
Adoption Test - Account 39,USERLEVEL,-25,User 2,95,34,91,99,245,11,244,781,5681
Adoption Test - Account 40,USERLEVEL,-25,User 2,84,37,91,32,116,51,677,1055,7290
Adoption Test - Account 41,USERLEVEL,-25,User 2,74,25,57,104,221,20,564,117,3153
Adoption Test - Account 42,USERLEVEL,-25,User 2,41,25,143,39,201,15,591,8913,6218
Adoption Test - Account 43,USERLEVEL,-25,User 2,72,28,109,120,236,46,915,4908,13701
Adoption Test - Account 44,USERLEVEL,-25,User 2,13,27,176,54,146,42,168,6560,2359
Adoption Test - Account 45,USERLEVEL,-25,User 2,22,28,79,25,242,4,223,8915,12170
Adoption Test - Account 46,USERLEVEL,-25,User 2,9,29,89,120,219,39,619,4295,9192
Adoption Test - Account 47,USERLEVEL,-25,User 2,32,26,143,128,171,15,555,150,17101
Adoption Test - Account 48,USERLEVEL,-25,User 2,78,20,99,86,159,37,188,3909,12510
Adoption Test - Account 49,USERLEVEL,-25,User 2,27,47,178,72,182,2,747,3756,6989
Adoption Test - Account 50,USERLEVEL,-25,User 2,63,15,116,3,141,17,211,6620,17716
Adoption Test - Account 51,USERLEVEL,-25,User 2,37,13,57,150,119,23,683,7969,4071
Adoption Test - Account 52,USERLEVEL,-25,User 2,11,30,164,10,210,23,269,6351,8722
Adoption Test - Account 53,USERLEVEL,-25,User 2,51,49,86,45,117,34,286,6737,352
Adoption Test - Account 54,USERLEVEL,-25,User 2,76,14,138,18,175,40,255,8253,9177
Adoption Test - Account 55,USERLEVEL,-25,User 2,72,33,119,0,195,27,506,9157,18932
Adoption Test - Account 56,USERLEVEL,-25,User 2,78,34,85,30,118,18,728,1733,8444
Adoption Test - Account 57,USERLEVEL,-25,User 2,49,17,119,17,241,45,425,990,9762
Adoption Test - Account 58,USERLEVEL,-25,User 2,42,10,98,130,153,25,630,5089,16894
Adoption Test - Account 59,USERLEVEL,-25,User 2,35,22,132,56,196,43,98,1282,11067
Adoption Test - Account 60,USERLEVEL,-25,User 2,94,43,79,26,114,47,937,9408,10247
Adoption Test - Account 61,USERLEVEL,-25,User 2,7,29,116,25,174,57,802,3710,4403
Adoption Test - Account 62,USERLEVEL,-25,User 2,36,12,163,44,132,46,7,353,8485
Adoption Test - Account 63,USERLEVEL,-25,User 2,50,25,67,96,226,1,380,5246,4364
Adoption Test - Account 64,USERLEVEL,-25,User 2,4,18,78,38,174,56,986,8010,405
Adoption Test - Account 65,USERLEVEL,-25,User 2,89,38,107,108,130,55,225,6259,19822
Adoption Test - Account 66,USERLEVEL,-25,User 2,13,50,109,94,217,41,52,8105,4696
Adoption Test - Account 67,USERLEVEL,-25,User 2,1,15,123,101,162,4,249,7480,1115
Adoption Test - Account 68,USERLEVEL,-25,User 2,65,12,132,113,169,45,622,9590,11452
Adoption Test - Account 69,USERLEVEL,-25,User 2,83,22,55,134,142,3,683,6257,16085
Adoption Test - Account 70,USERLEVEL,-25,User 2,47,13,192,140,174,17,427,1194,3670
Adoption Test - Account 71,USERLEVEL,-25,User 2,54,45,93,73,129,34,451,2904,12927
Adoption Test - Account 72,USERLEVEL,-25,User 2,86,35,53,84,171,40,605,5705,12242
Adoption Test - Account 73,USERLEVEL,-25,User 2,11,29,84,55,221,36,101,3840,9640
Adoption Test - Account 74,USERLEVEL,-25,User 2,92,13,132,116,216,8,356,2680,4437
Adoption Test - Account 75,USERLEVEL,-25,User 2,84,10,58,109,120,22,650,7856,3522
Adoption Test - Account 76,USERLEVEL,-25,User 2,61,49,67,19,159,29,766,2274,12899
Adoption Test - Account 77,USERLEVEL,-25,User 2,54,29,125,119,192,2,200,7876,19808
Adoption Test - Account 78,USERLEVEL,-25,User 2,23,33,128,100,108,40,931,3623,16677
Adoption Test - Account 79,USERLEVEL,-25,User 2,81,12,55,38,155,5,723,7455,4705
Adoption Test - Account 80,USERLEVEL,-25,User 2,1,18,116,44,102,38,963,1185,4643
Adoption Test - Account 81,USERLEVEL,-25,User 2,52,27,139,83,215,45,458,1256,9047
Adoption Test - Account 82,USERLEVEL,-25,User 2,12,39,185,22,119,11,751,3500,11243
Adoption Test - Account 83,USERLEVEL,-25,User 2,64,28,178,111,126,32,52,3414,7560
Adoption Test - Account 84,USERLEVEL,-25,User 2,19,16,174,11,177,22,680,8744,15154
Adoption Test - Account 85,USERLEVEL,-25,User 2,41,43,171,18,146,54,5,2752,9306
Adoption Test - Account 86,USERLEVEL,-25,User 2,44,49,94,43,234,8,556,7727,17310
Adoption Test - Account 87,USERLEVEL,-25,User 2,67,32,174,89,138,39,280,0,17528
Adoption Test - Account 88,USERLEVEL,-25,User 2,42,25,156,82,164,45,175,7108,2632
Adoption Test - Account 89,USERLEVEL,-25,User 2,46,30,97,72,106,5,923,2596,17750
Adoption Test - Account 90,USERLEVEL,-25,User 2,62,19,91,65,148,52,877,4427,12040
Adoption Test - Account 91,USERLEVEL,-25,User 2,99,34,156,44,243,39,671,9194,229
Adoption Test - Account 92,USERLEVEL,-25,User 2,75,40,86,45,185,17,823,3894,16124
Adoption Test - Account 93,USERLEVEL,-25,User 2,64,38,101,36,179,29,362,3822,16575
Adoption Test - Account 94,USERLEVEL,-25,User 2,73,41,68,140,165,47,268,9237,2235
Adoption Test - Account 95,USERLEVEL,-25,User 2,2,14,112,81,184,37,163,7205,14924
Adoption Test - Account 96,USERLEVEL,-25,User 2,17,19,144,79,198,59,752,8148,12885
Adoption Test - Account 97,USERLEVEL,-25,User 2,87,26,102,37,229,17,862,1304,9061
Adoption Test - Account 98,USERLEVEL,-25,User 2,98,27,53,129,198,32,361,3208,9779
Adoption Test - Account 99,USERLEVEL,-25,User 2,40,46,83,37,184,30,873,7447,19584
Adoption Test - Account 100,USERLEVEL,-25,User 2,97,33,138,53,203,60,565,7221,19416
Adoption Test - Account 101,USERLEVEL,-25,User 2,25,13,169,46,195,58,50,9005,2252
Adoption Test - Account 102,USERLEVEL,-25,User 2,96,29,59,53,215,5,130,2699,19348
Adoption Test - Account 103,USERLEVEL,-25,User 2,74,10,194,108,108,45,13,1755,7053
Adoption Test - Account 104,USERLEVEL,-25,User 2,58,26,90,102,158,21,309,3826,19951
Adoption Test - Account 105,USERLEVEL,-25,User 2,88,19,67,129,174,46,355,4311,18437
Adoption Test - Account 106,USERLEVEL,-25,User 2,67,31,140,69,206,45,599,6638,15908
Adoption Test - Account 107,USERLEVEL,-25,User 2,42,47,174,148,223,37,360,2521,17507
Adoption Test - Account 108,USERLEVEL,-25,User 2,80,36,175,110,184,8,537,4864,1282
Adoption Test - Account 109,USERLEVEL,-25,User 2,90,45,55,63,103,1,660,9087,9806
Adoption Test - Account 110,USERLEVEL,-25,User 2,94,29,108,20,244,27,594,1819,11762
Adoption Test - Account 111,USERLEVEL,-25,User 2,51,36,142,79,170,31,406,9717,15207
Adoption Test - Account 112,USERLEVEL,-25,User 2,15,21,95,109,208,7,123,7643,7960
Adoption Test - Account 113,USERLEVEL,-25,User 2,27,31,178,72,160,57,46,2564,8116
Adoption Test - Account 114,USERLEVEL,-25,User 2,6,50,149,94,138,41,446,145,5303
Adoption Test - Account 115,USERLEVEL,-25,User 2,64,40,200,109,139,16,755,4130,7386
Adoption Test - Account 116,USERLEVEL,-25,User 2,92,13,185,29,162,22,893,3818,1915
Adoption Test - Account 117,USERLEVEL,-25,User 2,100,45,140,70,205,53,953,1285,9689
Adoption Test - Account 118,USERLEVEL,-25,User 2,64,49,106,17,117,57,398,627,11947
Adoption Test - Account 1,USERLEVEL,-24,User 2,58,42,130,146,228,35,347,1461,6178
Adoption Test - Account 2,USERLEVEL,-24,User 2,12,40,193,119,115,45,659,6525,7083
Adoption Test - Account 3,USERLEVEL,-24,User 2,98,49,124,119,119,50,194,9834,18787
Adoption Test - Account 4,USERLEVEL,-24,User 2,46,49,83,38,138,19,273,5442,6626
Adoption Test - Account 5,USERLEVEL,-24,User 2,95,31,127,24,235,53,291,7387,15785
Adoption Test - Account 6,USERLEVEL,-24,User 2,55,10,183,131,248,14,684,9557,6499
Adoption Test - Account 7,USERLEVEL,-24,User 2,6,21,120,39,158,40,270,2296,14803
Adoption Test - Account 8,USERLEVEL,-24,User 2,66,47,133,133,154,33,473,4439,12649
Adoption Test - Account 9,USERLEVEL,-24,User 2,65,37,118,31,208,17,421,8360,3393
Adoption Test - Account 10,USERLEVEL,-24,User 2,85,42,56,108,250,53,253,1517,14805
Adoption Test - Account 11,USERLEVEL,-24,User 2,74,47,139,16,201,16,39,3144,5557
Adoption Test - Account 12,USERLEVEL,-24,User 2,14,27,197,3,170,35,647,8077,15342
Adoption Test - Account 13,USERLEVEL,-24,User 2,78,36,145,39,228,13,334,4094,8070
Adoption Test - Account 14,USERLEVEL,-24,User 2,17,34,71,120,173,51,993,8096,4042
Adoption Test - Account 15,USERLEVEL,-24,User 2,11,29,173,107,131,19,769,4008,2758
Adoption Test - Account 16,USERLEVEL,-24,User 2,29,15,149,120,148,55,570,2354,18711
Adoption Test - Account 17,USERLEVEL,-24,User 2,40,46,80,88,195,48,856,5532,5555
Adoption Test - Account 18,USERLEVEL,-24,User 2,72,46,124,76,216,1,726,857,3706
Adoption Test - Account 19,USERLEVEL,-24,User 2,46,13,112,97,250,27,381,813,6461
Adoption Test - Account 20,USERLEVEL,-24,User 2,34,24,51,38,228,31,24,2320,13839
Adoption Test - Account 21,USERLEVEL,-24,User 2,23,49,88,21,181,10,52,812,14122
Adoption Test - Account 22,USERLEVEL,-24,User 2,41,15,118,57,103,7,979,8760,3122
Adoption Test - Account 23,USERLEVEL,-24,User 2,33,34,150,30,191,17,846,4328,15891
