Account,Name,Number Date,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,3647,0,3642,5
D NOVO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,21280,2483,13619,7661
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-19,09/06/2011,Production,Production,2142,0,2135,7
Darta NV,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-19,09/06/2011,Production,Production,12977,3838,12298,679
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2159,0,2148,11
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-19,09/06/2011,Production,Production,17940,6724,14087,3853
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-19,09/06/2011,Production,Production,2146,1,2145,1
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2536,0,2526,10
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-19,09/06/2011,Production,Production,20950,5992,13593,7357
East Bay Brass Foundry,INSTANCELEVEL,-19,09/06/2011,Production,Production,2142,0,2135,7
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-19,09/06/2011,Production,Production,12140,108,12128,12
ELANTAS PDG INC,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-19,09/06/2011,Production,Production,2156,7,2145,11
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-19,09/06/2011,Production,Production,17400,7400,14237,3163
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
EURO CARE S DE RL DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2537,0,2526,11
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,21583,12499,14618,6965
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2142,0,2135,7
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
FIANZAS ATLAS SA,INSTANCELEVEL,-19,09/06/2011,Production,Production,4540,37,4530,10
FITCH MEXICO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
FPL Group Ltd,INSTANCELEVEL,-19,09/06/2011,Production,Production,2153,1,2145,8
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,16375,11391,13876,2499
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
G-L Veneer Co Inc.,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
GALASS BODAS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2537,0,2526,11
GARCIA PEREZ AMELIA,INSTANCELEVEL,-19,09/06/2011,Production,Production,20080,6061,14538,5542
GATEWAY FS,INSTANCELEVEL,-19,09/06/2011,Production,Production,2085,1,2078,7
GenePoint,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
GMC Hardwoods Inc,INSTANCELEVEL,-19,09/06/2011,Production,Production,3779,34,3770,9
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
GRANJA RAB SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,2152,0,2145,7
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Production,Production,14715,11974,13120,1595
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-19,09/06/2011,Production,Production,0,0,0,0
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,2152,0,2145,7
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,2159,0,2148,11
Abbett Electric Corp,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,19025,8040,14321,4704
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,1054,13,1048,6
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,0,0,0,0
AGENCE PRESSE,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,36168,5739,3843,32325
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,45775,4655,4378,41397
Akzenta Vertriebs GmbH,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,62627,5660,2813,59814
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,4692,3684,1156,3536
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,28561,5360,1974,26587
Alltech Automotive LLC,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,36125,5539,4048,32077
Alpha Stamping Company,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,41145,6784,2126,39019
AMECAR AC,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,12557,4439,1707,10850
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,71010,6994,3327,67683
AP DE MEXICO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,39347,6733,4291,35056
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,19684,5474,1846,17838
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,51799,9797,2530,49269
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,36713,5480,3755,32958
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,50769,8306,4369,46400
AUTELIN SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,60713,6851,2779,57934
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,3398,3641,1142,2256
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,25556,3781,1949,23607
Bachman Information System Inc.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,41943,5830,3983,37960
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,38760,6905,2086,36674
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,11029,5560,1671,9358
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,68677,5611,3260,65417
BICIMOTOS S.A.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,40073,7257,4226,35847
blah1,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,17813,4569,1796,16017
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,48466,8165,2357,46109
BRINK GRAIN,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,37823,5870,3658,34165
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,47264,7717,4330,42934
CAMACHO CENTENO MERINO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,58735,8005,2726,56009
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,1936,2004,1131,805
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,24252,3770,1926,22326
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,39971,6269,3945,36026
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,34471,5454,2051,32420
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,9443,6043,1621,7822
CH ROBINSON COMPANY,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,66771,6301,3200,63571
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,37085,7035,4144,32941
CIL TEXTILES PVT LTD,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,16099,4647,1773,14326
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,45493,6989,2308,43185
COMARK GRAIN MARKETING,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,38579,5490,3606,34973
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,43671,7454,4286,39385
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,56338,7030,2658,53680
COMERGALV SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,0,0,0,0
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,22794,3732,1907,20887
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,37970,5487,3896,34074
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,31457,5772,2010,29447
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,6727,5187,1198,5529
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,64663,5582,3046,61617
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,36520,5583,4095,32425
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,14416,5192,1737,12679
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,43200,6236,2159,41041
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,72999,5508,3504,69495
D NOVO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,41499,9315,4387,37112
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,54273,8204,2587,51686
Darta NV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,21572,4320,1884,19688
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,79600,0,79592,8
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,54618,11,54617,1
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,72446,0,72445,1
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,79595,39,79587,8
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,54201,1,54200,1
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,56055,0,56054,1
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,74008,2,74003,5
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,55734,0,55733,1
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,88905,15,88902,3
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,55471,0,55470,1
East Bay Brass Foundry,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,72819,1,72817,2
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,746917,217714,521232,225685
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,823699,100651,536043,287656
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,706306,194992,514156,192150
ELANTAS PDG INC,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,543868,180448,474988,68880
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,634640,194900,494804,139836
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,769447,256536,525368,244079
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,660077,168652,500218,159859
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,573658,168789,480639,93019
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,724207,196809,517391,206816
EURO CARE S DE RL DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,795519,184356,532160,263359
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,602590,179451,485761,116829
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,678322,196807,503642,174680
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,741887,202616,520090,221797
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,821250,222417,535718,285532
FIANZAS ATLAS SA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,701105,206005,512879,188226
FITCH MEXICO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,537718,167337,474217,63501
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,627632,188031,492611,135021
FPL Group Ltd,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,764200,259422,524578,239622
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,655158,190485,499198,155960
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,565252,183717,477885,87367
G-L Veneer Co Inc.,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,719858,176601,516772,203086
GALASS BODAS SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,788174,271266,528100,260074
GARCIA PEREZ AMELIA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,593653,186144,482511,111142
GATEWAY FS,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,672969,187158,502404,170565
GenePoint,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,737157,205678,519276,217881
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,816377,264918,534959,281418
GMC Hardwoods Inc,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,695154,190623,510646,184508
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,532584,171059,473135,59449
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,621219,188885,491375,129844
GRANJA RAB SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,758833,249426,523880,234953
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,648433,190925,497265,151168
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,556978,185680,476180,80798
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-19,09/06/2011,Sandbox,Sandbox,715293,184281,516132,199161
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-18,09/07/2011,Production,Production,781911,271958,527104,254807
Abbett Electric Corp,INSTANCELEVEL,-18,09/07/2011,Production,Production,586935,189617,481983,104952
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-18,09/07/2011,Production,Production,668044,177588,501906,166138
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,732547,173718,518681,213866
AGENCE PRESSE,INSTANCELEVEL,-18,09/07/2011,Production,Production,810013,288139,533730,276283
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-18,09/07/2011,Production,Production,690308,118048,509403,180905
Akzenta Vertriebs GmbH,INSTANCELEVEL,-18,09/07/2011,Production,Production,527634,148395,472025,55609
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-18,09/07/2011,Production,Production,615624,179516,490220,125404
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,753191,244627,522684,230507
Alltech Automotive LLC,INSTANCELEVEL,-18,09/07/2011,Production,Production,640988,178110,495682,145306
Alpha Stamping Company,INSTANCELEVEL,-18,09/07/2011,Production,Production,550390,187077,475366,75024
AMECAR AC,INSTANCELEVEL,-18,09/07/2011,Production,Production,710894,182378,515152,195742
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-18,09/07/2011,Production,Production,774463,218414,526002,248461
AP DE MEXICO SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,580278,188084,481195,99083
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,663601,149621,501105,162496
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,729188,183608,518677,210511
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-18,09/07/2011,Production,Production,801436,309641,532969,268467
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-18,09/07/2011,Production,Production,684226,185949,505971,178255
AUTELIN SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,610515,184059,489359,121156
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,113014,10987,20997,92017
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-18,09/07/2011,Production,Production,130762,4401,26129,104633
Bachman Information System Inc.,INSTANCELEVEL,-18,09/07/2011,Production,Production,106464,11295,18712,87752
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,92416,19714,14068,78348
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-18,09/07/2011,Production,Production,99381,16047,16344,83037
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-18,09/07/2011,Production,Production,119051,11598,22540,96511
BICIMOTOS S.A.,INSTANCELEVEL,-18,09/07/2011,Production,Production,101548,8494,17072,84476
blah1,INSTANCELEVEL,-18,09/07/2011,Production,Production,95178,7833,14515,80663
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-18,09/07/2011,Production,Production,109257,8243,19957,89300
BRINK GRAIN,INSTANCELEVEL,-18,09/07/2011,Production,Production,124808,15897,24069,100739
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-18,09/07/2011,Production,Production,97045,9341,14956,82089
CAMACHO CENTENO MERINO,INSTANCELEVEL,-18,09/07/2011,Production,Production,104218,10162,18080,86138
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-18,09/07/2011,Production,Production,111995,10303,20670,91325
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-18,09/07/2011,Production,Production,129902,13139,25852,104050
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-18,09/07/2011,Production,Production,105927,7199,18566,87361
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-18,09/07/2011,Production,Production,90688,23140,13895,76793
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,98860,11962,16245,82615
CH ROBINSON COMPANY,INSTANCELEVEL,-18,09/07/2011,Production,Production,117352,15027,22166,95186
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-18,09/07/2011,Production,Production,101035,13543,16910,84125
CIL TEXTILES PVT LTD,INSTANCELEVEL,-18,09/07/2011,Production,Production,94787,10570,14426,80361
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,108596,8816,19714,88882
COMARK GRAIN MARKETING,INSTANCELEVEL,-18,09/07/2011,Production,Production,123560,15466,23693,99867
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-18,09/07/2011,Production,Production,96591,9025,14844,81747
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,103486,10116,17886,85600
COMERGALV SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,111296,12244,20472,90824
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-18,09/07/2011,Production,Production,128639,19069,25401,103238
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,105575,8516,18468,87107
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,89166,24088,13659,75507
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,98552,13543,16097,82455
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,115680,16205,21688,93992
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,100459,14603,16728,83731
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-18,09/07/2011,Production,Production,94255,17662,14292,79963
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-18,09/07/2011,Production,Production,107877,7577,19360,88517
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,122078,13778,23268,98810
D NOVO SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,96073,7496,14722,81351
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-18,09/07/2011,Production,Production,102790,8083,17632,85158
Darta NV,INSTANCELEVEL,-18,09/07/2011,Production,Production,110571,8329,20281,90290
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-18,09/07/2011,Production,Production,127797,20756,25051,102746
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-18,09/07/2011,Production,Production,105026,7267,18290,86736
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,87836,23687,13455,74381
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,98350,9604,15895,82455
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,114331,13065,21354,92977
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-18,09/07/2011,Production,Production,99854,12639,16544,83310
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,93363,18463,14155,79208
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-18,09/07/2011,Production,Production,107079,8729,18943,88136
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,120469,11326,22739,97730
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-18,09/07/2011,Production,Production,95619,7982,14619,81000
East Bay Brass Foundry,INSTANCELEVEL,-18,09/07/2011,Production,Production,102210,6240,17435,84775
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-18,09/07/2011,Production,Production,109962,8748,20125,89837
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,126366,16689,24519,101847
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-18,09/07/2011,Production,Production,104803,9480,18216,86587
ELANTAS PDG INC,INSTANCELEVEL,-18,09/07/2011,Production,Production,98174,8436,15742,82432
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-18,09/07/2011,Production,Production,9357,14219,909,8448
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-18,09/07/2011,Production,Production,51100,8248,1543,49557
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-18,09/07/2011,Production,Production,0,0,0,0
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-18,09/07/2011,Production,Production,0,0,0,0
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-18,09/07/2011,Production,Production,0,0,0,0
EURO CARE S DE RL DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,25110,13515,1,25109
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,0,0,0,0
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-18,09/07/2011,Production,Production,0,0,0,0
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-18,09/07/2011,Production,Production,73,19,70,3
