JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Purity-Supreme Inc.,ACCOUNTLEVEL,-2,User 1,38,27,158,93,209,39,832,5808,19061
Quadrex Corp,ACCOUNTLEVEL,-2,User 1,3,27,54,86,183,5,518,3542,16075
Quaker Fashions,ACCOUNTLEVEL,-2,User 1,78,16,54,147,168,46,626,4156,6769
Queensborough Public Library,ACCOUNTLEVEL,-2,User 1,1,14,189,3,117,17,605,9387,4206
Quinn/Brein Inc,ACCOUNTLEVEL,-2,User 1,95,24,189,144,192,45,844,8706,14339
Quota Systems Inc.,ACCOUNTLEVEL,-2,User 1,94,11,111,138,229,5,754,1383,997
R-F Industries Inc,ACCOUNTLEVEL,-2,User 1,66,22,75,12,233,43,74,9275,17819
Raceway Engines,ACCOUNTLEVEL,-2,User 1,60,33,69,31,162,31,767,7477,8520
Raleigh Active Wear,ACCOUNTLEVEL,-2,User 1,96,44,89,35,199,53,668,6531,16006
Raleigh Co.,ACCOUNTLEVEL,-2,User 1,95,45,99,119,181,22,743,6181,4891
Ralston Inc.,ACCOUNTLEVEL,-2,User 1,97,47,119,78,231,58,373,1209,16293
Sabena-Belgian World Airlines,ACCOUNTLEVEL,-2,User 1,82,24,61,98,191,60,973,1230,830
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,-2,User 1,25,28,108,100,137,23,375,5329,19759
Saint Johns University Staten,ACCOUNTLEVEL,-2,User 1,59,12,144,40,244,54,103,1854,1042
Star Markets,ACCOUNTLEVEL,-2,User 1,61,29,169,24,118,39,258,7646,3053
State House Active Wear,ACCOUNTLEVEL,-2,User 1,45,25,137,137,124,55,521,7573,12252
Tapecon Inc,ACCOUNTLEVEL,-2,User 1,3,10,122,41,137,49,639,2930,19028
TDA Industries Inc,ACCOUNTLEVEL,-2,User 1,86,20,153,118,133,35,838,8149,11652
TEAC Corp. of America,ACCOUNTLEVEL,-2,User 1,86,15,70,12,186,4,701,7203,2156
Tech Fire & Safety Company,ACCOUNTLEVEL,-2,User 1,93,24,91,83,144,59,358,1657,17345
Teradyne,ACCOUNTLEVEL,-2,User 1,30,35,83,141,182,22,258,3584,19973
UBAF Arab American Bank,ACCOUNTLEVEL,-2,User 1,2,23,62,111,142,37,557,1249,11521
UniAmerica Inc,ACCOUNTLEVEL,-2,User 1,86,15,142,34,179,14,117,5200,17889
Union Flights,ACCOUNTLEVEL,-2,User 1,91,10,101,79,187,20,848,6081,8251
United Artists Theater Circuit,ACCOUNTLEVEL,-2,User 1,78,16,85,117,139,11,607,770,19870
United Can Co.,ACCOUNTLEVEL,-2,User 1,48,43,83,61,232,31,389,2522,3625
Veritas Software,ACCOUNTLEVEL,-2,User 1,33,13,139,66,233,27,144,3519,9349
Via Systems,ACCOUNTLEVEL,-2,User 1,94,26,130,69,103,30,394,4401,243
Vicor,ACCOUNTLEVEL,-2,User 1,88,19,174,34,109,22,224,1903,9537
Volga Boats,ACCOUNTLEVEL,-2,User 1,86,45,195,4,117,40,346,6702,15324
Vyrex,ACCOUNTLEVEL,-2,User 1,30,48,107,128,105,30,750,9119,9937
Wallys World,ACCOUNTLEVEL,-2,User 1,25,46,121,2,119,16,43,3511,457
Westend Dealers,ACCOUNTLEVEL,-2,User 1,59,18,55,4,173,53,882,8470,5717
Westinghouse Corporation,ACCOUNTLEVEL,-2,User 1,20,47,92,115,104,12,813,7716,10410
Wind & Rain,ACCOUNTLEVEL,-2,User 1,45,16,189,132,176,27,957,6083,18285
Wyse Corp.,ACCOUNTLEVEL,-2,User 1,80,10,159,111,197,44,611,8722,14623
Xerox,ACCOUNTLEVEL,-2,User 1,36,43,168,104,221,5,413,6627,5039
Yesterday Productions Corp.,ACCOUNTLEVEL,-2,User 1,66,21,200,51,224,46,327,7367,9273
Ziff-Davis Labs,ACCOUNTLEVEL,-2,User 1,97,50,130,42,220,2,294,7752,3035
Zoo Gift Shop,ACCOUNTLEVEL,-2,User 1,78,44,151,57,100,2,370,8829,11756
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,-1,User 1,79,25,85,45,197,22,916,2258,747
Abacus Programming Corporation,ACCOUNTLEVEL,-1,User 1,50,14,167,148,131,34,967,2043,1321
Abberley Kooiman,ACCOUNTLEVEL,-1,User 1,65,16,178,111,198,26,651,8354,1690
Abbett Electric Corp,ACCOUNTLEVEL,-1,User 1,41,32,173,10,194,54,275,9109,9857
Abbey Press Inc,ACCOUNTLEVEL,-1,User 1,10,46,87,128,181,18,489,4198,6490
Bachman Information System Inc.,ACCOUNTLEVEL,-1,User 1,16,14,74,42,125,4,519,4798,3446
Back Stage Magazine,ACCOUNTLEVEL,-1,User 1,76,16,122,62,204,57,605,8586,6099
Baker & McKenzie,ACCOUNTLEVEL,-1,User 1,77,19,137,52,205,11,916,8349,11486
Balfour Maclaine International,ACCOUNTLEVEL,-1,User 1,64,28,180,0,166,33,50,1292,11444
Ball & Socket Mfg Co,ACCOUNTLEVEL,-1,User 1,9,42,153,84,133,13,576,4646,14877
Caco-Pacific Corp.,ACCOUNTLEVEL,-1,User 1,16,21,68,120,184,35,524,1832,12171
CADAM Inc.,ACCOUNTLEVEL,-1,User 1,80,37,125,139,158,59,882,7733,8250
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-1,User 1,93,36,89,149,143,48,948,9774,2426
Cahn Instruments Inc,ACCOUNTLEVEL,-1,User 1,0,20,165,131,125,33,528,7691,9562
Cal-Pac Roofing Inc,ACCOUNTLEVEL,-1,User 1,45,28,155,136,158,48,109,6988,1394
Dai-Ichi Kangyo Bank,ACCOUNTLEVEL,-1,User 1,68,12,167,74,210,37,765,8765,2357
Daisy of California,ACCOUNTLEVEL,-1,User 1,8,31,68,65,150,37,326,3089,9015
Daley Business Forms,ACCOUNTLEVEL,-1,User 1,27,40,172,93,114,53,453,5186,5120
Dame Belts & Bag Co Inc,ACCOUNTLEVEL,-1,User 1,88,36,92,34,188,7,94,3256,15182
Dana Marketing Inc,ACCOUNTLEVEL,-1,User 1,17,14,61,22,207,24,382,1110,14116
East Bay Brass Foundry,ACCOUNTLEVEL,-1,User 1,55,24,180,107,204,25,877,543,1865
East Coast Traders,ACCOUNTLEVEL,-1,User 1,38,36,161,12,143,41,196,4147,15893
East/West Computers Inc,ACCOUNTLEVEL,-1,User 1,50,32,164,84,159,54,147,1934,12851
Eastern Municipal Water Distri,ACCOUNTLEVEL,-1,User 1,79,27,176,140,249,30,316,4500,8778
Eastman Kodak Company Health Sciences Division,ACCOUNTLEVEL,-1,User 1,47,22,150,100,188,33,50,4042,15811
Facts on File Newsletter,ACCOUNTLEVEL,-1,User 1,57,31,55,31,116,26,613,2031,539
Family Magazine,ACCOUNTLEVEL,-1,User 1,31,23,200,129,242,32,990,2054,6559
Fedder RP Corp,ACCOUNTLEVEL,-1,User 1,35,13,167,4,149,2,844,7672,13807
Fell David H & Company Inc,ACCOUNTLEVEL,-1,User 1,65,16,140,31,234,45,126,1461,4455
Ferrara Foods & Confections,ACCOUNTLEVEL,-1,User 1,73,49,148,4,182,28,691,3204,7600
G Group,ACCOUNTLEVEL,-1,User 1,56,21,136,69,144,29,322,1965,11369
G-L Veneer Co Inc.,ACCOUNTLEVEL,-1,User 1,52,31,147,101,177,9,403,7196,206
Galbreath Co,ACCOUNTLEVEL,-1,User 1,69,28,61,27,112,17,582,3759,14186
Gallo Ernst & Julio Winery,ACCOUNTLEVEL,-1,User 1,40,20,68,128,140,13,830,3312,7872
Gamblers Anonymous,ACCOUNTLEVEL,-1,User 1,13,31,166,116,231,46,483,8749,13718
Halcyon Assoc,ACCOUNTLEVEL,-1,User 1,57,16,129,136,223,36,731,3733,19490
Hambro International Venture F,ACCOUNTLEVEL,-1,User 1,8,44,79,105,202,39,964,868,17705
Hardy James G & Co,ACCOUNTLEVEL,-1,User 1,17,49,94,45,248,1,817,4840,6697
Harkavy Information Service,ACCOUNTLEVEL,-1,User 1,67,26,72,95,233,31,866,6104,530
Harken Marketing Co,ACCOUNTLEVEL,-1,User 1,93,43,113,2,170,52,634,9389,18377
IBIS Systems Inc.,ACCOUNTLEVEL,-1,User 1,39,41,69,133,185,57,166,9809,18562
IBK Capital Inc,ACCOUNTLEVEL,-1,User 1,27,34,136,73,131,47,420,7865,15853
IBM Corp Data Systems Div,ACCOUNTLEVEL,-1,User 1,36,50,58,89,237,28,891,3106,13339
ICM Corp,ACCOUNTLEVEL,-1,User 1,8,31,115,62,129,59,911,8005,8954
ImageTek Corp,ACCOUNTLEVEL,-1,User 1,59,30,107,81,190,57,977,1810,2849
Jadow B & Sons Inc,ACCOUNTLEVEL,-1,User 1,96,23,50,37,228,7,758,5066,6779
Jaff Brothers Woodworks Inc,ACCOUNTLEVEL,-1,User 1,22,34,176,85,154,56,135,3812,12490
Jandel Scientific Inc.,ACCOUNTLEVEL,-1,User 1,91,47,85,124,130,26,751,9320,2254
Japanese American Citizens Lea,ACCOUNTLEVEL,-1,User 1,22,20,93,29,176,16,574,1519,402
K & S Contractors Supply Co,ACCOUNTLEVEL,-1,User 1,17,30,64,54,194,5,460,9538,8204
Kahlert Assoc Inc,ACCOUNTLEVEL,-1,User 1,71,18,169,141,190,1,651,4089,14545
Kaiser Steel Resources Inc,ACCOUNTLEVEL,-1,User 1,60,31,84,135,132,31,822,3687,14260
Karabelas Furs Inc,ACCOUNTLEVEL,-1,User 1,8,26,183,78,206,32,927,3507,11290
Karpen & Steel Products Inc,ACCOUNTLEVEL,-1,User 1,24,22,160,63,113,36,969,7079,11350
La Costa Hotel & Spa,ACCOUNTLEVEL,-1,User 1,11,13,101,142,221,18,804,4161,5221
Lafferty RF & Co Inc,ACCOUNTLEVEL,-1,User 1,48,22,99,137,232,57,765,2734,16959
Lake County,ACCOUNTLEVEL,-1,User 1,1,24,130,77,233,4,878,8821,4906
Lakeland Village,ACCOUNTLEVEL,-1,User 1,47,50,72,134,138,27,189,973,477
Lexidata Corporation,ACCOUNTLEVEL,-1,User 1,56,45,180,23,156,24,672,310,12195
Madonna Construction Co,ACCOUNTLEVEL,-1,User 1,10,44,126,110,107,23,53,3596,10722
Magma Power Co,ACCOUNTLEVEL,-1,User 1,59,37,89,150,176,39,594,5150,18885
Magna Mill Products,ACCOUNTLEVEL,-1,User 1,6,15,111,144,199,21,163,4348,14103
Majestic Entertainment,ACCOUNTLEVEL,-1,User 1,47,24,78,147,132,57,136,9799,18880
Mall Side Sports,ACCOUNTLEVEL,-1,User 1,85,22,191,115,100,34,59,9769,4194
N/S Corp,ACCOUNTLEVEL,-1,User 1,53,29,142,138,193,7,772,3926,18055
Nardon Mfg Company Incorporated,ACCOUNTLEVEL,-1,User 1,37,47,118,81,230,33,167,8305,15157
Nash Direct,ACCOUNTLEVEL,-1,User 1,25,29,157,127,161,39,723,9900,4020
National Assn of Printing Ink,ACCOUNTLEVEL,-1,User 1,18,30,130,137,231,11,314,150,10963
Nixdorf Computer,ACCOUNTLEVEL,-1,User 1,99,45,125,95,210,6,329,2536,13419
O-Cel-O Div General Mills Inc.,ACCOUNTLEVEL,-1,User 1,7,38,153,60,225,18,408,2791,6136
Oakland Carbide Engineering &,ACCOUNTLEVEL,-1,User 1,74,15,85,8,131,21,815,4395,16375
Ocean Sports,ACCOUNTLEVEL,-1,User 1,88,14,103,99,199,12,275,9972,6155
Ocean Sports Wear,ACCOUNTLEVEL,-1,User 1,51,17,97,66,174,24,83,4205,10412
OKeeffes Inc,ACCOUNTLEVEL,-1,User 1,0,37,145,45,230,38,153,1140,15388
P & C Food Markets Inc,ACCOUNTLEVEL,-1,User 1,40,28,155,83,103,15,668,346,13373
P.S.C.,ACCOUNTLEVEL,-1,User 1,77,23,65,26,225,6,836,4883,10877
PacDevco Inc,ACCOUNTLEVEL,-1,User 1,26,43,96,73,100,60,201,5668,9013
Pace Press Inc,ACCOUNTLEVEL,-1,User 1,25,37,153,136,116,2,86,2359,15379
Purity-Supreme Inc.,ACCOUNTLEVEL,-1,User 1,6,21,124,138,203,25,702,4453,4330
Quadrex Corp,ACCOUNTLEVEL,-1,User 1,18,26,100,115,115,5,309,3717,3024
Quaker Fashions,ACCOUNTLEVEL,-1,User 1,94,42,92,93,249,36,442,6907,6672
Queensborough Public Library,ACCOUNTLEVEL,-1,User 1,6,10,192,86,229,49,438,1312,12909
Quinn/Brein Inc,ACCOUNTLEVEL,-1,User 1,38,31,67,8,174,21,138,5427,19669
Quota Systems Inc.,ACCOUNTLEVEL,-1,User 1,40,45,149,1,192,12,268,9694,8828
R-F Industries Inc,ACCOUNTLEVEL,-1,User 1,52,42,189,104,164,38,562,6328,15069
Raceway Engines,ACCOUNTLEVEL,-1,User 1,84,15,124,102,111,27,614,3042,540
Raleigh Active Wear,ACCOUNTLEVEL,-1,User 1,43,40,104,41,180,3,133,9793,2524
Raleigh Co.,ACCOUNTLEVEL,-1,User 1,69,36,189,133,217,46,176,3353,3018
Ralston Inc.,ACCOUNTLEVEL,-1,User 1,14,16,140,76,244,43,963,7508,17592
Sabena-Belgian World Airlines,ACCOUNTLEVEL,-1,User 1,80,38,102,116,106,4,298,4957,4586
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,-1,User 1,56,27,180,77,121,41,182,415,18875
Saint Johns University Staten,ACCOUNTLEVEL,-1,User 1,31,27,199,70,195,19,393,7801,838
Star Markets,ACCOUNTLEVEL,-1,User 1,26,17,167,42,196,49,594,451,9642
State House Active Wear,ACCOUNTLEVEL,-1,User 1,10,34,100,58,131,28,119,3463,10248
Tapecon Inc,ACCOUNTLEVEL,-1,User 1,38,35,142,143,175,3,468,1862,4043
TDA Industries Inc,ACCOUNTLEVEL,-1,User 1,46,13,188,75,231,45,918,240,16667
TEAC Corp. of America,ACCOUNTLEVEL,-1,User 1,80,44,52,112,138,5,321,3335,19477
Tech Fire & Safety Company,ACCOUNTLEVEL,-1,User 1,95,46,108,63,210,57,599,4450,4794
Teradyne,ACCOUNTLEVEL,-1,User 1,48,48,124,93,174,60,708,9168,18264
UBAF Arab American Bank,ACCOUNTLEVEL,-1,User 1,90,27,85,121,233,53,500,7973,7255
UniAmerica Inc,ACCOUNTLEVEL,-1,User 1,10,16,103,89,132,27,797,9559,14455
Union Flights,ACCOUNTLEVEL,-1,User 1,97,21,171,40,164,15,307,5253,18503
United Artists Theater Circuit,ACCOUNTLEVEL,-1,User 1,63,33,109,114,137,49,556,6677,5130
United Can Co.,ACCOUNTLEVEL,-1,User 1,88,29,133,34,183,5,600,3978,3996
Veritas Software,ACCOUNTLEVEL,-1,User 1,64,23,152,123,206,24,556,1841,9518
Via Systems,ACCOUNTLEVEL,-1,User 1,73,12,160,68,128,36,843,9140,2460
Vicor,ACCOUNTLEVEL,-1,User 1,51,43,165,63,236,15,797,3464,8851
Volga Boats,ACCOUNTLEVEL,-1,User 1,53,50,163,71,159,34,650,2520,7495
Vyrex,ACCOUNTLEVEL,-1,User 1,35,41,175,144,209,3,810,4465,3264
Wallys World,ACCOUNTLEVEL,-1,User 1,63,49,175,144,158,12,8,198,19452
Westend Dealers,ACCOUNTLEVEL,-1,User 1,5,13,129,121,206,20,783,6723,6814
Westinghouse Corporation,ACCOUNTLEVEL,-1,User 1,13,32,195,38,239,4,661,368,9245
Wind & Rain,ACCOUNTLEVEL,-1,User 1,71,35,132,30,209,39,959,3776,19223
Wyse Corp.,ACCOUNTLEVEL,-1,User 1,40,43,140,2,138,32,155,915,6895
Xerox,ACCOUNTLEVEL,-1,User 1,30,22,139,81,122,19,1000,4586,9807
Yesterday Productions Corp.,ACCOUNTLEVEL,-1,User 1,29,31,130,124,151,13,799,3945,18176
Ziff-Davis Labs,ACCOUNTLEVEL,-1,User 1,68,22,103,82,155,20,992,4373,19694
Zoo Gift Shop,ACCOUNTLEVEL,-1,User 1,48,38,158,11,188,51,444,323,11423
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,0,User 1,84,16,191,49,204,60,72,6324,12665
Abacus Programming Corporation,ACCOUNTLEVEL,0,User 1,7,46,126,43,101,57,456,8022,7165
Abberley Kooiman,ACCOUNTLEVEL,0,User 1,91,23,72,136,136,21,207,4400,10397
Abbett Electric Corp,ACCOUNTLEVEL,0,User 1,75,39,155,105,134,27,194,3325,12808
Abbey Press Inc,ACCOUNTLEVEL,0,User 1,74,18,184,125,231,9,15,7486,5339
Bachman Information System Inc.,ACCOUNTLEVEL,0,User 1,29,14,195,113,102,43,806,9437,774
Back Stage Magazine,ACCOUNTLEVEL,0,User 1,53,45,85,6,104,6,532,7697,2194
Baker & McKenzie,ACCOUNTLEVEL,0,User 1,99,14,111,57,221,5,584,5106,7561
Balfour Maclaine International,ACCOUNTLEVEL,0,User 1,33,47,155,31,193,58,642,7469,15218
Ball & Socket Mfg Co,ACCOUNTLEVEL,0,User 1,82,18,108,84,239,49,398,9964,5896
Caco-Pacific Corp.,ACCOUNTLEVEL,0,User 1,54,31,65,61,233,5,790,1209,6668
CADAM Inc.,ACCOUNTLEVEL,0,User 1,89,28,191,129,223,53,991,2893,8036
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,0,User 1,41,39,139,97,112,48,442,9763,17653
Cahn Instruments Inc,ACCOUNTLEVEL,0,User 1,52,31,128,10,243,8,11,8717,13842
Cal-Pac Roofing Inc,ACCOUNTLEVEL,0,User 1,99,10,177,125,108,13,489,6974,14527
Dai-Ichi Kangyo Bank,ACCOUNTLEVEL,0,User 1,26,26,130,72,219,33,23,1092,1142
Daisy of California,ACCOUNTLEVEL,0,User 1,56,24,91,84,185,50,863,4071,7111
Daley Business Forms,ACCOUNTLEVEL,0,User 1,49,29,81,79,179,56,173,9996,13939
Dame Belts & Bag Co Inc,ACCOUNTLEVEL,0,User 1,94,24,180,101,193,5,859,3934,783
Dana Marketing Inc,ACCOUNTLEVEL,0,User 1,6,24,65,4,205,23,199,4396,11624
East Bay Brass Foundry,ACCOUNTLEVEL,0,User 1,23,50,120,114,149,28,358,8341,10621
East Coast Traders,ACCOUNTLEVEL,0,User 1,46,50,63,109,153,4,567,4067,1805
East/West Computers Inc,ACCOUNTLEVEL,0,User 1,84,21,59,75,113,53,853,1323,18345
Eastern Municipal Water Distri,ACCOUNTLEVEL,0,User 1,11,12,126,109,250,11,278,2891,5139
Eastman Kodak Company Health Sciences Division,ACCOUNTLEVEL,0,User 1,100,18,170,40,145,44,332,6933,14216
Facts on File Newsletter,ACCOUNTLEVEL,0,User 1,40,21,58,106,111,20,180,4544,18350
Family Magazine,ACCOUNTLEVEL,0,User 1,31,24,87,69,110,14,939,1635,18168
Fedder RP Corp,ACCOUNTLEVEL,0,User 1,31,15,113,39,233,22,895,3493,10626
Fell David H & Company Inc,ACCOUNTLEVEL,0,User 1,13,37,82,19,219,8,942,2408,2353
Ferrara Foods & Confections,ACCOUNTLEVEL,0,User 1,49,50,143,12,173,28,835,7212,15680
G Group,ACCOUNTLEVEL,0,User 1,83,21,119,134,150,11,515,1176,4105
G-L Veneer Co Inc.,ACCOUNTLEVEL,0,User 1,73,16,79,135,152,39,111,1873,9342
Galbreath Co,ACCOUNTLEVEL,0,User 1,58,47,166,121,127,10,65,8167,6685
Gallo Ernst & Julio Winery,ACCOUNTLEVEL,0,User 1,41,12,133,134,241,15,172,7474,6018
Gamblers Anonymous,ACCOUNTLEVEL,0,User 1,10,25,180,6,233,3,768,5193,10583
Halcyon Assoc,ACCOUNTLEVEL,0,User 1,87,14,75,22,236,38,175,3440,17264
Hambro International Venture F,ACCOUNTLEVEL,0,User 1,43,32,157,147,176,18,765,4148,19155
Hardy James G & Co,ACCOUNTLEVEL,0,User 1,0,21,62,58,163,49,371,6627,3369
Harkavy Information Service,ACCOUNTLEVEL,0,User 1,9,40,139,50,141,21,119,7911,471
Harken Marketing Co,ACCOUNTLEVEL,0,User 1,84,27,102,119,236,24,191,6474,5983
IBIS Systems Inc.,ACCOUNTLEVEL,0,User 1,98,16,136,27,143,54,407,8679,18710
IBK Capital Inc,ACCOUNTLEVEL,0,User 1,91,39,131,86,151,58,612,6742,626
IBM Corp Data Systems Div,ACCOUNTLEVEL,0,User 1,78,23,108,0,133,32,55,8882,19402
ICM Corp,ACCOUNTLEVEL,0,User 1,20,47,67,123,106,53,809,1334,7195
ImageTek Corp,ACCOUNTLEVEL,0,User 1,92,48,118,34,170,49,373,1211,6994
Jadow B & Sons Inc,ACCOUNTLEVEL,0,User 1,91,31,98,62,206,23,264,155,13932
Jaff Brothers Woodworks Inc,ACCOUNTLEVEL,0,User 1,61,31,178,142,110,16,643,4524,6906
Jandel Scientific Inc.,ACCOUNTLEVEL,0,User 1,45,30,195,12,140,11,284,6471,18376
Japanese American Citizens Lea,ACCOUNTLEVEL,0,User 1,62,48,102,4,124,59,517,9004,8580
K & S Contractors Supply Co,ACCOUNTLEVEL,0,User 1,34,11,158,31,198,12,649,5993,4547
Kahlert Assoc Inc,ACCOUNTLEVEL,0,User 1,38,43,101,135,192,21,841,9961,18064
Kaiser Steel Resources Inc,ACCOUNTLEVEL,0,User 1,100,26,127,111,185,25,968,1853,5579
Karabelas Furs Inc,ACCOUNTLEVEL,0,User 1,80,48,162,47,216,31,195,3706,2074
Karpen & Steel Products Inc,ACCOUNTLEVEL,0,User 1,10,46,171,100,160,8,243,1122,19252
La Costa Hotel & Spa,ACCOUNTLEVEL,0,User 1,34,28,192,44,250,24,832,1075,3669
Lafferty RF & Co Inc,ACCOUNTLEVEL,0,User 1,56,28,57,17,174,59,432,8017,19958
Lake County,ACCOUNTLEVEL,0,User 1,48,13,71,137,142,3,346,4444,9972
Lakeland Village,ACCOUNTLEVEL,0,User 1,83,25,57,137,244,33,105,59,4866
Lexidata Corporation,ACCOUNTLEVEL,0,User 1,99,39,69,146,186,50,169,8910,7159
Madonna Construction Co,ACCOUNTLEVEL,0,User 1,8,45,169,6,133,24,390,5352,2664
Magma Power Co,ACCOUNTLEVEL,0,User 1,20,39,97,121,133,41,174,77,14396
Magna Mill Products,ACCOUNTLEVEL,0,User 1,76,32,183,139,115,7,994,7726,3135
Majestic Entertainment,ACCOUNTLEVEL,0,User 1,39,41,139,114,198,42,554,5498,15201
Mall Side Sports,ACCOUNTLEVEL,0,User 1,6,28,193,16,212,39,371,7232,5272
N/S Corp,ACCOUNTLEVEL,0,User 1,82,27,108,1,121,39,467,1320,11977
Nardon Mfg Company Incorporated,ACCOUNTLEVEL,0,User 1,19,33,114,67,241,20,135,8967,8224
Nash Direct,ACCOUNTLEVEL,0,User 1,77,46,155,21,187,14,682,3720,1341
National Assn of Printing Ink,ACCOUNTLEVEL,0,User 1,38,27,123,140,232,17,342,2199,8994
Nixdorf Computer,ACCOUNTLEVEL,0,User 1,95,28,171,77,228,48,833,2478,18141
O-Cel-O Div General Mills Inc.,ACCOUNTLEVEL,0,User 1,8,30,157,90,247,13,252,4796,12341
Oakland Carbide Engineering &,ACCOUNTLEVEL,0,User 1,0,23,149,109,122,36,437,6253,3747
Ocean Sports,ACCOUNTLEVEL,0,User 1,17,28,158,5,178,9,246,4560,13922
Ocean Sports Wear,ACCOUNTLEVEL,0,User 1,75,45,94,125,172,46,628,5976,19517
OKeeffes Inc,ACCOUNTLEVEL,0,User 1,73,29,137,135,176,28,615,2962,12919
P & C Food Markets Inc,ACCOUNTLEVEL,0,User 1,62,22,50,76,175,60,56,7370,8840
P.S.C.,ACCOUNTLEVEL,0,User 1,63,32,102,132,170,55,962,8472,3742
PacDevco Inc,ACCOUNTLEVEL,0,User 1,50,38,168,111,206,19,175,1831,5539
Pace Press Inc,ACCOUNTLEVEL,0,User 1,96,27,174,77,221,59,481,1101,9805
Purity-Supreme Inc.,ACCOUNTLEVEL,0,User 1,96,14,124,81,211,8,933,5350,2575
Quadrex Corp,ACCOUNTLEVEL,0,User 1,83,46,108,24,246,48,272,9131,12821
Quaker Fashions,ACCOUNTLEVEL,0,User 1,97,50,174,130,130,58,633,446,6891
Queensborough Public Library,ACCOUNTLEVEL,0,User 1,22,27,80,65,201,39,309,3466,11816
Quinn/Brein Inc,ACCOUNTLEVEL,0,User 1,16,34,150,38,154,26,472,3660,13052
Quota Systems Inc.,ACCOUNTLEVEL,0,User 1,94,32,182,89,101,43,560,247,13853
R-F Industries Inc,ACCOUNTLEVEL,0,User 1,89,35,184,39,246,51,561,3757,3782
Raceway Engines,ACCOUNTLEVEL,0,User 1,51,40,73,140,145,53,976,3957,18404
Raleigh Active Wear,ACCOUNTLEVEL,0,User 1,45,32,161,18,113,57,397,3752,13845
Raleigh Co.,ACCOUNTLEVEL,0,User 1,27,25,134,71,183,52,617,4342,10074
Ralston Inc.,ACCOUNTLEVEL,0,User 1,42,40,50,38,200,18,737,5422,18283
Sabena-Belgian World Airlines,ACCOUNTLEVEL,0,User 1,30,50,152,125,151,7,407,7868,4746
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,0,User 1,67,37,181,74,227,58,70,1728,6258
Saint Johns University Staten,ACCOUNTLEVEL,0,User 1,93,41,146,105,129,35,96,3592,10089
Star Markets,ACCOUNTLEVEL,0,User 1,57,11,149,56,231,50,901,4856,2107
State House Active Wear,ACCOUNTLEVEL,0,User 1,86,12,184,143,214,44,925,686,11146
Tapecon Inc,ACCOUNTLEVEL,0,User 1,56,22,131,82,114,18,507,7744,15769
TDA Industries Inc,ACCOUNTLEVEL,0,User 1,36,14,58,145,234,8,343,5396,14826
TEAC Corp. of America,ACCOUNTLEVEL,0,User 1,16,39,182,133,249,15,540,297,10468
Tech Fire & Safety Company,ACCOUNTLEVEL,0,User 1,69,43,151,64,197,16,153,1335,966
Teradyne,ACCOUNTLEVEL,0,User 1,77,30,70,126,153,44,601,9115,15659
UBAF Arab American Bank,ACCOUNTLEVEL,0,User 1,0,42,106,55,124,8,762,356,5229
UniAmerica Inc,ACCOUNTLEVEL,0,User 1,13,34,72,9,114,8,428,6250,12688
Union Flights,ACCOUNTLEVEL,0,User 1,78,17,181,45,232,10,939,2860,2773
United Artists Theater Circuit,ACCOUNTLEVEL,0,User 1,85,33,136,12,113,44,59,8258,14640
United Can Co.,ACCOUNTLEVEL,0,User 1,17,50,73,144,170,50,516,4875,5687
Veritas Software,ACCOUNTLEVEL,0,User 1,58,38,82,139,142,18,879,452,16588
Via Systems,ACCOUNTLEVEL,0,User 1,56,26,60,77,164,42,196,4538,5619
Vicor,ACCOUNTLEVEL,0,User 1,15,19,137,143,176,23,598,6479,849
Volga Boats,ACCOUNTLEVEL,0,User 1,39,44,102,6,141,7,707,343,11047
Vyrex,ACCOUNTLEVEL,0,User 1,16,18,78,127,110,1,222,2292,15570
Wallys World,ACCOUNTLEVEL,0,User 1,98,25,73,2,108,50,119,4048,2657
Westend Dealers,ACCOUNTLEVEL,0,User 1,100,26,140,107,180,21,484,6523,12378
Westinghouse Corporation,ACCOUNTLEVEL,0,User 1,31,11,167,20,236,59,553,6882,15639
Wind & Rain,ACCOUNTLEVEL,0,User 1,51,31,191,135,109,57,108,2657,14376
Wyse Corp.,ACCOUNTLEVEL,0,User 1,28,47,114,85,187,4,503,3315,15815
Xerox,ACCOUNTLEVEL,0,User 1,89,31,86,6,244,7,674,6157,285
Yesterday Productions Corp.,ACCOUNTLEVEL,0,User 1,90,45,144,47,213,18,203,338,1882
Ziff-Davis Labs,ACCOUNTLEVEL,0,User 1,97,49,184,52,196,41,390,7803,8824
Zoo Gift Shop,ACCOUNTLEVEL,0,User 1,68,15,183,87,176,19,326,6663,2851
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,-13,User 2,27,16,181,70,211,29,90,5114,5060
